Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;1;11.3999996185;16.0;6;31.7439994812;
3;1;8.0;10.0;5;21.0;1;11.3487997055;15.8719997406;5;31.5135993958;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.3027200699;15.7567996979;5;31.3062400818;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;12.3027200699;15.6531200409;5;30.9148159027;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;13.3027200699;15.4574079514;5;30.3986949921;
7;1;10.194486618;11.543302536;5;23.5283432007;1;14.1196088791;15.199347496;5;30.0146656036;
8;1;10.2938766479;11.7641716003;5;24.1098823547;1;14.0043992996;15.0073328018;5;29.6690387726;
9;1;10.4247236252;12.0549411774;5;24.5655879974;1;13.9007120132;14.8345193863;5;29.7775993347;
10;1;10.5272569656;12.2827939987;5;24.9179592133;1;16.0043983459;14.8887996674;5;29.7775993347;
11;1;10.6065406799;12.4589796066;6;25.0;1;17.0043983459;14.8887996674;5;29.7775993347;
12;1;12.5272569656;12.5;6;25.0;1;18.0043983459;14.8887996674;5;29.7775993347;
13;1;13.5272569656;12.5;6;25.0;1;19.0043983459;14.8887996674;6;29.7775993347;
14;1;14.5272569656;12.5;6;25.0;1;20.0043983459;14.8887996674;6;29.7775993347;
15;1;15.5272569656;12.5;6;25.0;1;20.9332809448;14.8887996674;6;29.7775993347;
16;1;16.527256012;12.5;6;25.0;1;20.9332809448;14.8887996674;6;29.7775993347;
17;1;17.527256012;12.5;6;25.0;1;20.9332809448;14.8887996674;7;29.7775993347;
18;1;17.625;12.5;6;25.0;1;20.9332809448;14.8887996674;7;29.7775993347;
19;1;17.625;12.5;7;25.0;1;20.9332809448;14.8887996674;7;29.7775993347;
