Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;11.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
6;1;9.0;10.0;5;20.0;1;9.14999961853;10.5;5;21.0;
7;1;9.5;10.0;5;20.0;1;9.72500038147;10.5;5;21.0;
8;1;9.5;10.0;5;20.3999996185;1;9.72500038147;10.5;5;21.4200000763;
9;1;9.59000015259;10.1999998093;5;20.7264003754;1;9.81949996948;10.7100000381;5;21.758436203;
10;1;9.66343975067;10.3632001877;5;20.9903717041;1;9.8956489563;10.8792181015;5;22.0;
11;1;9.72283363342;10.4951858521;5;22.0419120789;1;9.94999980927;11.0;5;23.5400009155;
12;1;9.95943069458;11.0209560394;5;22.9143505096;1;10.296500206;11.7700004578;6;24.8252849579;
13;1;11.7228336334;11.4571752548;5;23.6214065552;2;11.9499998093;12.6126422882;5;26.8616695404;
14;1;12.7228336334;11.8107032776;5;24.1832637787;2;13.9499998093;12.9308347702;5;27.833294034;
15;1;13.7228336334;12.0916318893;5;24.6226100922;2;15.9499998093;13.3366470337;5;28.6376472712;
16;1;14.7228336334;12.3113050461;5;24.9617595673;2;17.2523422241;13.6469516754;5;29.3136873245;
17;1;15.7228336334;12.4808797836;5;25.0;2;18.2996768951;13.879781723;5;29.7941719294;
18;1;16.7228336334;12.5;5;25.0;2;19.3536891937;14.0;5;30.0669906139;
19;1;17.625;12.5;5;25.0;2;20.4150733948;14.0;5;30.375654459;
20;1;17.625;12.5;7;25.0;2;20.8345222473;14.0;5;30.7230784893;
21;1;17.625;12.5;7;25.0;2;20.2999992371;14.8169231415;4;31.1118502617;
22;1;17.625;12.5;7;25.0;2;20.2999992371;14.9335546494;4;31.544028759;
23;1;17.625;12.5;7;25.0;2;21.0974063873;14.0;5;32.0209121704;
24;1;17.625;12.5;7;25.0;2;21.2047042847;14.0;5;32.5427899361;
25;1;15.625;13.5;9;25.0;2;20.2999992371;15.0;6;33.1086950302;
26;1;14.625;14.5;9;25.0;2;21.2999992371;14.0;6;33.7161855698;
27;1;13.625;15.5;10;25.0;2;21.5861415863;14.0;6;34.3611893654;
28;1;12.625;16.5;10;25.0;2;21.7312660217;14.0;6;35.0379443169;
29;1;12.0;17.5;10;25.0;2;21.8835372925;14.0;6;35.7390680313;
30;1;12.0;18.5;10;25.0;2;20.0412902832;15.0;6;36.4557781219;
31;1;12.0;19.5;10;25.0;2;19.2025489807;16.0;6;37.1782588959;
32;2;12.0;20.5;7;40.0;2;18.36510849;17.0;7;37.8961582184;
33;2;13.0;21.5;7;40.75;2;17.5266342163;18.0;7;38.5991659164;
34;3;14.0;22.5;7;41.4193744659;2;16.6848106384;19.0;7;39.2776012421;
35;3;15.0;23.5;7;42.0072898865;2;16.5374603271;20.0;7;39.9229507446;
36;3;16.0;24.5;7;42.5162696838;2;16.6826629639;21.0;7;40.5282850266;
37;3;17.0;25.5;8;42.9513263702;2;16.818862915;22.0;6;41.088514328;
38;3;18.0;26.5;8;43.3190898895;2;16.9449157715;23.0;5;41.6004695892;
39;3;19.0;27.5;8;43.6270179749;2;17.0601062775;24.0;6;42.0628213882;
40;3;19.588104248;28.5;11;43.8827629089;2;17.1641349792;25.0;8;42.4758720398;
41;3;19.6648292542;29.5;11;44.0;2;17.2570705414;26.0;8;42.8412618637;
42;3;20.7000007629;27.5;11;44.0;2;17.3392829895;27.0;8;43.1616458893;
43;3;19.7000007629;28.5;13;44.0;2;18.4113693237;25.0;11;43.4403705597;
44;3;19.7000007629;29.5;14;44.0;2;17.4740829468;26.0;11;43.6811828613;
45;3;20.7000007629;27.5;14;44.0;2;17.5282669067;27.0;12;43.8879890442;
46;3;19.7000007629;28.5;15;44.0;2;18.574798584;25.0;13;44.0;
47;4;19.7000007629;29.5;11;59.0;2;17.6000003815;26.0;14;44.0;
48;4;21.7000007629;27.5;10;59.75;2;18.6000003815;25.0;14;44.0;
49;4;21.7000007629;28.5;10;60.4193744659;2;19.6000003815;25.0;14;44.0;
50;4;22.7000007629;29.5;12;61.0072898865;2;20.6000003815;25.0;16;44.0;
51;4;24.7000007629;27.5;13;61.5162696838;2;21.6000003815;25.0;16;44.0;
52;4;26.7000007629;28.5;14;61.9513263702;2;22.6000003815;25.0;17;44.0;
53;4;28.7000007629;29.5;14;62.3190898895;2;23.6000003815;24.0;18;44.0;
54;4;29.8217964172;30.5;15;62.6270179749;2;23.8999996185;24.0;18;44.0;
55;4;30.891078949;31.5;16;62.8827629089;3;23.8999996185;24.0;14;54.0;
56;4;31.5736198425;32.5;16;63.0;3;24.8999996185;25.0;14;54.3999996185;
57;4;31.5999984741;31.5;16;63.0;3;25.8999996185;26.0;14;54.7743997574;
58;4;31.5999984741;30.5;17;63.0;3;25.8999996185;27.0;15;55.1219387054;
59;4;31.5999984741;29.5;16;63.0;3;25.8999996185;28.0;15;55.4420347214;
60;4;31.5999984741;28.5;17;63.0;3;25.8999996185;29.0;16;55.7347183228;
61;4;31.5999984741;27.5;17;63.0;3;25.8999996185;29.0;16;56.0005426407;
62;4;31.5999984741;27.5;16;63.0;3;25.8999996185;29.0;16;56.2404880524;
63;4;31.5999984741;27.5;16;63.0;3;25.8999996185;29.0;16;56.4558610916;
64;4;31.5999984741;27.5;16;63.0;3;25.8999996185;29.0;16;56.6481971741;
65;4;31.5999984741;27.5;17;63.0;4;25.8999996185;29.0;12;71.8191757202;
66;4;29.5999984741;28.5;17;63.0;4;26.8999996185;30.0;13;72.7205476761;
67;4;28.5999984741;29.5;16;63.0;5;27.8999996185;31.0;12;73.4193744659;
68;4;27.5999984741;30.5;16;63.0;5;27.8999996185;32.0;12;74.0072898865;
69;4;26.5999984741;31.5;17;63.0;5;27.8999996185;33.0;12;74.5162696838;
70;4;25.9749984741;32.5;18;63.0;5;27.8999996185;34.0;12;74.9513263702;
71;4;25.9749984741;33.5;18;63.0;5;27.8999996185;35.0;12;75.3190898895;
72;4;25.9749984741;34.5;18;65.1399993896;5;27.8999996185;36.0;13;75.8870182037;
73;4;26.2742500305;35.5;18;66.8711032867;5;27.8999996185;37.0;14;78.066028595;
74;4;26.5239162445;36.5;19;68.2491817474;5;28.1970005035;38.4199981689;14;79.8363809586;
75;4;26.729598999;37.5;19;69.3328857422;5;28.4306030273;39.7314720154;14;81.2620887756;
76;4;26.8972682953;38.5;20;70.0;5;28.6125068665;40.957901001;17;82.1343822479;
77;5;27.0249996185;39.5;19;70.0;5;28.6993408203;42.0;17;82.6803340912;
78;5;27.0249996185;40.5;18;70.0;5;28.7565040588;43.0;14;83.0;
79;5;27.0249996185;41.5;19;70.0;5;28.7999992371;44.0;14;83.0;
80;5;26.0249996185;40.5;19;70.0;5;28.7999992371;45.0;17;83.0;
81;5;26.0249996185;40.5;19;70.0;5;26.7999992371;47.0;18;83.0;
82;6;26.0249996185;40.5;19;70.0;5;25.7999992371;49.0;20;83.0;
83;7;26.0249996185;40.5;19;71.0;6;24.7999992371;51.0;18;83.0;
84;7;27.0249996185;41.5;19;71.1499999762;6;23.7999992371;51.0;16;83.0;
85;7;28.7250003815;42.5;16;71.320775032;6;23.7999992371;47.0;14;83.0;
86;7;30.0249996185;43.5;14;71.5146545172;6;23.75;48.0;13;83.0;
87;7;31.0249996185;44.5;14;71.7340574265;6;24.75;50.0;14;83.0;
88;7;32.0250015259;45.5;14;71.9814370871;6;24.75;52.0;14;83.0;
89;7;32.619430542;45.5;15;73.2592060566;6;24.75;54.0;14;84.0;
90;8;33.7027587891;46.5;14;73.6696389914;6;25.75;57.0;15;84.1799999475;
91;8;34.7958908081;48.0;15;75.1236507893;6;26.75;60.0;15;84.3902759552;
92;8;36.2620925903;51.0;15;75.6834177971;6;26.75;63.0;16;84.6350997686;
93;8;37.4120254517;54.0;17;76.2935029268;6;27.75;63.0;16;84.9190331697;
94;9;38.5761604309;57.0;16;76.9548107386;7;27.75;67.0;15;86.2468225956;
95;9;39.2763824463;60.0;16;77.6672867537;7;28.75;71.0;16;86.8032366037;
96;9;40.4244003296;63.0;15;78.4297460318;7;30.015499115;72.0;16;87.4431138039;
97;9;40.5830307007;66.0;13;79.2397347689;7;29.0628128052;76.0;16;88.1747785807;
98;10;40.7513999939;69.0;10;94.0934512615;6;26.75;75.0;15;75.0059577227;
99;10;42.9282722473;70.0;11;94.9857457876;7;27.75;76.0;13;75.9432332516;
100;10;43.1120491028;74.0;9;95.9102160931;7;26.75;80.0;13;76.991402626;
101;10;43.3007850647;77.3364639282;10;96.8594027758;7;26.75;84.0;14;78.1527833939;
102;10;44.4922714233;77.3175811768;11;97.8250776529;7;27.75;85.0;14;79.426520586;
103;10;43.6841201782;79.4806671143;11;98.7986066341;7;26.75;88.4434204102;14;80.8079805374;
104;10;43.8738822937;81.6511611938;12;99.7713460922;7;26.75;91.8605270386;14;82.2883200645;
105;11;45.0591659546;81.9602203369;12;100.735038996;7;28.75;89.2959518433;15;83.8543291092;
