Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;11.0;6;20.0;2;8.14999961853;10.6999998093;4;22.0;
5;1;8.0;10.0;6;20.0;2;8.29999923706;10.5;3;22.0900000334;
6;2;9.0;10.3000001907;5;21.0;2;9.39524936676;10.5;3;22.1871190071;
7;2;9.72500038147;10.0;5;21.0299999714;2;9.99210166931;10.5;3;22.2917383909;
8;2;9.73174953461;10.0;5;21.4708906412;2;10.0156412125;10.5;3;22.8371437788;
9;2;9.830950737;10.1999998093;4;21.8393678665;2;10.1383571625;10.7100000381;3;23.3113827705;
10;2;9.91385746002;10.3632001877;4;22.1466006041;2;10.2450618744;10.8792181015;3;23.6996542215;
11;2;9.98298549652;10.4951858521;4;23.2541460991;2;10.3324222565;11.0;3;25.4997080564;
12;2;10.2321834564;11.0209560394;4;24.1846234798;2;10.7374343872;11.7700004578;4;27.0797379017;
13;2;12.0086450577;11.4571752548;4;24.9517599344;2;12.4572515488;12.4126424789;4;28.4485538006;
14;2;14.0086450577;11.8107032776;4;25.5757399797;2;14.4572515488;12.9308347702;4;29.6330289841;
15;2;16.008644104;12.0916318893;4;26.0792449713;2;16.4572525024;13.3366470337;4;30.669192791;
16;2;17.0505771637;12.3113050461;4;26.4845746756;2;17.7094402313;13.6469516754;4;31.5947263241;
17;2;18.0654678345;12.4808797836;4;26.5909943581;2;18.8129119873;13.879781723;4;32.3400559425;
18;2;19.0808067322;12.5;5;26.6611413956;2;19.9265136719;14.0;4;32.8895044327;
19;2;19.9987564087;12.5;5;26.7332159281;2;21.0501403809;14.0;4;33.4816474915;
20;2;20.0149726868;12.5;5;26.8071684837;2;21.5333709717;14.0;4;34.1130428314;
21;2;20.0316123962;12.5;5;26.8829400539;2;21.6754341125;14.0;4;34.7785673141;
22;2;19.625;13.2531757355;4;26.9604618549;2;21.825176239;14.0;4;35.4714341164;
23;2;20.0661048889;12.5;4;27.039655447;2;21.9810714722;14.0;5;36.1833543777;
24;2;19.625;13.3158626556;4;27.1204328537;2;22.141254425;14.0;5;36.9048519135;
25;2;18.1020965576;13.5;6;27.2026965618;2;20.2999992371;15.0;5;37.6257123947;
26;3;17.1206073761;14.5;5;27.2863395214;3;22.2999992371;14.3000001907;4;39.3355398178;
27;4;15.625;15.5;5;27.3712463379;3;24.2999992371;14.3000001907;5;40.1843472719;
28;4;15.1585302353;16.5;5;27.4572930336;3;24.7804775238;14.0;5;41.0268675089;
29;4;14.0;18.4829177856;5;27.5443477631;3;24.9287014008;14.0;5;41.8584251404;
30;4;14.5724782944;18.5;5;27.6322715282;3;23.0684661865;15.0;5;42.6762462854;
31;4;14.5922613144;19.5;5;27.7209193707;3;22.1984672546;16.0;5;43.4795396328;
32;4;14.6122074127;20.5;5;27.8101406097;3;21.3178215027;17.0;7;44.2693722248;
33;5;14.6322822571;21.5;4;34.3573977947;3;20.4260864258;18.0;7;45.0483739376;
34;5;16.0;24.2000007629;5;34.6769828796;3;19.523191452;19.0;8;45.8203053474;
35;5;18.0;26.2350006104;5;34.9944291115;3;19.3094024658;20.0;9;46.5895342827;
36;5;19.0;27.4271583557;6;36.3090749979;3;19.3852386475;21.0;10;47.3604812622;
37;5;19.0;30.227897644;6;36.7503151894;3;19.4514026642;22.0;10;48.1370615959;
38;5;20.0;32.4208908081;7;37.2030364275;3;19.5087108612;23.0;11;48.9221801758;
39;5;21.0;34.6258430481;7;37.6681876183;3;19.5580348969;24.0;10;49.7161855698;
40;5;22.0;36.8436470032;8;38.1468068361;3;19.6000003815;25.0;10;50.3611893654;
41;6;23.0;38.7027664185;8;38.6399888992;3;19.6000003815;26.0;10;51.0379443169;
42;6;24.0;35.7748947144;8;39.1488415003;3;19.6000003815;27.0;10;51.7390680313;
43;6;23.0;37.9760093689;8;39.6744333506;3;20.6000003815;25.0;10;52.4557781219;
44;6;24.0;37.6822929382;8;40.2177293301;3;19.6000003815;26.0;10;53.1782588959;
45;6;26.0;34.9774169922;9;40.7795174122;3;20.6000003815;26.0;10;53.8961582184;
46;8;25.1756629944;35.2900886536;6;56.3603286743;3;21.6000003815;27.0;12;54.5991659164;
47;8;24.1756629944;37.6206207275;7;58.7103514671;3;22.6000003815;28.0;13;55.2776012421;
48;8;29.8889732361;41.6206207275;7;60.038720727;3;23.6000003815;29.0;13;55.9229507446;
49;8;33.1180610657;46.6206207275;7;61.3050403595;3;24.6000003815;30.0;15;56.5282850266;
50;8;35.2542152405;50.7986373901;10;62.5105154514;3;25.6000003815;29.0;15;57.088514328;
51;8;38.7731361389;52.5;10;63.5962475538;3;25.8999996185;29.0;15;57.6004695892;
52;8;39.9714126587;54.5;10;65.61696136;3;25.8999996185;29.0;16;58.0628213882;
53;8;42.8392868042;54.5;12;66.7458168268;3;25.8999996185;29.0;17;58.4758720398;
54;8;42.6979446411;55.6319732666;15;67.855455637;4;25.8999996185;29.0;17;58.8412618637;
55;8;43.6348609924;55.6743354797;15;68.8575433493;4;25.8999996185;29.0;17;59.1616458893;
56;8;44.3117218018;56.4984588623;17;69.7711166143;4;25.8999996185;29.0;18;59.4403705597;
57;9;44.5032310486;56.6044158936;15;82.2110637426;4;25.8999996185;29.0;19;59.6811828613;
58;9;44.6337585449;54.5;15;83.6350228786;4;25.8999996185;29.0;19;59.8879890442;
59;9;47.4482574463;54.5;17;86.0432837009;4;25.8999996185;29.0;20;60.0;
60;9;47.946144104;55.5;20;88.3043723106;4;25.8999996185;29.0;21;60.0;
61;9;47.658405304;57.5;22;90.4036728144;4;25.8999996185;29.0;21;60.0;
62;9;48.0008010864;59.5;22;92.3359267712;4;25.8999996185;29.0;21;60.0;
63;9;47.9085197449;59.5;22;96.3228155375;4;25.8999996185;29.0;21;60.0;
64;10;49.6846809387;60.0;22;105.660913706;4;25.8999996185;29.0;22;60.0;
65;10;51.5151519775;62.3899993896;23;109.118196249;4;25.8999996185;29.0;23;60.0;
66;11;53.1537094116;64.6872558594;22;112.210755587;4;25.8999996185;29.0;23;60.0;
67;11;53.7253494263;66.9097442627;23;114.898830891;5;25.8999996185;29.0;22;60.0;
68;11;54.2247390747;69.0;22;117.041969061;5;25.8999996185;29.0;23;60.0;
69;12;51.5522918701;73.0;16;133.112227678;5;25.8999996185;29.0;22;61.7999992371;
70;12;54.8173866272;74.0;17;135.80781889;5;26.1970005035;29.4200000763;22;63.2535362244;
71;13;57.1535758972;77.0;17;138.288316965;5;26.4306030273;29.7314720154;22;64.417591095;
72;13;54.6554641724;82.0;17;141.499734163;5;26.6125068665;29.9579029083;23;65.1052589417;
73;13;58.0230140686;84.0;18;143.544406056;5;26.6993408203;30.0;25;65.6133613586;
74;13;59.2971878052;89.0;19;145.441031396;5;24.6993408203;31.0;25;66.0;
75;14;58.8688468933;94.0;20;147.130855083;5;25.6993408203;30.0;25;67.0;
76;14;59.0023574829;100.0;20;147.916843116;5;27.6993408203;31.0;27;67.0599999428;
77;14;59.1784515381;105.248794556;22;148.633757055;5;26.7999992371;33.0;26;67.1229639053;
78;15;59.3402099609;109.101913452;22;149.280318141;5;25.7999992371;35.0;26;67.1889609098;
79;15;60.2215118408;109.951721191;24;149.695588291;6;24.7999992371;37.0;20;82.2580518723;
80;15;62.880531311;116.816551208;24;150.056883276;6;22.7999992371;41.0;21;83.3802877665;
81;15;65.1232376099;123.694900513;25;150.385545731;6;20.7999992371;42.0;21;84.4106863737;
82;15;65.7123413086;126.78540802;28;150.683411837;6;21.0;44.0;21;85.3387293816;
83;16;66.2009506226;131.686859131;28;150.953101277;6;22.0;46.0;22;86.1607762575;
84;16;64.8923721313;137.598175049;30;152.187368155;7;23.0;48.0;21;86.879109621;
85;16;65.9511871338;144.518356323;30;152.206403852;7;24.0;49.0;21;87.5004690886;
86;17;67.919380188;148.446517944;31;152.23928529;7;25.0;50.0;19;88.0344609022;
87;17;67.297958374;155.381866455;31;152.283574224;7;26.0;51.0;19;88.4921040535;
88;17;67.2774887085;162.323684692;31;152.337128162;7;27.0;54.0;18;88.8846843243;
89;17;67.2604370117;168.027526855;33;153.398069561;8;28.0;57.0;15;89.1242339611;
90;18;67.9999465942;174.70350647;32;153.484758914;8;26.0;55.0;15;89.2278065681;
91;18;70.4549026489;180.125488281;33;153.575967312;8;25.0;57.0;15;89.3341217041;
92;18;74.5379714966;187.988677979;34;154.626918495;8;24.0;59.0;15;90.4430289268;
93;18;79.1528625488;194.805877686;35;154.826693118;8;24.0;62.0;14;90.6143569946;
94;19;82.7878723145;200.11907959;33;155.063556135;8;24.0;65.0;15;90.7908785343;
95;19;85.1277999878;200.228225708;36;155.340716898;9;23.0;68.0;14;90.9724518061;
96;19;85.9608612061;204.333847046;37;156.66179055;9;23.0;68.0;14;91.158908844;
97;19;88.1248626709;208.708557129;39;158.287999809;9;22.0;71.0;16;91.3500558138;
98;19;88.7655639648;210.226882935;40;159.98905915;9;23.0;70.0;16;91.5456730127;
99;19;88.1252975464;214.759735107;41;161.755601048;9;23.0;69.0;14;91.7455163002;
100;20;87.8797454834;219.302947998;37;185.577885151;8;20.0;58.0;15;70.9493175745;
