Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;11.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
6;1;9.0;10.0;6;20.0;1;9.14999961853;10.5;5;21.0;
7;1;9.5;10.0;6;20.0;1;9.72500038147;10.5;5;21.0;
8;1;9.5;10.0;6;20.3999996185;1;9.72500038147;10.5;5;21.4200000763;
9;1;9.59000015259;10.1999998093;6;20.7264003754;1;9.81949996948;10.7100000381;5;21.758436203;
10;1;9.66343975067;10.3632001877;6;20.9903717041;1;9.8956489563;10.8792181015;5;22.0;
11;1;9.72283363342;10.4951858521;6;22.0419120789;1;9.94999980927;11.0;5;23.5400009155;
12;1;9.95943069458;11.0209560394;6;22.9143505096;1;10.296500206;11.7700004578;6;24.8252849579;
13;1;11.7228336334;11.4571752548;6;23.6214065552;1;11.9499998093;12.4126424789;6;25.8616695404;
14;1;12.7228336334;11.8107032776;6;24.1832637787;1;12.9499998093;12.9308347702;6;26.6732940674;
15;1;13.7228336334;12.0916318893;6;24.6226100922;2;14.9499998093;13.536646843;5;28.2939033508;
16;1;14.7228336334;12.3113050461;6;24.9617595673;2;16.9500007629;13.6469516754;5;28.9195634127;
17;1;15.7228336334;12.4808797836;6;25.0;2;18.2110004425;13.879781723;5;29.3437439203;
18;1;16.7228336334;12.5;7;25.0;2;19.2523422241;14.0;5;29.5541238785;
19;1;17.625;12.5;7;25.0;2;20.2996788025;14.0;5;29.7941719294;
20;1;17.625;12.5;7;25.0;2;20.7036876678;14.0;5;30.0669906139;
21;1;17.625;12.5;7;25.0;2;20.7650718689;14.0;5;30.375654459;
22;1;17.625;12.5;8;25.0;2;20.8345222473;14.0;5;30.7230784893;
23;2;18.625;12.8999996185;7;26.0;2;20.2999992371;14.8169231415;5;31.1118502617;
24;2;19.625;12.8999996185;7;26.0299999714;2;20.2999992371;14.0;4;31.544028759;
25;3;17.625;13.5;6;26.0605909824;2;20.2999992371;14.0;6;32.0209121704;
26;3;16.625;14.5;6;26.091766119;2;20.2999992371;14.0;6;32.5427899361;
27;3;15.8706474304;15.5;6;26.1235172749;2;20.2999992371;14.0;6;33.1086950302;
28;3;14.8777914047;16.5;6;26.1558350325;2;20.2999992371;14.0;7;33.7161855698;
29;3;14.2600631714;17.5;7;26.1887089014;2;20.2999992371;14.0;8;34.3611893654;
30;3;14.0;18.5;7;26.2221269608;2;18.2999992371;15.0;8;35.0379443169;
31;3;14.0;19.5;7;26.2560760975;2;17.2999992371;16.0;8;35.7390680313;
32;3;14.0;20.5;8;26.2905418873;2;16.2999992371;17.0;8;36.4557781219;
33;3;14.0;21.5;7;26.3255085945;2;15.2999992371;18.0;8;37.1782588959;
34;3;14.0;22.5;7;26.3609591722;2;14.2999992371;19.0;8;37.8961582184;
35;3;14.0;23.5;7;26.3968753815;2;14.0;20.0;8;38.5991659164;
36;3;14.0;24.5;7;26.4332377911;2;14.0;21.0;9;39.2776012421;
37;3;14.0;25.5;8;26.4700255394;2;14.0;22.0;9;39.9229507446;
38;3;14.0;26.5;8;26.5072168112;2;14.0;23.0;9;40.5282850266;
39;3;14.0;27.5;7;26.5447884798;2;14.0;24.0;8;41.088514328;
40;3;14.0;28.5;8;26.5827163458;2;14.0;25.0;9;41.6004695892;
41;3;14.0;29.5;8;26.6209751368;2;14.0;26.0;8;42.0628213882;
42;3;15.0;27.5;9;26.6595385075;2;14.0;27.0;9;42.4758720398;
43;3;14.0;28.5;9;26.6983793974;2;15.0;25.0;11;42.8412618637;
44;3;14.0;29.5;10;26.7374696732;2;14.0;26.0;13;43.1616458893;
45;3;15.0;27.5;11;26.7767804861;2;14.0;27.0;13;43.4403705597;
46;3;14.0;28.5;12;26.8162822723;2;15.0;25.0;14;43.6811828613;
47;3;14.0;29.5;13;26.8559447527;2;14.0;26.0;14;43.8879890442;
48;3;15.0;27.5;13;26.8957372904;2;14.0;27.0;15;44.0;
49;3;14.0;28.5;14;26.9356285334;2;15.0;25.0;15;44.0;
50;3;14.4355163574;29.5;12;26.9755871296;2;14.0;26.0;16;44.0;
51;3;15.0;27.5;12;27.015581131;2;15.0;25.0;16;44.0;
52;3;14.4535055161;28.5;13;27.0555787086;2;16.0;25.0;16;44.0;
53;3;14.4625053406;29.5;14;27.0955479145;2;17.0;25.0;16;44.0;
54;3;15.4714984894;27.5;12;27.135456562;2;18.0;25.0;16;44.0;
55;3;14.4804782867;28.5;13;27.17527318;2;19.0;25.0;17;44.0;
56;3;15.0;27.5;15;27.2149660587;2;20.0;24.0;17;44.0;
57;3;16.4983673096;27.5;15;27.2545039654;2;20.2999992371;24.0;18;44.0;
58;4;17.5072631836;27.5;15;42.293856144;2;20.2999992371;24.0;18;44.0;
59;4;19.0;28.5;16;43.0829925537;2;20.2999992371;24.0;18;44.0;
60;4;21.5249233246;29.5;16;43.7912580967;2;20.2999992371;24.0;19;44.0;
61;4;23.1586742401;29.5;17;44.4177906513;2;20.2999992371;24.0;20;44.0;
62;4;21.625;30.5;18;44.965085268;2;20.2999992371;24.0;20;44.0;
63;4;21.625;31.2141704559;18;45.4381275177;2;20.2999992371;24.0;20;44.0;
64;4;23.1845302582;28.5;19;45.8435213566;2;20.2999992371;24.0;21;44.0;
65;4;23.625;28.5;19;46.1886992455;2;20.2999992371;24.0;21;44.0;
66;4;25.2013778687;27.5;19;46.4812893867;2;20.2999992371;24.0;21;44.0;
67;4;25.625;28.5;19;46.6349442005;2;20.2999992371;24.0;22;44.0;
68;4;27.2178630829;27.5;19;46.6709127426;2;20.2999992371;24.0;23;44.0;
69;5;27.9259548187;27.5;19;47.7064116001;2;20.2999992371;24.0;23;44.0;
70;5;28.3250007629;28.5;19;47.761421442;2;20.2999992371;24.0;23;44.0;
71;5;29.9418201447;29.5;17;47.8161203861;2;20.2999992371;24.0;23;44.0;
72;5;29.3250007629;31.5;18;47.8704856634;2;20.2999992371;24.0;28;44.0;
73;5;29.5636310577;33.4669342041;16;47.9244953394;2;20.2999992371;24.0;24;44.0;
74;5;29.5682582855;34.4903411865;16;47.9781286716;2;20.2999992371;24.0;24;44.0;
75;5;29.5729255676;34.5133628845;17;48.0313659906;2;20.2999992371;24.0;24;44.0;
76;5;30.2320575714;32.5133628845;17;48.0841884613;2;20.2999992371;24.0;24;44.0;
77;5;30.2439422607;32.5;17;49.1365787983;2;20.2999992371;24.0;24;44.0;
78;5;31.2557296753;33.5;17;49.2264993191;2;20.2999992371;24.0;25;44.0;
79;5;31.591960907;35.5;17;49.2892004251;2;20.2999992371;24.0;25;44.0;
80;5;31.5968036652;37.5;19;49.3532174826;2;20.2999992371;24.0;25;44.0;
81;5;31.6016731262;38.5999984741;19;51.0710113049;2;20.2999992371;24.0;25;45.3199996948;
82;5;32.002571106;40.141998291;19;52.4769294262;2;20.4890003204;24.4200000763;25;46.3582401276;
83;5;32.3256645203;41.4546432495;20;53.6161426306;2;20.6291618347;24.7314720154;25;47.1666984558;
84;6;33.5964317322;38.8708152771;20;54.5359148979;2;20.7310562134;24.9579029083;25;47.5526294708;
85;6;33.8273353577;38.9097442627;20;55.1176493168;2;20.75;25.0;26;47.8066806793;
86;6;33.2355422974;40.0;20;55.2780042887;2;20.75;25.0;26;48.0;
87;7;30.5999984741;43.680896759;16;70.4407359362;2;20.75;25.0;27;48.0;
88;7;30.5999984741;46.2316970825;16;71.655772686;2;20.75;25.0;28;48.0;
89;7;30.5999984741;48.3427505493;17;72.7780073881;2;18.75;26.0;28;48.0;
90;8;29.5999984741;50.4553451538;16;73.7967940569;2;17.75;27.0;28;48.0;
91;8;28.5999984741;52.5694274902;17;74.7083631754;2;16.75;28.0;29;48.0;
92;8;28.2999992371;54.6849060059;18;75.5148669481;2;15.75;29.0;29;48.0;
93;8;28.2999992371;56.801700592;18;76.2229137421;2;14.75;30.0;29;48.0;
94;8;28.2999992371;60.8972129822;18;77.8419790268;2;14.0;31.0;29;48.0;
95;8;29.2999992371;65.0050735474;19;78.5029518604;2;14.0;32.0;29;48.0;
96;8;30.2999992371;69.1139221191;20;80.6595441103;2;14.0;33.0;30;48.0;
97;8;30.2999992371;73.3282775879;20;82.340831399;2;14.0;34.0;30;48.0;
98;8;30.2999992371;77.5483703613;21;83.6218181849;2;14.0;35.0;30;48.0;
99;8;30.2999992371;81.7738037109;22;84.703900218;2;14.0;36.0;30;48.0;
100;9;30.2999992371;85.0041046143;22;85.4728347063;2;14.0;37.0;31;48.0;
