Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;11.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;5;20.0;1;8.14999961853;10.5;4;21.0;
6;1;9.0;10.0;5;20.0;2;9.14999961853;10.6999998093;3;22.0;
7;1;9.5;10.0;5;20.0;2;9.95000076294;10.5;3;22.0900000334;
8;1;9.5;10.0;4;20.3999996185;2;9.9702501297;10.5;3;22.618019104;
9;1;9.59000015259;10.1999998093;4;20.7264003754;2;10.0890541077;10.7100000381;3;23.0738848448;
10;1;9.66343975067;10.3632001877;4;20.9903717041;2;10.1916246414;10.8792181015;3;23.442843914;
11;1;9.72283363342;10.4951858521;4;22.0419120789;2;10.2746400833;11.0;3;25.2073103189;
12;1;9.95943069458;11.0209560394;4;22.9143505096;2;10.6716451645;11.7700004578;4;26.7482377291;
13;1;11.7228336334;11.4571752548;4;23.6214065552;2;12.3826637268;12.4126424789;4;28.074546814;
14;1;12.7228336334;11.8107032776;4;24.1832637787;2;14.3826637268;12.9308347702;4;29.2133922577;
15;1;13.7228336334;12.0916318893;4;24.6226100922;2;16.3826637268;13.3366470337;4;30.2012972832;
16;1;14.7228336334;12.3113050461;4;24.9617595673;2;17.6041641235;13.6469516754;4;31.0766849518;
17;1;15.7228336334;12.4808797836;4;25.0;2;18.696352005;13.879781723;4;31.7709991932;
18;1;16.7228336334;12.5;5;25.0;2;19.7984752655;14.0;4;32.2698645592;
19;1;17.625;12.5;5;25.0;2;20.9107208252;14.0;4;32.8134241104;
20;1;17.625;12.5;6;25.0;2;21.383020401;14.0;4;33.400015831;
21;1;17.625;12.5;7;25.0;2;21.5150032043;14.0;4;34.0264167786;
22;2;17.625;12.5;5;25.0;2;21.6559429169;14.0;4;34.6877307892;
23;2;17.625;12.5;4;25.0;2;21.8047389984;14.0;5;35.3773875237;
24;2;17.625;12.5;4;25.0;2;21.9599113464;14.0;5;36.0872850418;
25;2;17.625;12.5;4;25.0;2;22.119638443;14.0;5;36.8080816269;
26;2;17.625;12.5;4;25.0;3;23.2818183899;14.3000001907;4;38.5296325684;
27;2;17.625;12.5;4;25.0;3;24.4441661835;14.3000001907;4;39.4015313387;
28;2;17.625;12.5;4;25.0;3;24.6043434143;14.5799999237;4;40.2774463892;
29;2;17.625;12.5;4;25.0;3;25.0624237061;14.0;4;41.1510972977;
30;2;17.625;12.5;4;25.0;3;23.2589950562;15.0;5;42.0177332163;
31;2;15.625;13.5;4;25.0;3;22.4539890289;16.0;5;42.8744027615;
32;2;14.625;14.5;4;25.0;3;21.6467399597;17.0;5;43.720028162;
33;2;13.625;15.5;5;25.0;3;20.8370056152;18.0;5;44.5552728176;
34;2;12.625;16.5;5;25.0;4;20.024936676;19.0;4;45.3822216988;
35;2;12.0;17.5;5;25.0;4;19.2108345032;20.0;4;46.2039284706;
36;2;12.0;18.5;5;25.0;4;20.0958824158;21.0;4;47.0238685608;
37;2;13.0;20.2000007629;4;26.0;4;20.2803707123;22.0;4;47.8453621864;
38;2;14.0;20.5;4;26.0399999619;4;20.4652061462;23.0;4;48.6710176468;
39;2;14.234000206;21.5;4;26.0811839104;4;20.6509780884;24.0;4;49.5022439957;
40;2;14.2432661057;22.5;4;26.1235535145;4;20.8380050659;25.0;5;50.3388810158;
41;2;14.2527999878;23.5;4;26.1671074629;4;21.0262489319;26.0;5;51.0379443169;
42;2;14.2625989914;24.5;4;26.211841464;4;21.1835365295;27.0;7;51.7390680313;
43;2;14.2726640701;25.5;4;26.2577478886;4;22.3412914276;25.0;7;52.4557781219;
44;2;14.2829933167;26.5;5;26.3048160076;4;21.5025501251;26.0;8;53.1782588959;
45;2;14.2935838699;27.5;5;26.3530313969;5;23.6651096344;27.0;7;54.8961582184;
46;2;14.3044319153;28.5;6;26.4023760557;5;25.8266353607;29.0;7;55.7591658831;
47;2;14.3155345917;29.5;6;26.4528282881;5;26.9848117828;31.0;9;56.6213451624;
48;2;15.3268861771;27.5;7;26.5043625832;5;28.1374607086;33.0;10;57.4770746231;
49;2;14.3384819031;28.5;8;26.5569496155;5;29.2826633453;35.0;10;58.3224569559;
50;2;14.3503131866;29.5;8;26.6105561256;5;30.4188632965;34.8970870972;11;59.1555049419;
51;2;15.3623752594;27.5;9;26.6651450396;5;30.84491539;35.0334968567;11;59.9761240482;
52;2;14.3746576309;28.5;10;26.72067523;5;31.4946289062;34.0;12;60.7858998775;
53;2;14.3871517181;29.5;11;26.7771017551;5;31.0641345978;35.0;12;61.5877223015;
54;2;15.3998479843;27.5;11;26.8343759775;5;31.1570701599;35.5559234619;13;62.3852906227;
55;3;16.0;27.5;12;41.8924454451;6;31.239282608;35.7720146179;13;63.1825580597;
56;3;18.0;28.5;12;42.7012542486;6;32.2160720825;34.0;13;63.9831604958;
57;3;20.0;29.5;13;43.4301176071;6;32.3962097168;34.0;15;64.7898778915;
58;3;21.4524173737;30.5;14;44.0781393051;6;32.5777206421;34.0;16;65.604174614;
59;3;22.0909404755;31.5;15;44.647777319;6;32.7609405518;34.0;16;66.3611893654;
60;3;22.1045894623;31.5;16;45.1439762115;6;32.9312667847;34.0;16;67.0379443169;
61;3;22.118347168;31.5;18;45.5732951164;6;31.5;35.0;16;67.7390680313;
62;3;22.1321964264;31.5;18;45.9431190491;6;32.5;34.0;17;68.4557781219;
63;3;22.1461219788;31.5;18;46.2610259056;6;33.4025497437;34.0;18;69.1782588959;
64;3;22.1601085663;31.5;17;46.4406147003;6;33.5651092529;34.0;19;70.0797233582;
65;3;22.1741390228;32.5;18;46.5030794144;6;33.7679367065;34.0;19;72.7788619995;
66;4;22.1881923676;33.5;15;61.5655794144;6;34.3752441406;34.4199981689;19;75.1130285263;
67;5;24.202255249;36.5;15;63.378036499;6;32.7022895813;35.7314720154;20;77.1239109039;
68;5;25.625;39.5;15;64.1997469664;6;33.9642028809;34.957901001;23;78.6112737656;
69;5;27.4755840302;42.5;16;64.9469189644;6;35.118927002;35.0;23;79.8613948822;
70;5;28.5114154816;45.5;17;65.6223806143;6;35.9688148499;35.0;23;80.9250955582;
71;5;28.625;49.5;17;66.2314369678;6;36.2081451416;35.0;24;81.5332784653;
72;5;30.2720737457;50.4829559326;19;66.7809917927;7;30.2081451416;38.0;25;82.0717735291;
73;5;30.625;52.5674514771;20;67.2787493467;7;27.2081451416;41.0;25;82.5423908234;
74;6;31.9971885681;52.7999992371;19;67.7325726748;7;24.8499984741;44.0;24;82.9489383698;
75;6;32.625;53.9403076172;21;68.0563025475;7;23.7999992371;45.0;24;83.2965717316;
76;6;33.625;50.9403076172;21;68.2713186741;7;25.7999992371;45.0;24;83.5912055969;
77;6;34.1749992371;50.7999992371;21;68.4949009418;8;27.7999992371;47.0;21;98.8390293121;
78;6;34.1749992371;50.7999992371;22;68.7270140648;8;27.7999992371;51.0;21;101.049999237;
79;6;34.1749992371;50.7999992371;23;68.9675354958;8;28.7999992371;56.0;21;102.184974313;
80;6;34.1749992371;50.7999992371;23;71.4493892193;8;29.7999992371;61.0;21;103.244653702;
81;6;34.65650177;51.6990013123;23;73.534735918;8;31.0628128052;66.0;21;104.229652762;
82;7;35.0459976196;52.4218864441;25;75.2787737846;8;31.75;71.0;20;105.146814466;
83;7;35.3560676575;52.9933929443;25;76.7392966747;8;32.75;75.0;19;106.00763917;
84;7;35.599899292;53.4394340515;25;78.793040514;10;33.75;79.0;9;130.826533318;
85;7;36.75;54.7000007629;25;79.2482409477;10;34.75;82.0;8;133.299128056;
86;8;35.75;56.7000007629;20;100.553551674;13;34.9198875427;89.0;5;136.447006464;
87;8;35.75;60.2880020142;20;103.517587543;13;36.0083465576;96.0;5;138.382460237;
88;8;35.75;63.7710990906;21;107.12443924;13;37.0499992371;100.0;6;140.013204098;
89;9;35.75;68.1606216431;20;109.457846642;13;36.0499992371;107.0;3;141.529569983;
90;9;35.75;71.4698410034;21;111.455325961;13;37.2999992371;110.0;4;142.980410218;
91;9;35.4500007629;74.7122192383;23;113.012322307;13;43.9018936157;116.0;8;145.13366437;
92;9;35.4500007629;77.8000030518;23;114.255686879;13;47.0133628845;116.0;9;146.544292688;
93;9;36.4500007629;82.7122192383;24;115.345285177;13;49.8344306946;120.0;10;148.082347274;
94;10;37.4500007629;87.4746856689;24;116.24540019;13;51.1082344055;121.0;15;149.744670987;
95;11;38.4500007629;90.7122192383;22;116.858856678;14;49.7901153564;128.0;14;151.525825262;
96;11;39.4500007629;94.3338470459;23;117.473204136;14;50.452583313;132.0;17;153.418429613;
97;12;40.4500007629;98.3696517944;21;139.08713007;13;41.2418441772;128.0;19;134.413547993;
98;12;42.4500007629;104.38167572;21;139.699444771;13;40.4413528442;132.0;24;136.500987053;
99;12;44.4500007629;109.464492798;22;140.309084654;13;42.6500930786;134.0;24;138.669389248;
100;12;48.2809104919;115.552001953;22;140.91510582;13;44.8669395447;132.883499146;28;141.906048298;
101;12;51.3415107727;121.644134521;22;142.516673326;13;45.0906028748;138.243713379;28;144.236474037;
102;12;55.7016716003;124.828613281;23;143.14304018;13;49.2542686462;138.243713379;31;146.605006695;
103;13;57.9113044739;129.929702759;24;145.512624979;13;50.6604995728;139.243713379;30;148.991935492;
104;13;59.2512626648;133.03503418;26;147.528538942;13;49.8991928101;147.243713379;32;151.374443889;
105;13;60.4528541565;138.144317627;27;149.244503975;13;51.1374435425;153.243713379;35;153.726844668;
106;13;58.6244506836;144.257232666;29;150.719522595;16;52.3726806641;159.243713379;34;156.021394014;
107;14;57.7719497681;149.373397827;28;151.836422324;16;55.5692596436;158.537155151;36;158.22968936;
108;14;56.8836402893;153.723526001;28;152.714086533;16;56.8229675293;162.537155151;40;160.324498415;
109;15;55.9714126587;157.99369812;28;155.91916275;15;57.8971481323;158.537155151;41;160.770652771;
110;15;60.0566139221;157.922805786;30;156.993486524;15;59.06848526;155.537155151;42;162.359487534;
111;15;62.1391143799;161.340774536;31;158.078351259;15;57.1354904175;158.537155151;44;163.806022644;
112;16;63.5078353882;164.738357544;30;159.178957939;14;60.1869812012;159.537155151;44;165.10008812;
