Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;11.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
6;1;9.0;10.0;6;20.0;1;9.14999961853;10.5;5;21.0;
7;1;9.5;10.0;6;20.0;1;9.72500038147;10.5;5;21.0;
8;1;9.5;10.0;6;20.3999996185;1;9.72500038147;10.5;5;21.4200000763;
9;1;9.59000015259;10.1999998093;6;20.7264003754;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;9.66343975067;10.6632003784;5;21.9903717041;1;9.8956489563;10.8792181015;5;22.0;
11;2;9.94783401489;10.4951858521;5;23.0719120502;1;9.94999980927;11.0;5;23.5400009155;
12;2;10.1911802292;11.0209560394;5;23.9749414921;1;10.296500206;11.7700004578;6;24.8252849579;
13;2;11.9614667892;11.4571752548;5;24.7131726742;2;11.9499998093;12.6126422882;5;26.8616695404;
14;2;13.9614667892;11.8107032776;5;25.3067810535;2;13.9499998093;12.9308347702;5;27.833294034;
15;2;15.9614667892;12.0916318893;5;25.7784451246;2;15.9499998093;13.3366470337;5;28.6376472712;
16;2;16.9828968048;12.3113050461;5;26.1504684687;2;17.2523422241;13.6469516754;5;29.3136873245;
17;2;17.7228336334;12.8374919891;5;26.2221269608;2;18.2996768951;13.879781723;5;29.7941719294;
18;2;18.9978122711;12.5;6;26.2560760975;2;18.9500007629;14.0;5;30.0669906139;
19;2;19.625;12.8768224716;6;26.2905418873;2;19.9500007629;14.0;5;30.375654459;
20;2;19.625;13.0162162781;6;26.3255085945;2;20.2999992371;14.0;5;30.7230784893;
21;2;19.9232387543;12.5;6;26.3609591722;2;20.2999992371;14.0;5;31.1118502617;
22;2;19.625;13.0443840027;6;26.3968753815;2;20.2999992371;14.0;5;31.544028759;
23;2;19.625;13.0587501526;6;26.4332377911;2;20.2999992371;14.0;6;32.0209121704;
24;2;19.947479248;12.5;6;26.4700255394;2;20.2999992371;14.0;6;32.5427899361;
25;2;19.625;13.0880098343;6;26.5072168112;2;20.2999992371;14.0;6;33.1086950302;
26;2;19.625;13.1028871536;7;26.5447884798;2;20.2999992371;14.0;6;33.7161855698;
27;3;19.625;13.1179151535;7;26.5827163458;2;20.2999992371;14.0;5;34.3611893654;
28;3;19.9811115265;12.5;7;26.6209751368;2;20.2999992371;14.0;5;35.0379443169;
29;3;17.9897193909;13.5;7;26.6595385075;2;20.2999992371;14.0;5;35.7390680313;
30;3;16.9983959198;14.5;7;26.6983793974;3;21.2999992371;14.5;5;37.4557781219;
31;3;16.0071353912;15.5;7;26.7374696732;3;22.2999992371;14.5;6;38.3382588625;
32;3;15.0159301758;16.5;9;26.7767804861;3;22.2999992371;14.0;6;39.2399021387;
33;3;14.3997755051;17.5;9;26.8162822723;3;22.2999992371;14.0;7;40.1532897949;
34;3;14.4086637497;18.5;10;26.8559447527;3;22.2999992371;14.0;7;41.0717731714;
35;3;14.4175872803;19.5;10;26.8957372904;3;22.2999992371;14.0;7;41.9899413586;
36;3;14.4265403748;20.5;11;26.9356285334;3;22.2999992371;14.0;7;42.9039394855;
37;3;14.4355163574;21.5;11;26.9755871296;3;22.2999992371;14.0;7;43.8115928173;
38;3;14.4445075989;22.5;11;27.015581131;3;22.2999992371;14.0;7;44.7123198509;
39;3;14.4535055161;23.5;11;27.0555787086;3;22.2999992371;14.0;7;45.6068501472;
40;3;14.4625053406;24.5;12;27.0955479145;3;22.2999992371;14.0;7;46.4967842102;
41;3;14.4714984894;25.5;12;27.135456562;3;22.2999992371;14.0;7;47.3840517998;
42;3;14.4804782867;26.5;12;28.17527318;3;22.2999992371;14.0;7;48.2703409195;
43;3;15.4894361496;28.2000007629;13;28.344966054;3;22.2999992371;14.0;7;49.1565561295;
44;4;16.0;29.5;8;51.5299350023;3;22.2999992371;14.0;7;50.0423722267;
45;4;18.7942352295;27.5;9;53.1115794182;3;22.2999992371;17.0;7;50.9259333611;
46;4;20.3234882355;28.5;9;54.457682848;3;22.2999992371;20.0;8;51.7390680313;
47;4;18.0;29.1330947876;9;55.5880526304;3;22.2999992371;23.0;9;52.4557781219;
48;4;19.4092102051;27.1603183746;10;56.5352182388;3;22.2999992371;26.0;9;53.1782588959;
49;5;20.4590568542;27.1873512268;9;57.3363544941;3;22.2999992371;29.0;9;53.8961582184;
50;6;22.0649433136;29.1873512268;9;58.027500391;3;22.2999992371;29.0;11;54.5991659164;
51;6;22.5741729736;31.1873512268;9;58.3684558868;3;22.2999992371;29.0;11;55.2776012421;
52;6;24.2079029083;33.1873512268;10;58.722984314;3;22.2999992371;29.0;11;55.9229507446;
53;6;24.9126720428;34.5;10;59.1024734974;3;22.2999992371;29.0;14;56.5282850266;
54;6;24.9980564117;35.5;10;59.5066673756;4;22.2999992371;29.0;13;57.088514328;
55;6;25.0890007019;35.5;10;59.9347748756;4;22.2999992371;29.0;13;57.6004695892;
56;6;25.1853256226;36.5;10;60.3854091167;4;22.2999992371;29.0;14;58.0628213882;
57;6;25.2867164612;37.5;10;60.8565485477;4;22.2999992371;29.0;14;58.4758720398;
58;6;25.3927230835;38.5;10;62.3455240726;4;22.2999992371;29.0;13;58.8412618637;
59;6;25.8781604767;40.5;11;62.9790431261;4;22.2999992371;29.0;14;59.1616458893;
60;6;26.9838066101;42.5;11;63.6386820078;4;22.2999992371;29.0;14;59.4403705597;
61;6;27.0919799805;44.5;12;64.3215579987;5;23.2999992371;30.0;13;60.6811828613;
62;6;27.2017097473;46.5;15;65.0244903564;5;24.2999992371;31.0;15;61.0479890108;
63;6;27.3119602203;48.5;16;65.7441364527;5;24.2999992371;32.0;15;61.3437439203;
64;6;28.0832214355;49.5;17;66.4771330357;5;24.2999992371;33.0;14;61.5541238785;
65;8;29.1982975006;51.5;15;68.2182102203;5;24.2999992371;34.0;15;61.7941719294;
66;8;30.3101387024;53.5;18;69.0684272051;5;24.2999992371;34.8970870972;15;62.0669906139;
67;8;30.666223526;55.5;18;69.9390450716;5;24.2999992371;34.0;16;62.375654459;
68;8;30.7963790894;57.5;18;70.8291163445;6;24.2999992371;34.0;15;62.7230784893;
69;8;30.2502593994;59.5;19;71.7380361557;6;24.2999992371;34.0;15;63.1118502617;
70;9;30.3776702881;60.5;19;72.6654525995;6;24.2999992371;34.0;17;63.544028759;
71;9;30.5035896301;61.5;19;74.6111261845;6;24.2999992371;34.0;17;65.8917922974;
72;9;31.6281337738;63.5;19;75.6147675514;6;24.4890003204;34.4199981689;17;67.9553422928;
73;9;32.7515487671;65.5;20;76.637039423;6;24.6291618347;34.7314720154;17;69.7916703224;
74;9;33.1174316406;67.5;20;80.5497561693;6;24.7310562134;34.957901001;18;71.2116060257;
75;9;32.8926277161;70.0;21;83.9281293154;6;24.75;35.0;18;72.507039547;
76;9;33.18409729;72.3899993896;22;87.8590377569;6;24.75;35.0;18;73.728249073;
77;9;35.2557563782;74.6872558594;23;90.4949128628;6;24.75;35.0;19;74.599357605;
78;9;36.5569801331;76.9097442627;24;92.5427998304;6;24.75;35.0;21;75.4937458038;
79;10;37.0515098572;79.0;23;94.20033288;6;22.75;36.0;21;76.3962450027;
80;11;36.1059875488;82.0;23;95.8550841808;6;21.75;37.0;21;77.2907123566;
81;11;36.9142456055;82.8000030518;23;97.4978554249;6;20.75;38.0;23;78.1611461639;
82;11;36.2828178406;83.8000030518;23;99.1188887358;6;19.75;39.0;23;78.9928293228;
83;12;35.9215240479;85.8000030518;23;101.659457803;6;18.75;40.0;23;79.7733306885;
84;13;38.3043136597;86.8000030518;23;103.124044299;6;19.75;40.0;23;80.4932174683;
85;13;40.8522644043;88.8000030518;24;104.561133623;6;20.75;41.0;23;81.1463956833;
86;13;37.6749992371;90.8000030518;24;105.959877491;6;21.75;42.0;23;81.7300777435;
87;13;37.6749992371;92.8000030518;24;107.310923934;6;19.75;39.0;24;82.2444381714;
88;13;37.6749992371;93.8000030518;24;108.606690049;6;18.75;38.0;24;82.6920642853;
89;13;37.6749992371;94.8000030518;25;109.841518044;6;18.0;39.0;24;83.0773067474;
90;12;37.6749992371;95.8000030518;24;111.011723518;7;18.0;40.0;16;83.4056510925;
91;12;38.6749992371;96.8000030518;23;112.115530133;7;18.0;41.0;16;83.6831569672;
92;12;37.6749992371;98.8000030518;23;113.152902126;7;18.0;42.0;16;83.916015625;
93;12;37.6749992371;100.800003052;23;114.101750731;7;18.0;43.0;16;84.0;
94;12;37.6361465454;102.800003052;24;114.971386313;7;18.0;44.0;19;84.0;
95;12;37.6749992371;104.800003052;26;115.63489151;7;18.0;45.0;19;84.0;
96;12;40.8525009155;107.800003052;26;116.266289949;7;18.0;46.0;19;84.0;
97;11;35.4266319275;105.800003052;27;101.867443323;8;18.0;47.0;18;99.0;
98;11;37.4867401123;105.800003052;27;102.440530777;8;19.0;49.0;19;99.0;
99;11;38.744052887;107.573669434;27;102.987873793;8;20.0;51.0;16;99.0;
100;11;39.7987823486;108.634902954;27;103.496211767;8;20.0;53.0;14;99.0;
101;11;40.8496246338;109.696014404;28;103.851116896;8;20.0;55.0;16;99.0;
102;11;41.8851127625;110.756835938;28;104.207826614;8;20.0;57.0;18;99.0;
103;11;42.0207824707;111.817230225;29;104.565546274;8;20.0;58.0;18;99.0;
104;12;42.056552887;112.877052307;28;104.923470497;8;20.0;59.0;18;99.0;
