Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;11.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;6;20.0;2;8.14999961853;10.6999998093;4;22.0;
6;1;9.0;10.0;6;20.0;2;9.375;10.5;4;22.0900000334;
7;1;9.5;10.0;6;20.0;2;9.9702501297;10.5;4;22.1871190071;
8;1;9.5;10.0;6;20.3999996185;2;9.99210166931;10.5;4;22.7236096859;
9;2;9.59000015259;10.5;5;21.7264003754;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;9.88844013214;10.3632001877;5;21.9903717041;2;10.2174015045;10.8792181015;4;23.5668647289;
11;2;9.94783401489;10.4951858521;5;23.0719120502;2;10.3025445938;11.0;4;25.3486820459;
12;2;10.1911802292;11.0209560394;5;23.9749414921;2;10.703453064;11.7700004578;5;26.9087285995;
13;2;11.9614667892;11.4571752548;5;24.7131726742;2;12.4187746048;12.4126424789;5;28.2558913231;
14;2;13.9614667892;11.8107032776;5;25.3067810535;2;14.4187746048;12.9308347702;5;29.4172105789;
15;2;15.9614667892;12.0916318893;5;25.7784451246;2;16.4187736511;13.3366470337;5;30.428994894;
16;2;16.9828968048;12.3113050461;5;26.1504684687;2;17.6553955078;13.6469516754;5;31.3293325901;
17;2;17.9902935028;12.4808797836;5;26.2221269608;2;18.7531986237;13.879781723;5;32.049197197;
18;2;18.9978122711;12.5;5;26.2560760975;2;19.8610706329;14.0;5;32.573600769;
19;2;19.907617569;12.5;5;26.2905418873;2;20.9790611267;14.0;5;33.1419348717;
20;2;19.9153709412;12.5;5;26.3255085945;2;21.4569339752;14.0;5;33.7516689301;
21;2;19.9232387543;12.5;5;26.3609591722;2;21.5941238403;14.0;5;34.3986358643;
22;2;19.9312152863;12.5;5;26.3968753815;2;21.739692688;14.0;5;35.0769786835;
23;2;19.9392967224;12.5;5;26.4332377911;2;21.8923187256;14.0;6;35.7792286873;
24;3;19.947479248;12.5;5;26.4700255394;2;22.0503253937;14.0;6;36.4965333939;
25;3;19.625;12.5;5;26.5072168112;2;22.2117195129;14.0;6;37.2190332413;
26;3;19.9641227722;12.5;5;26.5447884798;2;22.3742828369;14.0;6;37.9363632202;
27;3;19.9725780487;12.5;5;26.5827163458;2;22.5356807709;14.0;7;38.6382322311;
28;3;19.9811115265;12.5;5;26.6209751368;2;22.6936016083;14.0;7;39.3150119781;
29;3;17.9897193909;13.5;4;26.6595385075;2;22.8458766937;14.0;7;39.9582691193;
30;3;16.9983959198;14.5;4;26.6983793974;2;20.9906101227;15.0;7;40.5611724854;
31;3;16.0071353912;15.5;4;26.7374696732;2;20.1262626648;16.0;7;41.1187410355;
32;3;15.0159301758;16.5;4;26.7767804861;3;20.2517166138;17.5;6;42.627913475;
33;3;14.3997755051;17.5;4;26.8162822723;3;20.3662796021;18.0;6;43.2474585772;
34;3;14.4086637497;18.5;4;26.8559447527;3;19.730676651;19.0;6;43.8415056467;
35;3;14.4175872803;19.5;4;26.8957372904;3;19.5643386841;20.0;6;44.4146537781;
36;3;14.4265403748;20.5;4;26.9356285334;3;19.6932983398;21.0;6;44.9726387262;
37;3;14.4355163574;21.5;5;26.9755871296;3;19.8188438416;22.0;6;45.5219380856;
38;3;14.4445075989;22.5;5;27.015581131;3;19.9424362183;23.0;7;46.069388628;
39;3;14.4535055161;23.5;5;27.0555787086;3;20.065612793;24.0;7;46.6218144894;
40;3;14.4625053406;24.5;5;27.0955479145;3;20.189907074;25.0;7;47.1118502617;
41;3;14.4714984894;25.5;5;27.135456562;3;20.3001670837;26.0;8;47.544028759;
42;3;14.4804782867;26.5;5;28.17527318;3;20.3974075317;27.0;8;48.0209121704;
43;3;15.4894361496;27.5;5;28.2549660206;4;22.5047054291;25.5;8;49.5427899361;
44;3;16.4983673096;28.5;5;28.3356878757;4;22.622127533;26.5;8;50.2686949968;
45;3;16.7505302429;29.5;5;28.4174096584;4;23.7494564056;27.5;8;51.0599294901;
46;3;17.7689170837;27.5;5;28.5001000166;4;24.8861427307;29.5;8;51.9153132439;
47;3;16.7875213623;28.5;8;28.5837250948;4;26.0312690735;31.5;8;52.8321162462;
48;3;16.8063373566;29.5;9;28.6682486534;4;27.1835384369;33.5;10;53.8060586452;
49;4;18.8253555298;28.2000007629;8;29.7536315918;4;28.3412914276;35.5;10;54.8314325809;
50;4;18.8445663452;28.5;9;29.9298325777;4;30.0370731354;34.0;10;55.9013373852;
51;4;19.3044319153;29.5;9;30.1139265299;4;29.9651069641;35.0;13;57.0080084801;
52;4;20.2671012878;31.5;9;30.3062479496;4;30.1266365051;35.5559234619;13;58.1431946754;
53;4;21.9032649994;33.5;9;30.5071153641;5;31.2848129272;36.7720146179;12;60.2985134125;
54;4;22.3384819031;35.5;9;30.7168242931;5;33.3421630859;36.0;13;61.6257406473;
55;4;23.5928630829;37.5;9;30.9356383085;5;33.6047897339;37.0;13;62.9807239771;
56;4;24.9605197906;36.5;10;31.1637802124;5;34.1706619263;38.0;14;64.3588237762;
57;4;23.625;38.5;10;31.4014220238;5;34.1310577393;39.0;15;65.755830884;
58;4;25.0653190613;34.5;11;31.6486742496;6;34.3913726807;39.8970870972;15;67.167756319;
59;4;24.4963703156;34.5;11;31.9055753946;6;33.0641326904;40.0;15;68.5905945301;
60;4;24.1337909698;35.4669342041;12;32.1720803976;6;34.6915931702;39.0;16;70.020118475;
61;6;24.0508003235;35.4903411865;9;32.4480508566;6;35.141834259;40.0;16;71.4517550468;
62;6;24.2146263123;33.5;11;32.7332448959;6;35.3764801025;40.5559234619;16;72.8805575371;
63;8;24.625;36.9075202942;8;52.0273082256;6;35.6007194519;40.7720146179;16;74.3012609482;
64;8;28.7695770264;36.5;8;54.3997682333;6;36.7177810669;39.0;27;75.7887983322;
65;8;31.0364189148;39.5;8;55.7198216915;7;37.0524787903;39.0;17;96.3888044357;
66;8;32.1101074219;42.5;11;56.929962635;7;36.6102790833;41.4199981689;17;100.750176907;
67;8;32.2351913452;45.5;12;58.0710912943;7;39.1035079956;41.7314720154;17;104.680832863;
68;9;32.3697776794;47.5;11;59.1585334539;7;38.4639015198;43.957901001;17;108.962346554;
69;9;31.8395214081;48.5;11;60.2086850405;7;34.9542236328;48.0;17;111.91332531;
70;9;32.6700515747;49.5;14;61.2375311852;7;35.4167633057;50.0;17;114.564954281;
71;9;32.8369255066;50.5;14;62.069381237;7;34.4167633057;54.0;17;116.63028264;
72;9;33.0156097412;51.5;14;62.917283535;7;36.6014404297;57.0;17;118.482046008;
73;9;33.2063903809;52.5;14;63.8191651106;7;38.6014404297;61.0;19;120.151130557;
74;9;33.4093132019;53.5;14;65.7738865614;8;36.6014404297;66.0;18;121.551746607;
75;9;34.6241264343;55.5;16;68.8472378254;8;37.6014404297;69.0;18;122.664417028;
76;10;36.153629303;58.0;16;71.6582462788;8;38.6014404297;73.0;18;123.673867464;
77;10;36.2034454346;60.3899993896;17;74.2524079084;8;38.8499984741;77.0;19;124.471965671;
78;10;37.3945617676;62.6872596741;18;76.6718726158;8;37.8499984741;79.0;20;125.114714503;
79;10;37.8650932312;64.9097442627;19;78.6093993187;8;37.8499984741;81.7264099121;20;125.689060688;
80;10;38.2871131897;66.0;19;80.3317394257;8;37.8499984741;83.7521820068;20;126.197296143;
81;11;37.4745559692;68.0;19;82.0567355156;8;38.7999992371;85.7784729004;21;126.643557072;
82;12;37.7849159241;67.8756103516;19;83.7586694956;8;38.8499984741;87.8052825928;22;127.033185124;
83;12;37.1751976013;67.9678192139;19;85.4127340317;8;38.8499984741;89.832572937;22;127.372154951;
84;12;37.0970802307;69.0;18;86.9970670938;8;37.8499984741;89.8603363037;23;127.666614771;
85;12;37.357131958;71.0;17;88.4943913221;8;37.8499984741;90.8885498047;23;127.834375978;
86;12;37.5992279053;73.0;18;89.892976284;8;36.8499984741;91.9171905518;22;127.892445445;
87;13;37.8208312988;75.0;17;91.1868228912;8;36.8499984741;93.3247070312;22;127.951254249;
88;13;38.0206794739;77.0;17;93.3751559258;8;37.8499984741;95.3658752441;23;128.010743141;
89;13;36.0598297119;82.0;17;94.4814424515;8;38.8499984741;97.4075164795;23;128.070849419;
90;13;37.0703086853;85.0;19;95.4923796654;8;38.8499984741;99.4495925903;24;128.131507635;
91;13;37.4957008362;87.0;20;96.4163171053;9;39.8499984741;102.4920578;25;129.192649841;
92;14;38.5248298645;91.0;19;97.2624284029;9;40.8499984741;105.534851074;26;129.434205174;
93;14;37.5533981323;89.0;18;94.5829622746;10;41.1154975891;108.577941895;22;133.041125059;
94;14;37.9104385376;92.0;19;94.9853101969;10;42.1628112793;112.621269226;23;133.470337749;
95;14;37.9427757263;94.9484405518;20;95.221321106;11;43.8499984741;113.664779663;22;133.939104438;
96;14;37.9647293091;97.0306015015;19;95.4558541775;12;43.8499984741;117.708435059;22;135.45179534;
97;14;37.9859657288;99.1138381958;20;95.6885633469;12;44.8499984741;122.752151489;23;136.192801833;
98;13;38.0064697266;101.197975159;20;96.9191099405;13;45.8499984741;124.795906067;21;137.016586542;
99;13;39.0262336731;103.886817932;20;97.1871649027;13;44.8499984741;128.839630127;21;137.931103349;
100;13;40.0452423096;105.98299408;21;97.4535932541;13;44.8499984741;132.883270264;22;138.943717122;
101;13;40.0634918213;108.079536438;22;97.7180906534;13;45.8499984741;132.926757812;23;140.060659647;
102;13;40.0809860229;110.176223755;23;97.9803632498;13;44.8499984741;135.970062256;23;141.286391973;
103;14;40.0977249146;115.656997681;22;113.240129232;13;44.8499984741;139.013122559;25;142.622912169;
104;14;41.1137161255;119.794334412;22;114.54711926;13;46.8499984741;136.055877686;26;144.069065809;
105;14;43.0289726257;120.930969238;24;115.756057382;13;44.8499984741;139.098297119;30;145.619940281;
106;15;43.0690040588;122.746536255;24;116.823596716;14;45.8499984741;143.140319824;29;148.674002171;
107;16;43.1022224426;124.762161255;24;117.752622604;14;52.0173988342;147.667495728;29;151.010794759;
108;17;43.128578186;125.777816772;24;118.574003935;14;56.4510803223;146.798126221;30;153.459797382;
