Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;2;8.0;10.8999996185;4;22.0;
4;1;8.0;11.0;6;20.0;2;8.29999923706;10.5;4;22.0900000334;
5;1;8.0;10.0;6;20.0;2;8.31349945068;10.5;4;22.1871190071;
6;1;9.0;10.0;6;20.0;2;9.41710090637;10.5;4;22.2917383909;
7;1;9.5;10.0;6;20.0;2;10.0156412125;10.5;4;22.4042263031;
8;1;9.5;10.0;6;20.3999996185;2;10.0409517288;10.5;4;22.9589728117;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;10.1657686234;10.7100000381;4;23.4430115223;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;10.2746782303;10.8792181015;4;23.8415006399;
11;1;9.72283363342;10.4951858521;6;22.0419120789;2;10.3643379211;11.0;4;25.6606454849;
12;1;9.95943069458;11.0209560394;6;22.9143505096;2;10.773645401;11.7700004578;5;27.2614676952;
13;1;11.7228336334;11.4571752548;6;23.6214065552;2;12.4981412888;12.4126424789;5;28.6526534557;
14;1;12.7228336334;11.8107032776;6;24.1832637787;2;14.4981412888;12.9308347702;5;29.8608493805;
15;1;13.7228336334;12.0916318893;6;24.6226100922;2;16.4981403351;13.3366470337;5;30.9217379093;
16;2;15.7228336334;12.6113052368;5;25.9617595673;2;17.7662620544;13.6469516754;5;31.8725180626;
17;2;17.7228336334;12.4808797836;5;26.1299999952;2;18.8754138947;13.879781723;5;32.6429929733;
18;2;18.9770832062;12.5;5;26.2754310369;2;19.9946746826;14.0;5;33.2167277336;
19;2;19.9119720459;12.5;5;26.4377241135;2;21.1237640381;14.0;5;33.8314290047;
20;2;19.9484882355;12.5;6;26.6183350086;2;21.6120700836;14.0;5;34.4827160835;
21;2;19.9891242981;12.5;7;26.8187118769;2;21.7586097717;14.0;5;35.1645216942;
22;2;20.0342102051;12.5;7;27.0402543545;2;21.9120159149;14.0;5;35.8691868782;
23;2;20.0840568542;12.5;8;27.2842636108;2;22.0705661774;14.0;6;36.5877075195;
24;2;20.1389598846;12.5;8;27.5518820286;2;22.2322330475;14.0;6;37.3101301193;
25;2;20.1991729736;12.5;8;27.8440244198;2;20.2999992371;15.0;6;38.0260667801;
26;3;19.625;13.5;7;28.1613030434;2;21.2999992371;14.0;6;38.7252779007;
27;3;20.3362922668;12.5;6;28.5039470196;2;22.2999992371;14.0;6;39.3982591629;
28;3;19.625;13.5;6;28.871723175;2;22.8646087646;14.0;6;40.0367603302;
29;3;19.625;14.0486888885;6;29.263862133;2;23.0082702637;14.0;6;40.6341733932;
30;3;18.5843696594;13.5;6;29.6789975166;2;21.1426887512;15.0;7;41.1857595444;
31;3;17.6777744293;14.5;6;30.1151270866;2;20.2667961121;16.0;7;41.6886959076;
32;3;16.7759037018;15.5;6;30.5695996284;2;19.3799552917;17.0;7;42.1419706345;
33;3;15.8781604767;16.5;6;31.0391392708;2;18.4819431305;18.0;7;42.5461521149;
34;3;15.3588066101;17.5;5;31.5199065208;2;17.572883606;19.0;7;42.9030923843;
35;3;15.4669790268;18.5;5;32.007601738;2;17.3531951904;20.0;7;43.215596199;
36;3;15.576710701;19.5;6;32.4976010323;3;17.4235095978;21.0;6;43.4871034622;
37;3;14.0;21.5;6;32.9851250648;3;17.4845981598;22.0;7;43.7214069366;
38;3;14.0;23.5;7;33.465420723;3;17.5373153687;23.0;7;43.922419548;
39;3;14.0;25.5;7;33.9339466095;3;17.5825443268;24.0;8;44.0;
40;3;14.0;27.5;7;34.3865451813;3;17.6000003815;25.0;8;44.0;
41;4;15.0;30.2000007629;6;35.8195896149;3;17.6000003815;26.0;8;44.0;
42;4;16.0;31.5;7;37.2700891495;3;17.6000003815;27.0;10;44.0;
43;4;17.2340011597;33.5;6;37.7269380093;3;18.6000003815;25.0;10;44.0;
44;4;18.2432670593;32.5;7;38.1591620445;3;17.6000003815;26.0;11;44.0;
45;4;18.4914321899;32.5;9;38.5658832788;3;17.6000003815;27.0;11;44.0;
46;5;18.5082473755;32.5;8;38.946865201;4;19.6000003815;25.5;10;45.0;
47;5;19.2726631165;30.5;10;39.3024293184;4;21.6000003815;26.5;10;45.1599999666;
48;5;18.0;29.5;10;39.6333631277;4;22.6000003815;27.5;10;45.3437439203;
49;5;18.0;29.5;10;39.9408171177;4;23.6000003815;28.5;11;45.5541238785;
50;5;19.3044319153;30.5;12;40.2262078524;4;24.6000003815;29.5;13;45.7941719294;
51;5;20.0;32.5;12;40.4911271334;4;25.6000003815;30.0;13;46.0669906139;
52;5;21.3268852234;34.5;14;40.7372608185;4;25.8999996185;29.0;13;46.375654459;
53;5;22.3384819031;36.5;14;41.9179087877;4;25.8999996185;29.0;13;46.7230784893;
54;5;24.3503131866;39.5;15;42.0574314594;4;25.8999996185;29.0;13;47.1118502617;
55;5;25.9873752594;40.5;16;42.2003577948;4;25.8999996185;29.0;13;47.544028759;
56;5;25.8729438782;41.7899131775;16;42.3466507196;4;25.8999996185;29.0;13;48.0209121704;
57;5;26.0121517181;40.8230209351;15;42.4962632656;4;25.8999996185;29.0;13;48.5427899361;
58;5;26.024848938;40.8564949036;15;42.6491377354;4;25.8999996185;29.0;13;49.1086950302;
59;5;25.9107437134;40.8903121948;14;42.8052051067;4;25.8999996185;29.0;14;49.7161855698;
60;5;27.0508003235;39.8554763794;15;42.9643851519;4;25.8999996185;29.0;14;50.3611893654;
61;5;27.625;40.9333877563;15;43.1265858412;4;25.8999996185;29.0;13;51.0379443169;
62;5;28.5499992371;41.4205169678;16;43.2917029858;4;25.8999996185;29.0;14;51.7390680313;
63;5;29.3584976196;39.0285415649;17;43.459620595;4;25.8999996185;29.0;14;52.4557781219;
64;6;28.9078941345;40.0637207031;16;43.6302107573;4;25.8999996185;29.0;14;53.1782588959;
65;7;29.043346405;39.0991020203;15;43.8033328056;4;25.8999996185;29.0;15;53.8961582184;
66;7;28.5499992371;37.5;16;43.9788342714;4;25.8999996185;29.0;15;54.5991659164;
67;7;28.5499992371;37.5;15;44.1565512419;4;25.8999996185;29.0;15;56.2776012421;
68;8;26.5499992371;37.5;13;54.3363072872;4;26.8999996185;30.0;15;56.9429507256;
69;8;26.625;38.5;14;54.9179155827;4;27.8999996185;31.0;16;57.5684809685;
70;9;27.625;39.5;13;55.4755792618;4;28.1340446472;32.0;17;58.3996616602;
71;9;28.625;40.5;11;57.0078291893;4;28.1386299133;33.0;18;60.4953449965;
72;9;30.625;42.5;11;57.5538666248;5;26.0890007019;35.4199981689;18;62.2457649708;
73;9;32.625;44.5;13;58.074681282;5;27.2291622162;34.7314720154;18;63.6982597113;
74;9;33.625;45.5;13;60.2470961809;5;25.583688736;35.957901001;19;64.6586346626;
75;8;34.8499984741;47.0;13;62.1365891695;6;26.6073760986;35.0;17;65.4188287258;
76;8;35.6357154846;48.3899993896;13;64.7792156935;6;24.75;36.5825614929;17;66.0534141064;
77;8;36.9115791321;49.6872596741;13;66.2536685467;6;25.75;35.5932502747;17;66.4347163439;
78;8;38.1392288208;50.9097442627;13;67.4713095427;6;26.75;35.6040077209;17;67.7618447542;
79;8;38.2935409546;52.0;14;68.399508357;6;26.75;37.6148300171;17;68.080955267;
80;8;38.3942947388;53.0;15;69.3518720865;6;27.75;39.6257171631;17;68.3544992208;
81;8;34.3942947388;56.0;16;70.0851641893;6;26.7999992371;41.6366577148;19;68.4188549519;
82;8;32.3942947388;58.0;16;70.7718815804;6;26.0914421082;41.0;20;68.4844899178;
83;8;30.3942947388;60.0;17;71.3858357668;6;26.0964107513;42.0;20;68.5513904095;
84;8;28.3942947388;62.0;17;72.0127236843;6;26.101398468;44.0;19;68.6195393801;
85;8;26.3942947388;64.0;16;72.6514402628;6;27.0564041138;46.0;14;68.6889164448;
86;9;28.0942955017;64.0;16;74.3007713556;6;27.061422348;48.0;13;68.7594975233;
87;9;28.0;67.0;17;75.0593942404;6;27.0664558411;50.0;13;68.8312547207;
88;9;28.0;70.0;16;75.7162909508;6;27.0714988708;52.0;13;68.9041563272;
89;10;29.0;73.8980789185;17;76.3797417879;6;27.07654953;53.7264137268;14;68.9781669378;
90;11;30.0;78.0;17;77.0489569902;6;26.75;54.7521820068;14;69.0532470942;
91;11;31.0;81.8615036011;16;77.7231761217;6;26.75;55.7784729004;14;69.1293535233;
92;11;32.0;85.3259353638;18;78.4016686678;7;26.75;54.7784729004;13;69.206438899;
93;12;33.0;88.3192901611;17;79.0837306976;7;26.75;54.7784729004;15;69.2844520807;
94;12;34.0;90.6282501221;16;79.7686786652;7;26.75;54.7784729004;15;69.3633378744;
95;12;34.2999992371;93.9303665161;15;81.4558391571;7;25.75;52.7784729004;15;69.4430377483;
96;13;35.2999992371;95.2827453613;16;82.2045354843;6;25.75;52.0;16;69.5234891176;
97;14;36.2999992371;94.4753265381;15;83.1507081985;6;26.75;53.0;16;69.6046261787;
98;15;36.2999992371;99.5808563232;14;84.1124646664;6;25.75;52.0;16;69.6863797903;
99;15;36.2999992371;103.990615845;13;85.0884987116;6;25.75;52.0;16;69.7686775923;
100;15;38.2999992371;101.505401611;13;87.0773024559;6;26.75;53.0;17;69.8514444828;
