Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;4;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;4;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;11.0;4;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;4;20.0;1;8.14999961853;10.5;4;21.0;
6;1;9.0;10.0;4;20.0;1;9.14999961853;10.5;4;21.0;
7;1;9.5;10.0;4;20.0;1;9.72500038147;10.5;4;21.0;
8;2;9.5;10.3000001907;3;21.3999996185;2;9.72500038147;10.6999998093;3;22.4200000763;
9;2;9.81500053406;10.1999998093;3;21.7264003754;2;10.044500351;10.7100000381;3;22.8584362268;
10;2;9.88844013214;10.3632001877;3;21.9903717041;2;10.1431493759;10.8792181015;3;23.2088999748;
11;2;9.94783401489;10.4951858521;3;23.0619120598;2;10.2220020294;11.0;3;24.9397995472;
12;2;10.1889305115;11.0209560394;3;23.9545464516;2;10.6114549637;11.7700004578;4;26.4434549809;
13;2;11.9568777084;11.4571752548;3;24.6819883585;2;12.3140878677;12.4126424789;4;27.7287436724;
14;2;13.9568777084;11.8107032776;2;25.2644146681;2;14.3140878677;12.9308347702;4;28.8229112625;
15;2;15.9568777084;12.0916318893;3;25.7245066166;2;16.3140888214;13.3366470337;4;29.7627468109;
16;3;16.9707603455;12.3113050461;2;26.0845712423;2;17.5054893494;13.6469516754;4;30.5871584415;
17;3;17.9754657745;12.4808797836;2;26.1438889503;2;18.5862083435;13.879781723;4;31.2283332348;
18;3;18.9802093506;12.5;2;26.1651208401;2;19.6763763428;14.0;4;31.6729285717;
19;3;19.8871517181;12.5;3;26.1864993572;2;20.7764091492;14.0;4;32.1624221802;
20;3;19.8919620514;12.5;3;26.2080165148;2;21.2365436554;14.0;4;32.6967763901;
21;3;19.8968029022;12.5;3;26.2296639681;2;21.3567733765;14.0;4;33.2746315002;
22;3;19.9016742706;12.5;3;26.2514331341;2;21.4867916107;14.0;4;33.8931016922;
23;3;19.9065723419;12.5;3;26.2733153105;2;21.6259460449;14.0;5;34.5476427078;
24;3;19.9114952087;12.5;4;26.2953014374;2;21.7732181549;14.0;5;35.2320256233;
25;3;19.9164428711;12.5;4;26.3173824549;2;21.9272041321;14.0;6;35.9384479523;
26;3;19.625;13.0269527435;5;26.3395489454;2;22.0861492157;14.0;6;36.6577949524;
27;3;19.625;13.0358200073;5;26.3617914915;2;22.248003006;14.0;6;37.3800458908;
28;3;19.9314041138;12.5;5;26.3841004372;2;22.4105091095;14.0;6;38.0948009491;
29;3;17.936422348;13.5;5;26.4064661264;2;22.5713291168;14.0;6;38.7918672562;
30;3;16.9414558411;14.5;5;26.428878665;2;20.7281684875;15.0;6;39.4618406296;
31;3;15.9464979172;15.5;5;26.4513280392;2;19.8789138794;16.0;6;40.0966157913;
32;3;14.9515485764;16.5;5;26.4738043547;2;19.0217380524;17.0;6;40.6897592545;
33;3;14.3316059113;17.5;5;26.4962974787;2;18.1551952362;18.0;7;41.2367181778;
34;3;14.3366670609;18.5;6;26.5187973976;2;17.2782611847;19.0;7;41.7348527908;
35;3;14.3417291641;19.5;6;26.5412938595;2;17.090341568;20.0;7;42.1833162308;
36;3;14.3467912674;20.5;7;26.5637768507;2;17.1912460327;21.0;7;42.5828151703;
37;3;14.351849556;21.5;7;26.5862361193;2;17.2811336517;22.0;7;42.9353084564;
38;3;14.3569030762;22.5;7;26.6086617708;2;17.3604450226;23.0;8;43.2436761856;
39;3;14.361948967;23.5;7;26.6310436726;2;17.4298267365;24.0;8;43.5114040375;
40;3;14.366985321;24.5;7;26.6533719301;2;17.4900665283;25.0;8;43.7423057556;
41;3;14.3720092773;25.5;6;26.6756366491;2;17.5420188904;26.0;9;43.9402961731;
42;3;14.3770179749;26.5;7;26.6978281736;2;17.586566925;27.0;10;44.0;
43;3;14.3820114136;27.5;6;26.7199368477;2;18.6000003815;25.0;11;44.0;
44;3;14.3869857788;28.5;6;26.7419531345;2;17.6000003815;26.0;11;44.0;
45;3;14.3919391632;29.5;7;26.7638677359;2;17.6000003815;27.0;11;44.0;
46;3;15.3968696594;27.5;7;26.7856714725;2;18.6000003815;25.0;12;44.0;
47;3;14.4017763138;28.5;7;26.8073554039;2;19.6000003815;25.0;12;44.0;
48;3;14.4066553116;29.5;8;26.8289107084;2;20.6000003815;25.0;13;44.0;
49;3;15.4115047455;27.5;9;26.8503289223;2;21.6000003815;25.0;14;44.0;
50;3;14.4163236618;28.5;8;26.8716015816;2;22.6000003815;25.0;14;44.0;
51;3;14.4211101532;29.5;9;26.8927206993;2;23.6000003815;25.0;14;44.0;
52;3;15.0;28.5;9;26.9136784077;2;23.8999996185;24.0;16;44.0;
53;3;16.4305782318;28.5;11;26.9344670773;2;23.8999996185;24.0;16;44.0;
54;3;17.0;28.5;12;26.9550794363;2;23.8999996185;24.0;16;44.0;
55;4;18.0;28.5;12;44.2255084515;2;23.8999996185;24.0;17;44.0;
56;4;20.4444885254;29.5;14;45.1082465649;2;23.8999996185;24.0;17;44.0;
57;4;22.0740432739;29.5;14;45.8619041443;2;23.8999996185;24.0;17;44.0;
58;4;22.0750007629;29.5;14;46.5009632111;2;23.8999996185;24.0;19;44.0;
59;4;22.0750007629;29.5;15;47.0370521545;2;23.8999996185;24.0;19;44.0;
60;4;22.0750007629;29.5;15;47.4804611206;2;23.8999996185;24.0;19;44.0;
61;4;22.0750007629;28.5;16;47.8428707123;2;23.8999996185;24.0;19;44.0;
62;4;22.0750007629;27.5;15;48.1361560822;2;23.8999996185;24.0;19;44.0;
63;4;22.0750007629;27.5;15;48.25;2;23.8999996185;24.0;19;44.0;
64;4;23.0750007629;27.5;17;48.25;2;23.8999996185;24.0;20;44.0;
65;5;24.0750007629;27.5;16;48.25;2;23.8999996185;24.0;20;44.0;
66;5;25.0750007629;27.5;16;48.25;2;23.8999996185;24.0;21;44.0;
67;5;26.0750007629;27.5;16;48.25;3;23.8999996185;24.0;19;44.0;
68;5;27.0750007629;27.5;16;48.25;3;23.8999996185;24.0;20;44.0;
69;5;28.0750007629;27.5;17;48.25;3;23.8999996185;24.0;21;44.0;
