Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;2;7.0;11.8999996185;3;22.0;
3;1;8.0;12.0;6;20.0;2;8.14999961853;10.6999998093;3;22.0900000334;
4;1;8.0;11.0;6;20.0;2;8.31349945068;10.5;3;22.1871190071;
5;2;8.0;10.3000001907;5;21.0;2;8.32806777954;10.5;3;22.2917383909;
6;2;9.22500038147;10.0;5;21.0299999714;2;9.44064044952;10.5;3;22.4042263031;
7;2;9.73174953461;10.0;5;21.0605909824;2;10.0409517288;10.5;3;22.5249304771;
8;2;9.73863315582;10.0;5;21.5023716688;2;10.0681095123;10.5;3;23.0894187689;
9;2;9.83803367615;10.1999998093;5;21.8717387915;2;10.1951189041;10.7100000381;3;23.5836213827;
10;2;9.92114067078;10.3632001877;5;22.1798590422;2;10.3063154221;10.8792181015;3;23.9926425219;
11;2;9.99046802521;10.4951858521;5;23.2886198759;2;10.3983440399;11.0;3;25.8316864967;
12;2;10.2399396896;11.0209560394;5;24.2203179598;2;10.8121290207;11.7700004578;3;27.4540388584;
13;2;12.0166759491;11.4571752548;5;24.988676548;2;12.541469574;12.4126424789;3;28.8682081699;
14;2;14.0166759491;11.8107032776;5;25.6138757467;2;14.541469574;12.9308347702;3;30.1005516052;
15;2;16.0166759491;12.0916318893;5;26.1185922623;2;16.541469574;13.3366470337;4;31.1863336563;
16;2;17.0594291687;12.3113050461;5;26.5251210928;3;17.8257961273;13.6469516754;4;32.1621966362;
17;2;18.074590683;12.4808797836;5;26.6327222586;3;18.9405918121;13.879781723;4;32.9572491646;
18;2;19.0901966095;12.5;6;26.7040277719;3;20.0653820038;14.0;4;33.5542383194;
19;2;20.0084056854;12.5;6;26.7772322893;3;21.1997051239;14.0;4;34.1899633408;
20;2;20.0248775482;12.5;6;26.852280736;3;21.692741394;14.0;4;34.8591008186;
21;2;20.0417633057;12.5;6;26.9291081429;3;21.843296051;14.0;4;35.5546751022;
22;2;20.0590496063;12.5;6;27.0076401234;3;21.9998016357;14.0;4;36.2682390213;
23;2;20.0767192841;12.5;6;27.0877923965;3;22.1603527069;14.0;4;36.9902019501;
