Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;11.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;5;20.0;1;8.14999961853;10.5;4;21.0;
6;1;9.0;10.0;5;20.0;1;9.14999961853;10.5;4;21.0;
7;1;9.5;10.0;5;20.0;1;9.72500038147;10.5;4;21.0;
8;1;9.5;10.0;5;20.3999996185;1;9.72500038147;10.5;4;21.4200000763;
9;1;9.59000015259;10.1999998093;5;20.7264003754;1;9.81949996948;10.7100000381;4;21.758436203;
10;1;9.66343975067;10.3632001877;5;20.9903717041;1;9.8956489563;10.8792181015;4;22.0;
11;1;9.72283363342;10.4951858521;5;22.0419120789;1;9.94999980927;11.0;4;23.5400009155;
12;1;9.95943069458;11.0209560394;5;22.9143505096;1;10.296500206;11.7700004578;5;24.8252849579;
13;1;11.7228336334;11.4571752548;5;23.6214065552;1;11.9499998093;12.4126424789;5;25.8616695404;
14;1;12.7228336334;11.8107032776;5;24.1832637787;1;12.9499998093;12.9308347702;5;26.6732940674;
15;1;13.7228336334;12.0916318893;5;24.6226100922;1;13.9499998093;13.3366470337;5;27.2939033508;
16;1;14.7228336334;12.3113050461;5;24.9617595673;1;14.9499998093;13.6469516754;5;27.759563446;
17;1;15.7228336334;12.4808797836;5;25.0;1;15.9499998093;13.879781723;5;28.0;
18;1;16.7228336334;12.5;6;25.0;1;16.9500007629;14.0;5;28.0;
19;1;17.625;12.5;6;25.0;1;17.9500007629;14.0;5;28.0;
20;1;17.625;12.5;6;25.0;1;18.2999992371;14.0;5;28.0;
21;1;17.625;12.5;6;25.0;1;18.2999992371;14.0;5;28.0;
22;1;17.625;12.5;6;25.0;1;18.2999992371;14.0;5;28.0;
23;1;17.625;12.5;6;25.0;1;18.2999992371;14.0;6;28.0;
24;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;7;28.0;
25;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;7;28.0;
26;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;7;28.0;
27;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;8;28.0;
28;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;8;28.0;
29;2;18.625;12.8999996185;5;26.0;1;18.2999992371;14.0;8;28.0;
30;2;19.625;12.8999996185;5;26.0399999619;1;18.2999992371;14.0;7;28.0;
31;2;17.8589992523;13.5;5;26.0811839104;1;18.2999992371;14.0;6;28.0;
32;2;16.8682670593;14.5;5;26.1235535145;1;18.2999992371;14.0;6;28.0;
33;2;15.8777999878;15.5;5;26.1671074629;2;19.2999992371;14.5;5;29.0;
34;2;14.8875989914;16.5;5;26.211841464;2;20.2999992371;14.5;5;29.1599999666;
35;2;14.2726640701;17.5;5;26.2577478886;2;20.2999992371;14.5799999237;5;29.3437439203;
36;2;14.2829933167;18.5;5;26.3048160076;2;20.6023406982;14.0;5;29.5541238785;
37;2;14.2935838699;19.5;6;26.3530313969;2;20.2999992371;14.7770614624;6;29.7941719294;
38;2;14.3044319153;20.5;6;26.4023760557;2;20.7036876678;14.0;6;30.0669906139;
39;2;14.3155345917;21.5;6;26.4528282881;2;20.7650718689;14.0;6;30.375654459;
40;2;14.3268861771;22.5;7;26.5043625832;2;20.8345222473;14.0;6;30.7230784893;
41;3;14.3384819031;23.5;6;26.5569496155;2;20.9126911163;14.0;7;31.1118502617;
42;3;14.3503131866;24.5;8;26.6105561256;2;21.0001659393;14.0;8;31.544028759;
43;3;14.3623752594;25.5;8;26.6651450396;2;21.0974063873;14.0;8;32.0209121704;
44;3;14.3746576309;26.5;9;26.72067523;2;21.2047042847;14.0;8;32.5427899361;
45;3;14.3871517181;27.5;9;26.7771017551;2;21.3221263885;14.0;9;33.1086950302;
46;3;14.3998479843;28.5;10;26.8343759775;2;21.4494552612;14.0;10;33.7161855698;
47;3;14.4127349854;29.5;10;26.8924454451;2;21.5861415863;16.0;10;34.3611893654;
48;3;15.4258003235;27.5;10;26.9512542486;2;21.7312660217;18.0;10;35.0379443169;
49;3;14.439031601;28.5;11;27.0107431412;2;21.8835372925;20.0;12;35.7390680313;
50;3;14.4524173737;29.5;11;27.0708494186;2;22.0412902832;22.0;12;36.4557781219;
51;3;15.4659414291;27.5;11;27.1315076351;2;22.2025489807;24.0;12;37.1782588959;
52;3;14.4795894623;28.5;12;27.1926498413;2;22.36510849;24.0;14;37.8961582184;
53;3;14.4933462143;29.5;12;27.2542052269;2;22.5266342163;24.0;14;38.5991659164;
54;3;15.0;28.5;12;27.3161010742;2;22.6848106384;24.0;14;39.2776012421;
55;3;16.0;28.5;13;27.3782629967;2;22.8374595642;24.0;14;39.9229507446;
56;3;17.0;28.5;13;27.4406147003;2;22.9826622009;24.0;16;40.5282850266;
57;3;18.5491390228;28.5;13;27.5030794144;2;23.1188621521;24.0;17;41.088514328;
58;3;19.0;28.5;13;27.5655794144;2;23.2449150085;24.0;17;41.6004695892;
59;3;19.625;28.5;14;27.628036499;2;23.3601055145;24.0;17;42.0628213882;
60;3;19.625;28.3396263123;14;27.690372467;2;23.4641342163;24.0;18;42.4758720398;
61;3;20.2303333282;25.5;14;27.7525100708;2;23.5570697784;24.0;18;42.8412618637;
62;3;19.625;25.5;17;27.8143725395;2;23.6392822266;24.0;19;43.1616458893;
63;4;20.625;26.4700603485;16;28.8758842945;2;23.7113685608;24.0;20;43.4403705597;
64;4;22.2720737457;24.5;16;28.9769713879;2;23.7740821838;24.0;21;43.6811828613;
65;4;21.625;26.5;17;29.078745842;3;23.8282661438;24.0;20;43.8879890442;
66;4;21.625;28.5;17;29.1811397076;3;23.874797821;24.0;20;44.0;
67;4;21.625;29.6403102875;17;29.2840846777;3;23.8999996185;24.0;22;44.0;
68;4;22.3263206482;28.6403102875;18;29.3875120878;3;23.8999996185;24.0;22;44.0;
69;5;22.3395252228;28.5906562805;17;29.4913532734;3;23.8999996185;24.0;22;44.0;
70;5;21.625;28.6319732666;18;29.5955395699;3;23.8999996185;24.0;22;44.0;
71;5;21.625;29.6743354797;18;29.7000024319;3;23.8999996185;24.0;23;44.0;
72;5;22.378068924;28.7177276611;18;29.8046735525;3;23.8999996185;24.0;23;44.0;
73;5;22.3905162811;28.7621383667;19;29.9094842672;3;23.8999996185;24.0;23;44.0;
74;5;21.625;29.8075447083;19;30.0143666267;3;23.8999996185;24.0;23;45.3199996948;
75;5;21.625;30.853925705;19;30.1192526817;3;24.1970005035;24.4200000763;23;46.3582401276;
76;5;21.625;31.3948669434;19;30.2240743637;3;24.4306030273;24.7314720154;25;47.1666984558;
77;5;22.438041687;29.443113327;20;30.328764081;3;24.6125068665;24.9579029083;26;47.5526294708;
78;5;21.625;30.4922428131;20;30.4332542419;3;24.6993408203;25.0;26;47.8066806793;
79;5;21.625;31.5422210693;20;30.5374772549;3;24.7565040588;25.0;26;48.0;
80;5;22.4710845947;29.5930042267;20;30.6413661242;3;24.7999992371;25.0;27;49.0;
81;5;21.625;30.6445503235;21;30.7448533773;3;25.7999992371;26.0;27;49.0900000334;
82;5;21.625;31.6968135834;22;30.847872138;3;26.7999992371;27.0;27;49.1871190071;
83;5;22.501739502;29.7497406006;22;32.0673129559;3;26.7999992371;28.0;28;49.2917383909;
84;5;21.8500003815;31.3384037018;23;33.0686035156;3;26.7999992371;29.0;28;49.4042263031;
85;5;22.0255012512;32.8197250366;23;33.8858664036;3;26.7999992371;30.0;28;49.5249304771;
86;5;22.1592674255;33.6963119507;23;34.5546343327;3;26.7999992371;31.0;29;49.6541694403;
87;5;23.2432174683;32.0151062012;23;34.9595975876;3;26.7999992371;32.0;29;49.7922235727;
88;5;23.3096809387;31.2249069214;23;35.1842813492;4;26.7999992371;33.0;28;49.9393253326;
89;5;22.2999992371;32.3256492615;24;35.4087867737;5;26.7999992371;34.0;21;75.0956480503;
90;5;23.2999992371;31.4283485413;24;35.6327011585;5;25.7999992371;37.0;21;78.011295557;
91;5;22.2999992371;32.5328140259;24;35.8556149006;5;25.7999992371;40.0;21;80.4756658077;
92;5;22.2999992371;34.5328140259;25;36.0771234035;5;25.7999992371;42.7054023743;21;82.4504747391;
93;6;22.2999992371;36.5328140259;24;36.2968289852;5;26.75;44.8343963623;21;83.9711930752;
94;6;22.2999992371;38.5328140259;24;36.5143444538;5;27.75;46.9697647095;22;86.1159822941;
95;6;22.2999992371;40.5328140259;24;36.7292943001;5;29.75;49.1113128662;22;87.0345828533;
96;6;22.2999992371;42.5328140259;24;36.9413163662;5;31.75;51.2587623596;21;87.5683248043;
97;6;22.2999992371;44.1839447021;25;37.1500654221;5;32.75;53.4117507935;22;87.8601528406;
98;6;22.2999992371;45.2941818237;25;37.3552131653;5;34.0175170898;55.5698318481;23;88.1615865231;
99;6;22.2999992371;46.3051376343;25;37.5564517975;6;34.9080619812;57.7324752808;21;98.4718009233;
100;6;22.2999992371;46.4703445435;25;37.7534947395;6;35.9243164062;59.8990592957;20;99.2898544073;
101;6;22.2999992371;46.6324462891;25;37.94607687;7;36.625;62.068901062;20;100.087201118;
102;6;22.2999992371;46.7912063599;26;38.1339592934;7;37.625;64.2412414551;20;100.859623551;
103;6;22.2999992371;46.9463920593;26;38.3169264793;9;40.9774017334;64.4152832031;19;102.603855371;
104;6;22.2999992371;47.0978088379;26;38.494538784;10;41.996547699;67.5901870728;19;103.497570515;
105;6;22.2999992371;47.2450866699;26;38.6071476936;10;42.941696167;69.7650680542;19;104.389595389;
106;6;22.2999992371;47.3464355469;25;38.7173900604;10;43.7992858887;68.9390640259;19;105.283526301;
107;6;22.2999992371;47.4456520081;25;38.8250699043;10;40.9131011963;72.1113128662;19;106.183901668;
