Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;11.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
6;1;9.0;10.0;5;20.0;1;9.14999961853;10.5;5;21.0;
7;1;9.5;10.0;5;20.0;2;9.72500038147;10.6999998093;4;22.0;
8;1;9.5;10.0;5;20.3999996185;2;9.95000076294;10.5;4;22.5200001001;
9;1;9.59000015259;10.1999998093;5;20.7264003754;2;10.0670003891;10.7100000381;4;22.9673361778;
10;1;9.66343975067;10.3632001877;5;20.9903717041;2;10.1676511765;10.8792181015;4;23.3272645473;
11;1;9.72283363342;10.4951858521;5;22.0419120789;2;10.2486343384;11.0;4;25.0752841234;
12;1;9.95943069458;11.0209560394;5;22.9143505096;2;10.6419391632;11.7700004578;5;26.5979954004;
13;1;11.7228336334;11.4571752548;5;23.6214065552;2;12.348859787;12.4126424789;5;27.9043157101;
14;1;12.7228336334;11.8107032776;5;24.1832637787;2;14.348859787;12.9308347702;4;29.0214660168;
15;1;13.7228336334;12.0916318893;5;24.6226100922;2;16.348859787;13.3366470337;4;29.9861254692;
16;1;14.7228336334;12.3113050461;5;24.9617595673;2;17.5557498932;13.6469516754;4;30.8369827271;
17;1;15.7228336334;12.4808797836;5;25.0;2;18.6424198151;13.879781723;4;31.505875349;
18;1;16.7228336334;12.5;5;25.0;2;19.738822937;14.0;4;31.9789624214;
19;1;17.625;12.5;5;25.0;2;20.8452682495;14.0;4;32.4970645905;
20;1;17.625;12.5;6;25.0;2;21.31183815;14.0;3;33.0593295097;
21;1;17.625;12.5;6;25.0;2;21.4383487701;14.0;3;33.6634473801;
22;1;17.625;12.5;6;25.0;2;21.5742759705;14.0;3;34.3054871559;
23;1;17.625;12.5;7;25.0;2;21.7187347412;14.0;4;34.9798283577;
24;1;17.625;12.5;7;25.0;2;21.8704605103;14.0;4;35.6792192459;
25;1;17.625;12.5;7;25.0;2;22.0278244019;14.0;4;36.394982338;
26;1;17.625;12.5;7;25.0;2;22.1888694763;14.0;4;37.1173725128;
27;1;17.625;12.5;7;25.0;3;23.3514080048;14.3000001907;3;38.8360614777;
28;1;17.625;12.5;7;25.0;3;24.5131130219;14.5;3;39.7007104158;
29;1;17.625;12.5;8;25.0;3;24.6716594696;14.5799999237;3;40.5653091669;
30;1;17.625;12.5;7;25.0;3;25.1271934509;14.0;3;41.4241199493;
31;1;15.625;13.5;7;25.0;3;22.8248519897;15.7770614624;3;42.2730995417;
32;1;14.625;14.5;7;25.0;3;24.2285404205;14.0;3;43.1100995541;
33;1;13.625;15.5;7;25.0;3;25.2899246216;14.0;3;43.9348652363;
34;1;12.625;16.5;7;25.0;3;25.885345459;14.0;3;44.7488334179;
35;1;12.0;17.5;9;25.0;3;26.0684871674;14.0;2;45.5547652245;
36;1;12.0;18.5;8;25.0;3;26.2498226166;14.0;2;46.3562617302;
37;1;12.0;19.5;8;25.0;3;26.4301586151;14.0;2;47.1572027206;
38;1;12.0;20.5;9;25.0;3;26.610370636;14.0;2;47.9611773491;
39;1;12.0;21.5;10;25.0;3;26.7912635803;14.0;2;48.7709417343;
40;1;12.0;22.5;10;25.0;3;26.9734611511;14.0;2;49.5879545212;
41;1;12.0;23.5;10;25.0;3;27.157289505;14.0;2;50.3611893654;
42;1;12.0;24.5;10;25.0;3;27.3312683105;17.0;2;51.0379443169;
43;1;12.0;25.5;11;25.0;3;27.483537674;20.0;4;51.7390680313;
44;1;12.0;26.5;11;25.0;3;27.6412906647;23.0;4;52.4557781219;
45;1;12.0;27.5;11;25.0;3;27.8025493622;26.0;4;53.1782588959;
46;1;12.0;28.5;13;25.0;3;27.9651069641;29.0;6;53.8961582184;
47;1;12.0;29.5;12;25.0;3;28.1266365051;29.0;6;54.5991659164;
48;1;13.0;27.5;11;25.0;3;28.2848129272;29.0;7;55.2776012421;
49;1;12.0;28.5;12;25.0;3;28.4374599457;29.0;7;55.9229507446;
50;2;12.0;29.5;11;25.0;4;28.5826644897;29.0;6;61.5282850266;
51;2;13.0;27.5;11;25.0;4;27.5826644897;31.0;5;62.2385144234;
52;2;12.0;28.5;12;25.0;4;29.5826644897;31.0;6;62.8972444534;
53;2;12.0;29.5;13;25.0;4;29.5826644897;33.0;6;63.5027799606;
54;2;13.0;27.5;13;25.0;4;30.0641345978;35.0;6;64.0550956726;
55;2;12.0;28.5;14;25.0;4;29.6677207947;37.0;6;64.5555458069;
56;2;12.0;29.5;15;25.0;4;28.8107128143;38.0;7;65.0065422058;
57;2;13.0;27.5;15;25.0;5;27.9415740967;39.0;6;65.4112305641;
58;2;12.0;28.5;15;25.0;6;27.7609710693;40.0;5;75.7732000351;
59;2;12.0;29.5;15;26.0;6;28.8696727753;42.0;5;76.4962406158;
60;2;14.0;28.5;16;26.0399999619;6;29.9685096741;44.0;5;77.0938878059;
61;2;16.0;28.5;16;26.0811839104;7;32.0437698364;47.0;5;78.5476264954;
62;2;17.0;28.5;17;26.1235535145;7;34.0915603638;50.0;9;79.1288830042;
63;2;18.0;28.5;18;26.1671074629;7;35.1370811462;53.0;10;79.7014609575;
64;2;19.2625999451;28.5;19;26.211841464;7;35.7007675171;55.0;10;82.213086009;
65;2;19.625;28.3482894897;19;26.2577478886;7;33.2124824524;56.0;10;84.3775993586;
66;2;19.9079933167;26.5;18;26.3048160076;8;35.0003814697;56.9281959534;11;87.2572519779;
67;3;19.625;25.5;17;43.3530313969;8;33.6211166382;57.0;11;88.851154685;
68;3;20.625;25.5;17;44.4223765135;8;32.6514625549;60.0;11;90.2813186646;
69;3;21.625;26.4816627502;17;45.3702248335;8;32.4585075378;61.479347229;11;91.6112886667;
70;3;22.9518871307;25.5;18;46.1940808296;8;31.2128639221;65.7166595459;11;93.6270109415;
71;3;23.9634819031;26.5;18;46.8984527588;8;33.272064209;69.479347229;11;94.9043406248;
72;3;24.625;28.5;19;47.4928383827;8;35.3239936829;73.479347229;10;96.2365980148;
73;3;25.9873752594;27.5;19;47.4896556139;8;36.6628112793;77.479347229;7;97.6306031942;
74;3;26.8871574402;27.5;19;47.8916275501;8;32.3499984741;81.479347229;8;99.1773313284;
75;3;27.8972110748;27.5;19;47.7232906818;8;30.3500003815;88.479347229;9;100.877505541;
76;3;28.625;28.0289764404;19;47.7877547741;8;31.3500003815;92.479347229;13;102.727636814;
77;4;29.8022441864;27.5;17;47.8209369183;8;32.3499984741;98.203994751;13;104.719568729;
78;4;30.625;28.0746555328;17;47.8552443981;8;33.3499984741;103.333366394;15;106.840283155;
79;4;31.7174301147;27.5;17;47.3906921744;8;33.3499984741;108.150299072;15;109.072015762;
80;4;29.5249996185;28.7734851837;18;47.4087003767;8;32.3499984741;110.992546082;14;111.392672062;
81;4;28.5249996185;29.7860908508;18;47.4274650216;8;32.3499984741;114.848129272;15;113.776514053;
82;4;27.5249996185;30.7992248535;18;47.4470110238;8;33.3499984741;119.704170227;16;116.195059299;
83;4;26.5249996185;31.8129081726;18;48.4673633873;8;33.3499984741;120.151298523;18;118.61811924;
