Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;4;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;3;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;3;20.0;
6;1;9.0;10.0;6;20.0;1;9.0;10.0;2;20.0;
7;1;9.5;10.0;6;20.0;1;9.5;10.0;2;20.0;
8;1;9.5;10.0;6;20.3999996185;1;9.5;10.0;2;20.3999996185;
9;1;9.59000015259;10.1999998093;6;20.7264003754;1;9.59000015259;10.1999998093;2;20.7264003754;
10;1;9.66343975067;10.3632001877;6;20.9903717041;1;9.66343975067;10.3632001877;2;20.9903717041;
11;2;9.72283363342;10.7951860428;5;23.0419120789;1;9.72283363342;10.4951858521;2;22.0419120789;
12;2;10.184431076;11.0209560394;5;23.944350481;1;9.95943069458;11.0209560394;2;22.9143505096;
13;2;11.954583168;11.4571752548;4;24.6819975376;1;11.7228336334;11.4571752548;2;23.6214065552;
14;2;13.9545841217;11.8107032776;4;25.2750298977;1;12.7228336334;11.8107032776;2;24.1832637787;
15;2;15.9545841217;12.0916318893;3;25.746127367;1;13.7228336334;12.0916318893;3;24.6226100922;
16;2;16.9756240845;12.3113050461;3;26.1175945997;2;14.7228336334;12.3113050461;2;24.9617595673;
17;2;17.9828968048;12.4808797836;3;26.1887089014;2;15.7228336334;12.4808797836;3;25.0;
18;2;18.9902935028;12.5;3;26.2221269608;2;16.7228336334;12.5;3;25.0;
19;2;19.8999786377;12.5;3;26.2560760975;2;17.625;12.5;3;25.0;
20;2;19.907617569;12.5;5;26.2905418873;2;17.625;12.5;3;25.0;
21;3;19.9153709412;12.5;3;43.5755085945;2;17.625;12.5;3;25.0;
22;3;20.9232387543;12.5;3;44.4734584093;2;17.625;12.5;4;25.0;
23;3;21.625;13.0443840027;5;45.2587795258;2;17.625;12.5;3;25.0;
24;3;22.9392967224;12.5;5;45.9342010021;2;17.625;12.5;3;25.0;
25;3;21.947479248;13.5;6;46.5070776939;2;17.625;12.5;3;25.0;
26;3;21.9557552338;14.5;5;46.9876779318;2;17.625;12.5;4;25.0;
27;3;21.9641227722;15.5;5;47.3876591921;2;17.625;12.5;5;25.0;
28;3;21.625;17.1179161072;5;47.7188724279;2;17.625;12.5;5;25.0;
29;3;22.0;18.6079006195;5;47.8709751368;2;17.625;12.5;5;25.0;
30;3;22.375;19.6346817017;6;47.9095385075;2;15.625;13.5;5;25.0;
31;3;22.375;20.6616764069;6;47.9483793974;2;16.625;12.5;5;25.0;
32;4;22.375;21.6888656616;5;52.9426517487;2;17.625;12.5;5;25.0;
33;4;23.375;22.7162284851;5;53.1328386068;2;17.625;12.5;5;25.0;
34;4;24.375;23.7437458038;5;53.3201069832;2;17.625;12.5;5;25.0;
35;4;24.375;24.771396637;5;53.5040484667;2;17.625;12.5;5;25.0;
36;4;24.375;25.799161911;6;53.6842938662;2;17.625;12.5;5;25.0;
37;4;24.375;26.8270168304;7;53.8605133295;2;17.625;12.5;5;25.0;
38;4;24.375;27.8549404144;7;54.0324194431;2;17.625;12.5;5;25.0;
39;5;24.375;28.8829116821;6;54.1997671127;2;17.625;12.5;5;25.0;
40;5;24.375;29.9109077454;7;54.3623538017;2;17.625;12.5;6;25.0;
41;5;24.375;30.9389057159;7;54.5200197697;2;17.625;12.5;6;25.0;
42;5;25.375;28.9668827057;8;54.672645092;2;17.625;12.5;5;25.0;
43;5;26.8554782867;30.966884613;9;54.8201491833;3;18.625;13.0;5;26.0;
44;5;27.375;32.966884613;10;54.962487936;3;19.625;13.0;5;26.0900000334;
45;5;28.8733673096;34.966884613;12;55.0996496677;3;19.625;12.5;5;26.1871190071;
46;5;29.8822631836;36.5;12;55.2316541672;3;19.625;12.5;5;26.2917383909;
47;6;30.0;38.5;14;55.3585481644;3;19.625;12.5;6;26.4042263031;
48;6;30.5249233246;36.5;14;55.4804022312;3;19.625;12.5;7;26.5249304771;
49;6;30.5336742401;35.5;14;55.5973079205;4;19.625;12.5;6;26.6541694403;
50;6;30.0;35.5;15;55.6988155842;4;19.625;14.5;6;26.7922235727;
51;6;30.0;35.2141723633;15;55.7368011475;4;19.625;16.5;7;26.9393253326;
52;6;30.5595302582;32.5;15;55.7744314671;4;20.0613479614;18.5;7;27.0956480503;
53;6;30.0;33.5;14;55.8116812706;4;20.0965213776;20.5;8;27.261295557;
54;6;30.5763778687;32.5;15;55.8485264778;4;20.1337909698;22.5;8;27.4362905025;
55;6;30.0;33.5;14;56.8849442005;4;19.625;23.5;8;27.6205644608;
56;6;31.5928630829;33.5;15;57.073412776;4;19.625;22.5;9;27.8139474392;
57;6;32.6009559631;34.5;15;57.282910347;4;19.625;22.5;9;28.016159296;
58;6;32.3979492188;36.5;16;57.5158802271;4;19.625;22.5;9;28.2268030643;
59;6;33.0741577148;36.5;16;57.7748680115;4;19.625;22.5;10;29.445360899;
60;6;32.5246810913;38.5;17;58.0624628067;4;20.625;23.5;11;29.8411918879;
61;7;32.600769043;39.4669342041;16;58.3812167645;4;21.625;24.5;11;30.2704455853;
62;7;32.6863632202;39.4903411865;16;58.7335400581;4;21.625;25.5;12;30.7357828617;
63;7;32.7821922302;39.5133628845;16;59.1215691566;4;21.625;26.5;11;31.2399646044;
64;8;33.5433273315;37.5133628845;15;61.4544532299;4;21.625;27.5;11;31.7857789993;
65;8;34.1636352539;38.0;15;63.4808671474;4;21.625;27.5;12;32.3759310246;
66;8;34.7085342407;38.3899993896;15;65.254645586;5;21.625;27.5;11;33.0128877163;
67;9;34.4964904785;39.6872596741;12;71.8313338757;5;21.625;27.5;12;33.6986734867;
68;9;34.5266952515;40.6872596741;12;73.2632081509;5;21.625;27.5;12;34.4346158504;
69;10;36.1312179565;42.0;9;90.2873654366;5;21.625;27.5;12;35.2210483551;
70;10;38.1116256714;45.0;9;92.4027788639;5;21.625;27.5;11;36.0569872856;
71;10;37.3771820068;51.0;9;94.4585163593;5;21.625;27.5;9;36.939810276;
72;10;38.1311035156;55.0;9;98.4309253693;6;21.625;27.5;7;37.8649835587;
73;10;40.2014083862;60.4020080566;10;100.296219349;6;21.625;27.5;7;38.8258833885;
74;10;43.1107177734;65.4396820068;10;102.048101485;6;21.625;27.5;8;39.813770771;
75;10;44.7256546021;69.4766387939;9;103.67674005;6;21.625;27.5;7;40.817961216;
76;11;43.007019043;74.5128479004;9;105.176311076;6;21.625;27.5;7;41.8262195587;
77;11;44.0508499146;77.5482788086;10;106.544580162;6;21.625;27.5;7;42.825357914;
78;11;45.0951004028;79.5829315186;12;107.782535672;6;21.625;27.5;8;45.1842250824;
79;11;46.1122665405;81.6167678833;12;108.795289099;6;21.8500003815;28.0;8;47.3059911728;
80;11;43.8297233582;85.6497879028;14;109.596381366;6;22.0255012512;28.3899993896;9;49.2003974915;
81;12;42.8622245789;89.681968689;11;110.32413888;6;22.1592674255;28.6872596741;10;50.880610466;
82;12;41.8940849304;93.7133178711;12;110.98061192;6;22.2593841553;28.9097423553;10;52.2128305435;
83;13;45.0720787048;99.3478164673;11;111.569788575;6;22.2999992371;29.0;10;53.2672767639;
84;13;46.5750160217;104.388275146;12;112.093756437;6;22.2999992371;29.0;10;54.2164802551;
85;14;46.5556793213;109.425712585;11;112.493499398;6;22.2999992371;29.0;11;56.0580034256;
86;14;45.8069610596;114.436660767;11;112.808010817;7;23.2999992371;30.0;10;56.8541607857;
87;14;45.8301506042;119.447654724;13;114.011300683;7;24.2999992371;31.0;10;57.5538511276;
