Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.0;6;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.0;6;20.0;1;11.8999996185;8.625;5;17.25;
5;1;10.0;10.0;6;20.0;1;12.8999996185;8.625;4;17.25;
6;1;11.0;10.0;6;20.0;1;13.8999996185;8.625;4;17.25;
7;1;12.0;10.0;6;20.0;1;14.8999996185;8.625;3;17.5949993134;
8;1;13.0;10.0;5;20.3999996185;2;16.156999588;8.79749965668;2;18.8861961365;
9;1;14.0;10.1999998093;5;20.7264003754;2;16.3317184448;8.94309806824;2;19.6867136955;
10;1;14.3268795013;10.3632001877;5;21.8194274902;2;16.8120269775;9.3333568573;2;20.3757920265;
11;1;14.8187427521;10.9097137451;5;22.7316036224;2;18.8120269775;9.6677980423;2;20.9596945047;
12;1;15.2292222977;11.3658018112;5;23.4745616913;2;20.8120269775;9.94955635071;1;21.4480694532;
13;1;16.8187427521;11.7372808456;5;24.0673980713;2;21.8487186432;10.1834592819;1;21.8523409367;
14;1;17.8187427521;12.0336990356;5;24.5325260162;2;22.8611660004;10.3752222061;1;22.1844209433;
15;1;18.8187427521;12.2662630081;5;24.892534256;2;23.873714447;10.5308046341;2;22.3938889503;
16;1;19.8187427521;12.446267128;5;25.0;2;24.8863601685;10.625;2;22.4151208401;
17;1;20.8187427521;12.5;5;25.0;2;25.89909935;10.625;2;22.4364993572;
18;1;21.8187427521;12.5;6;25.0;2;26.9119262695;10.625;1;22.4580165148;
19;1;22.8187427521;12.5;7;25.0;2;27.4748096466;10.625;1;22.4796639681;
20;1;23.25;12.5;8;25.0;2;27.4877986908;10.625;1;22.5014331341;
21;1;23.25;12.5;8;25.0;2;27.5008602142;10.625;2;22.5233153105;
22;1;23.25;12.5;8;25.0;2;27.5139884949;10.625;2;22.5453014374;
23;1;23.25;12.5;8;25.0;2;27.5271816254;10.625;2;22.5673824549;
24;1;23.25;12.5;9;25.0;2;27.540430069;10.625;2;22.5895489454;
25;1;23.25;12.5;9;25.0;2;27.553730011;10.625;2;22.6117914915;
26;1;23.25;12.5;9;25.0;2;27.567073822;10.625;2;22.6341004372;
27;1;23.25;12.5;9;25.0;2;27.5804595947;10.625;2;22.6564661264;
28;1;23.25;12.5;9;25.0;2;27.5938796997;10.625;2;22.678878665;
29;1;23.25;12.5;9;25.0;2;27.6073265076;10.625;2;22.7013280392;
30;1;23.25;12.5;9;25.0;2;27.6207962036;10.625;2;22.7238043547;
31;1;23.25;12.5;9;25.0;2;27.6342830658;10.625;3;22.7462974787;
32;1;23.25;12.5;9;25.0;3;27.6477775574;10.625;2;22.7687973976;
33;1;23.25;12.5;9;25.0;3;27.661277771;10.625;3;22.7912938595;
34;1;23.25;12.5;9;25.0;3;27.6747760773;10.625;4;22.8137768507;
35;1;23.25;12.5;9;25.0;3;27.6882667542;12.625;4;22.8362361193;
36;1;23.25;12.5;9;25.0;3;27.7017421722;14.625;4;22.8586617708;
37;1;23.25;12.5;11;25.0;3;27.7151966095;16.625;5;22.8810436726;
38;1;23.25;12.5;11;25.0;3;27.7286262512;18.625;5;22.9033719301;
39;1;23.25;12.5;9;25.0;3;27.742023468;20.625;5;22.9256366491;
40;1;23.25;13.5;10;25.0;3;27.7553825378;20.625;6;22.9478281736;
41;1;23.25;14.5;10;25.0;3;27.7686958313;20.625;6;22.9699368477;
42;1;23.25;15.5;11;25.0;3;27.781961441;20.625;6;22.9919531345;
43;1;23.25;16.5;11;25.0;3;27.7951717377;20.625;6;23.0138677359;
44;1;23.25;17.5;11;25.0;3;27.8083209991;20.625;6;23.0356714725;
45;1;23.25;17.5;13;25.0;3;27.8214035034;20.625;7;23.0573554039;
46;1;23.25;17.5;13;25.0;4;27.8344135284;20.625;6;23.0789107084;
47;2;23.25;17.5;12;25.0;4;27.8473472595;20.625;6;23.1003289223;
48;2;23.25;17.5;14;25.0;4;27.8601970673;20.625;6;23.1216015816;
49;2;23.25;17.5;14;25.0;4;27.8729610443;20.625;7;23.1427206993;
50;3;23.25;17.5;9;53.75;4;27.8856315613;20.625;7;23.1636784077;
51;3;24.25;18.5;9;55.7625007629;4;27.8982067108;20.625;7;23.1844670773;
52;3;25.25;19.5;9;57.2967796326;4;27.9106807709;20.625;8;23.2050794363;
53;3;26.25;20.5;9;58.4120597839;5;27.9230480194;20.625;7;23.2255084515;
54;3;25.25;21.5;9;59.1932144165;5;27.9353046417;20.625;8;23.2457473278;
55;3;25.25;22.5;9;60.725528717;5;27.9474487305;20.625;8;23.25;
