Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.0;6;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.0;6;20.0;1;11.8999996185;8.625;6;17.25;
5;1;10.0;10.0;6;20.0;1;12.8999996185;8.625;6;17.25;
6;1;11.0;10.0;6;20.0;1;13.8999996185;8.625;6;17.25;
7;1;12.0;10.0;6;20.0;1;14.8999996185;8.625;6;17.5949993134;
8;1;13.0;10.0;6;20.3999996185;1;15.5569992065;8.79749965668;6;17.8861961365;
9;1;14.0;10.1999998093;6;20.7264003754;1;15.7317180634;8.94309806824;6;18.6667137146;
10;1;14.3268795013;10.3632001877;6;21.8194274902;1;16.2000274658;9.3333568573;6;19.3355960846;
11;2;14.8187427521;11.2097139359;5;23.7316036224;1;17.2000274658;9.6677980423;6;19.8991127014;
12;2;15.6792221069;11.3658018112;5;24.5045616627;1;18.2000274658;9.94955635071;6;20.3669185638;
13;2;18.268743515;11.7372808456;5;25.1279890537;1;19.2000274658;10.1834592819;6;20.7504444122;
14;2;20.268743515;12.0336990356;5;25.6242921352;1;19.4502677917;10.3752222061;6;21.0616092682;
15;2;21.3100376129;12.2662630081;5;26.0160515308;1;19.6369667053;10.5308046341;6;21.25;
16;2;22.3243255615;12.446267128;5;26.1558350325;1;19.75;10.625;6;21.25;
17;2;23.3388690948;12.5;5;26.1887089014;1;19.75;10.625;6;21.25;
18;2;24.3536624908;12.5;6;26.2221269608;1;19.75;10.625;6;21.25;
19;2;25.3687000275;12.5;6;26.2560760975;1;19.75;10.625;6;21.25;
20;2;25.8152351379;12.5;6;26.2905418873;1;19.75;10.625;6;21.25;
21;2;25.8307437897;12.5;6;26.3255085945;1;21.75;10.625;7;21.25;
22;2;25.8464794159;12.5;7;26.3609591722;1;22.75;10.625;7;21.25;
23;2;25.8624305725;12.5;7;26.3968753815;1;23.75;10.625;7;21.25;
24;2;25.8785934448;12.5;7;26.4332377911;1;24.75;10.625;7;21.25;
25;3;23.8949565887;13.5;6;26.4700255394;1;24.75;10.625;7;21.25;
26;3;22.25;14.5;6;26.5072168112;1;24.75;10.625;7;21.25;
27;3;21.9282474518;15.5;6;26.5447884798;1;24.75;10.625;7;21.25;
28;3;20.9451541901;16.5;6;26.5827163458;1;24.75;10.625;7;21.25;
29;3;19.962223053;17.5;6;26.6209751368;1;24.75;10.625;7;21.25;
30;3;18.9794387817;18.5;6;26.6595385075;1;24.75;10.625;7;21.25;
31;3;17.9967918396;19.5;6;26.6983793974;1;24.75;10.625;7;21.25;
32;3;17.0142707825;20.5;6;26.7374696732;1;24.75;10.625;7;21.25;
33;3;16.0318603516;21.5;6;26.7767804861;1;24.75;10.625;7;21.25;
34;3;15.0495510101;22.5;7;26.8162822723;1;24.75;10.625;7;21.25;
35;3;14.8173274994;23.5;7;26.8559447527;1;24.75;10.625;7;21.25;
36;3;14.8351745605;24.5;8;26.8957372904;1;24.75;10.625;7;21.25;
37;3;14.8530817032;25.5;7;26.9356285334;1;24.75;10.625;7;21.25;
38;3;14.8710327148;26.5;6;26.9755871296;1;24.75;10.625;7;21.25;
39;3;14.8890142441;27.5;7;27.015581131;1;24.75;11.625;7;21.25;
40;3;14.9070110321;28.5;8;28.0555787086;1;24.75;12.625;7;21.25;
41;3;15.9250106812;29.5;8;28.1255478859;1;24.75;13.625;8;21.25;
42;3;17.9429969788;27.5;10;28.1960475445;1;24.75;14.625;9;21.25;
43;3;17.9609565735;28.5;10;28.267039299;1;24.75;15.625;10;21.25;
44;3;19.0;28.5;10;28.3384833336;1;24.75;15.625;10;21.25;
45;3;21.9967346191;29.5;12;28.4103389978;1;24.75;15.625;10;21.25;
46;3;23.53465271;30.5;12;28.4825650454;1;24.75;15.625;8;21.25;
47;4;23.0;31.5;8;33.5551195145;2;25.75;16.625;5;22.25;
48;4;26.0;33.5;9;33.7779598236;2;26.75;17.625;5;22.2799999714;
49;4;28.0673484802;34.3792533875;9;33.9978175163;2;26.75;18.625;5;22.3105909824;
50;4;28.0;35.4033813477;10;34.2142827511;2;26.75;19.625;5;22.341766119;
51;4;29.5964794159;35.2141723633;11;34.4269839525;2;26.75;20.625;5;22.3735172749;
52;4;31.0;34.452671051;12;34.6355907917;2;26.75;20.625;5;22.4058350325;
53;4;31.6285934448;34.5;13;34.8398153782;2;26.75;20.625;5;22.4387089014;
54;4;33.6449584961;32.5;14;35.0394120216;2;26.75;20.625;5;22.4721269608;
55;4;32.25;35.5;15;35.2341781855;2;24.75;21.625;5;22.5060760975;
56;4;33.25;35.5550537109;15;35.4239531755;2;25.75;20.625;5;22.5405418873;
