Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.0;6;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.0;6;20.0;1;11.8999996185;8.625;5;17.25;
5;2;10.0;10.3000001907;5;21.0;1;12.8999996185;8.625;5;17.25;
6;2;11.4499998093;10.0;5;21.0599999428;1;13.8999996185;8.625;5;17.25;
7;2;12.4770002365;10.0;5;21.1229639053;2;15.5;8.625;4;18.5949993134;
8;2;13.5053339005;10.0;5;21.6001901627;2;15.5569992065;8.79749965668;4;18.9911961555;
9;2;14.5400857925;10.1999998093;5;22.0082015991;2;15.7317180634;8.94309806824;4;20.4452652931;
10;2;14.9036903381;10.3632001877;5;23.2129787207;2;16.5219802856;9.60165023804;3;21.7586710453;
11;2;15.4458408356;10.9097137451;5;24.245090127;2;18.5219802856;10.1822328568;3;22.9223637581;
12;2;15.9102916718;11.3658018112;5;25.1164904833;2;20.5219802856;10.6796894073;3;23.9399502277;
13;2;18.4998111725;11.7372808456;4;25.8465604782;2;21.5219802856;11.0951957703;3;24.8244708776;
14;2;20.4998111725;12.0336990356;4;26.4579504728;2;22.5219802856;11.4346656799;4;25.5946321487;
15;2;21.6851844788;12.2662630081;4;26.9734284878;2;23.5219802856;11.7068872452;4;26.2714161873;
16;2;22.7551460266;12.446267128;4;27.245682478;2;24.5219802856;11.9218521118;4;26.8755333424;
17;2;23.8292999268;12.5;3;27.4198198318;2;25.5219802856;12.0895090103;4;27.2378330231;
18;2;24.907661438;12.5;4;27.6032464504;2;27.5219802856;12.125;4;27.5519189835;
19;2;25.9902038574;12.5;4;27.7958021164;2;29.5031318665;12.125;4;27.5886521339;
20;2;26.5081100464;12.5;4;27.9972171783;2;30.5531902313;11.9750003815;5;27.6774718761;
21;2;26.5987472534;12.5;4;28.207105875;2;30.6064834595;11.8400001526;5;27.8143324852;
22;3;26.6931972504;12.5;3;28.4249610901;2;30.6885986328;11.7185001373;5;27.9949617386;
23;3;26.7912330627;12.5;3;28.6501536369;2;30.7969779968;11.6091499329;5;28.2148151398;
24;3;26.8925685883;12.5;4;28.8819327354;2;30.9288902283;11.5107345581;5;28.4690613747;
25;3;25.25;13.5;3;29.1194319725;2;31.0814361572;11.4221611023;5;28.7525925636;
26;3;26.25;12.5;3;29.3616781235;2;31.2515563965;11.3424453735;5;29.060072422;
27;3;27.2127552032;12.5;3;29.60760355;2;31.436044693;11.2707004547;5;29.3860216141;
28;3;25.25;13.5;3;29.8560638428;2;31.6316146851;11.2061300278;5;29.724919796;
29;3;26.25;12.5;3;30.1058568954;2;31.8349533081;11.1480169296;5;30.0713329315;
30;3;25.25;13.5;3;31.3557448387;2;32.0427970886;11.0957155228;5;30.42004776;
31;3;25.6600856781;14.5;3;31.6444792747;2;32.2520294189;11.0486440659;5;30.7662086487;
32;3;25.7720146179;15.5;3;31.9320092201;2;32.4597244263;11.0062799454;5;31.1054315567;
33;3;25.3694038391;16.5;3;32.2171399593;2;32.6632575989;13.0062799454;6;31.4339046478;
34;3;24.4977149963;17.5;3;32.4987348318;2;32.8603439331;15.0062799454;6;31.7484502792;
35;3;23.6244297028;18.5;3;32.7757366896;2;33.0490722656;17.0062789917;6;32.0465621948;
36;3;22.09923172;18.3482894897;4;33.0471856594;2;33.227935791;19.0062789917;6;32.3263969421;
37;3;21.6652183533;17.5;4;33.3122327328;2;33.3958396912;20.8501434326;5;32.5867509842;
38;3;21.6863994598;18.5;4;33.5701510906;2;33.5520477295;20.8276290894;5;32.8270015717;
39;4;20.09923172;19.5;3;33.8203395605;2;33.6961975098;20.8073654175;7;33.0470352173;
40;4;20.25;21.5;4;34.0623263121;2;33.8282241821;20.7891292572;7;33.2471666336;
41;5;21.9037723541;23.5;3;34.2957658768;2;33.9483032227;20.7727165222;7;33.4280519485;
42;5;22.25;25.5;4;34.5204334259;2;34.0568313599;20.7579460144;8;33.5906095505;
43;5;23.25;27.5;5;34.7362179756;4;34.1543655396;20.7446517944;6;33.7359399796;
44;5;25.9747505188;27.5;5;34.9431096315;4;34.2415618896;20.7326850891;7;33.8652601242;
45;5;27.25;28.5;5;36.1411893368;4;34.3191566467;20.7219161987;7;33.9244499207;
46;5;31.0243034363;28.5;5;36.3706161976;4;34.3546714783;20.7122249603;7;33.9070053101;
47;5;33.0990829468;30.5;5;36.5927993059;4;34.344203949;20.703502655;8;33.8913040161;
48;5;33.9802284241;30.5;5;36.8080178499;4;34.3347816467;20.6956520081;9;33.8771743774;
49;5;33.2064094543;32.5;5;37.0165865421;4;34.3263053894;20.6885871887;9;33.8644561768;
