Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.0;6;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.0;6;20.0;1;11.8999996185;8.625;6;17.25;
5;1;10.0;10.0;6;20.0;1;12.8999996185;8.625;6;17.25;
6;1;11.0;10.0;6;20.0;1;13.8999996185;8.625;6;17.25;
7;1;12.0;10.0;6;20.0;1;14.8999996185;8.625;6;17.5949993134;
8;2;13.0;10.3000001907;5;21.3999996185;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;14.4499998093;10.1999998093;5;21.7964004278;2;16.3317184448;8.94309806824;4;19.6667137146;
10;2;14.8083791733;10.3632001877;5;22.9849785566;2;16.8000278473;9.3333568573;4;20.365596056;
11;2;15.3432407379;10.9097137451;5;24.0001246929;2;18.8000278473;9.6677980423;4;20.9597036839;
12;2;15.8000564575;11.3658018112;5;24.8538434505;2;20.8000278473;9.94955635071;4;21.4586846828;
13;2;18.3895778656;11.7372808456;5;25.5655838251;2;21.8550872803;10.1834592819;4;21.8739616871;
14;2;20.3895778656;12.0336990356;5;26.1580847502;2;22.1243782043;10.3752222061;4;22.2174443007;
15;2;21.5502433777;12.2662630081;5;26.6542243958;2;22.3304672241;10.5308046341;4;22.4387089014;
16;2;22.6115036011;12.446267128;5;26.9068236351;2;22.4632263184;10.625;4;22.4721269608;
17;2;23.6768131256;12.5;5;27.0611462593;2;22.4832763672;10.625;4;22.5060760975;
18;2;24.746257782;12.5;6;27.2247776985;2;22.5036449432;10.625;4;22.5405418873;
19;2;25.8198928833;12.5;6;27.3977591991;2;22.5243244171;10.625;4;22.5755085945;
20;2;26.3289909363;12.5;6;27.5800426006;2;22.5453052521;10.625;4;22.6109591722;
21;2;26.4110183716;12.5;5;27.7714805603;2;23.75;11.033288002;5;22.6468753815;
22;2;26.4971656799;12.5;5;27.9718174934;2;24.75;11.0440626144;5;22.6832377911;
23;2;26.5873184204;12.5;5;28.1806821823;2;25.75;11.3416185379;5;22.7200255394;
24;2;26.681306839;12.5;5;28.3975830078;2;26.75;11.3600130081;5;22.7572168112;
25;2;24.7789115906;13.5;6;28.6219055653;2;26.75;11.3786087036;5;22.7947884798;
26;2;23.879858017;14.5;7;28.8529140949;3;26.75;11.3973941803;4;22.8327163458;
27;3;22.9838104248;15.5;6;29.089756012;3;27.6996307373;10.625;4;22.8709751368;
28;3;22.0903892517;16.5;6;29.3314704895;3;27.7225856781;10.625;4;22.9095385075;
29;4;21.1991615295;17.5;5;29.5770010948;3;27.7457237244;10.625;4;22.9483793974;
30;4;20.3096504211;18.5;7;29.8252120018;3;27.76902771;10.625;4;22.9874696732;
31;4;19.4213447571;19.5;8;30.0749063492;3;27.7924823761;10.625;4;23.0267804861;
32;4;18.4213447571;18.5;8;30.3248500824;3;27.8160686493;10.625;4;23.0662822723;
33;4;17.4213447571;18.5;9;30.5737948418;3;27.8397693634;10.625;5;23.1059447527;
34;4;17.4213447571;19.5;7;30.8205022812;3;27.8635673523;10.625;7;23.1457372904;
35;4;16.8692264557;20.5;7;31.0637698174;4;27.8874416351;10.625;6;23.1856285334;
36;4;16.7286968231;21.5;7;31.3024535179;4;27.9113769531;12.625;7;23.2255871296;
37;4;16.8361034393;22.5;7;31.5354895592;4;27.9353523254;14.625;7;23.265581131;
38;4;16.9409713745;23.5;8;31.7619123459;4;27.9593486786;16.625;8;23.3055787086;
39;4;17.0428600311;24.5;8;31.9808688164;4;27.9833469391;18.625;8;23.3455479145;
40;4;17.1413917542;25.5;9;32.1916303635;4;28.0073280334;20.625;8;23.385456562;
41;4;17.2362327576;26.5;9;32.3935980797;4;28.0312728882;20.625;8;23.42527318;
42;4;18.3271179199;25.5;10;32.5863051414;4;28.0551643372;20.625;8;23.4649660587;
43;4;19.4138374329;25.5;12;32.7694153786;4;28.0789794922;20.625;9;23.5045039654;
44;4;18.4138374329;25.5;13;32.9427189827;4;28.1027030945;20.625;9;23.543856144;
45;4;20.4138374329;25.5;13;33.1061229706;4;26.75;21.625;11;23.5829925537;
46;4;19.4138374329;25.5;14;33.259642601;4;26.75;21.7914962769;11;23.6218836308;
47;4;21.4138374329;24.5;14;33.4033899307;4;26.75;21.8109416962;11;23.6605007648;
48;4;21.0;24.5;15;33.5375595093;4;26.75;21.8302497864;11;23.6988155842;
49;5;23.0;22.5;14;65.6624164581;4;26.75;21.849407196;11;23.7368011475;
50;5;26.0;23.5;14;67.6982812881;4;26.75;21.8684005737;11;23.7744314671;
51;5;29.0;24.5;15;69.1894645691;4;26.75;21.8872146606;12;23.8116812706;
