Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.0;6;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.0;6;20.0;2;12.2999992371;8.625;4;18.25;
5;1;10.0;10.0;6;20.0;2;13.5;8.625;4;18.3624999523;
6;1;11.0;10.0;6;20.0;2;14.5674991608;8.625;4;18.4864046574;
7;1;12.0;10.0;6;20.0;2;15.6418428421;8.625;4;18.9799406528;
8;1;13.0;10.0;6;20.3999996185;2;16.3879642487;8.79749965668;4;19.4354615211;
9;1;14.0;10.1999998093;6;20.7264003754;2;16.661277771;8.94309806824;4;20.4437325001;
10;1;14.3268795013;10.3632001877;6;21.8194274902;2;17.2662391663;9.3333568573;4;21.369802475;
11;1;14.8187427521;10.9097137451;6;22.7316036224;2;19.2662391663;9.6677980423;4;22.2224977016;
12;1;15.2292222977;11.3658018112;6;23.4745616913;2;21.2662391663;9.94955635071;4;23.013872385;
13;1;16.8187427521;11.7372808456;6;24.0673980713;2;22.7882003784;10.1834592819;4;23.7574646473;
14;2;18.8187427521;12.3336992264;5;25.5325260162;2;24.004240036;10.3752222061;4;24.4668486118;
15;2;20.8187427521;12.2662630081;5;26.0225342512;2;25.2431716919;10.5308046341;5;25.092634201;
16;2;22.3272438049;12.446267128;5;26.2754310369;2;26.505607605;10.625;5;25.5694036484;
17;2;23.3926868439;12.5;5;26.4377241135;2;27.7916698456;10.625;5;26.0847344398;
18;2;24.465719223;12.5;6;26.6183350086;2;29.1008682251;10.625;5;26.6366324425;
19;2;25.5469932556;12.5;6;26.8187118769;2;29.9819793701;10.625;5;27.2218022346;
20;2;26.0684204102;12.5;6;27.0402543545;2;30.3330802917;10.625;5;27.8355960846;
21;2;26.1681137085;12.5;5;27.2842636108;2;30.7013587952;10.625;5;28.4720544815;
22;2;26.2779178619;12.5;6;27.5518820286;2;31.0832328796;10.625;6;29.1240577698;
23;2;26.3983459473;12.5;6;27.8440244198;2;31.4744338989;10.625;6;29.7835845947;
24;2;26.5298118591;12.5;6;28.1613030434;2;31.8701515198;10.625;6;30.442070961;
25;2;25.25;13.5;6;28.5039470196;2;32.2652435303;10.625;6;31.0908403397;
26;2;25.25;14.5;6;28.871723175;2;32.6545028687;10.625;6;31.7215557098;
27;2;25.25;15.2102060318;6;29.263862133;2;33.0329360962;10.625;6;32.3266487122;
28;2;24.25;14.2102060318;6;29.6789975166;2;33.3959884644;10.625;6;32.8996829987;
29;2;24.25;14.5;6;30.1151270866;2;33.7398071289;10.625;6;33.4356050491;
30;2;23.5518074036;15.5;6;30.5695996284;2;31.7398090363;11.625;6;33.9308757782;
31;2;22.7563209534;16.5;7;31.0391392708;2;30.7398090363;12.625;6;34.3834724426;
32;2;21.7563209534;15.5;7;31.5199065208;2;31.7398090363;14.625;6;34.7927808762;
33;2;20.7563209534;15.5;7;32.007601738;2;32.7398071289;16.625;7;35.1594133377;
34;2;20.25;14.5;7;32.4976010323;2;33.7398071289;18.625;7;35.4849748611;
35;2;19.25;14.5;7;32.9851250648;2;34.7398071289;19.625;7;35.7718133926;
36;2;19.25;15.5;7;33.465420723;2;35.4630889893;20.625;8;36.0227775574;
37;2;19.25;16.5;7;33.9339466095;2;35.6136665344;20.625;8;36.2410039902;
38;2;19.25;17.5;8;34.3865451813;2;35.7446022034;20.625;7;36.4297399521;
39;2;18.25;16.5;8;34.8195896149;2;35.8578453064;20.625;5;36.5;
40;2;20.25;18.5;9;35.2300891876;2;35.9000015259;20.625;5;36.5;
41;2;22.25;20.5;9;35.6157541275;2;35.9000015259;20.625;5;36.5;
42;2;24.0270881653;21.5;9;35.9750175476;2;35.9000015259;20.625;4;36.5;
43;2;25.1887588501;22.5;9;36.307009697;2;35.9000015259;20.625;4;36.5;
44;2;26.3381538391;22.5;9;36.6115064621;2;35.9000015259;20.625;4;36.5;
45;2;27.4751777649;22.5;9;36.8888463974;2;35.9000015259;20.625;5;36.5;
46;2;28.599981308;22.5;9;37.1398382187;2;35.9000015259;20.625;5;36.5;
47;2;27.599981308;23.5;9;37.3656587601;2;35.9000015259;20.625;5;36.5;
48;2;27.599981308;24.5;10;37.5677556992;2;35.9000015259;20.625;6;36.5;
49;2;28.599981308;22.5;9;37.747756958;3;36.9000015259;21.625;5;37.5;
50;2;26.599981308;23.5;9;37.9073896408;3;37.9000015259;22.625;5;38.8912496567;
51;2;27.599981308;22.5;10;38.0;3;39.3347511292;24.0234375;6;40.067935586;
52;2;28.599981308;22.5;10;38.0;4;40.0407600403;25.3489723206;6;41.0502324104;
