Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.0;6;20.0;1;11.8999996185;8.625;4;17.25;
3;1;8.0;12.0;6;20.0;1;11.8999996185;8.625;4;17.25;
4;1;9.0;11.0;6;20.0;1;11.8999996185;8.625;4;17.25;
5;1;10.0;10.0;6;20.0;1;12.8999996185;8.625;4;17.25;
6;2;11.0;10.3000001907;5;21.0;1;13.8999996185;8.625;4;17.25;
7;2;12.4499998093;10.0;5;21.0900000334;2;15.5;8.625;3;18.5949993134;
8;2;13.4905004501;10.0;5;21.5980186462;2;15.5569992065;8.79749965668;3;19.0386961699;
9;2;14.5391082764;10.1999998093;4;22.0418490171;2;15.7317180634;8.94309806824;3;20.5643742085;
10;2;14.9188308716;10.3632001877;4;23.3017349243;2;16.5219802856;9.60165023804;3;21.9690209627;
11;2;15.4857807159;10.9097137451;4;24.3994617462;2;18.5219802856;10.1822328568;3;23.2470649481;
12;2;15.9797582626;11.3658018112;4;25.3481024504;2;20.5219802856;10.6796894073;3;24.4058237076;
13;2;18.569278717;11.7372808456;3;26.1681330204;2;21.5219802856;11.0951957703;3;25.4621527195;
14;2;20.569278717;12.0336990356;3;26.8832330704;2;23.5219802856;11.4346656799;2;26.4384868145;
15;2;21.8765602112;12.2662630081;3;27.5170819759;2;25.336807251;11.7068872452;2;26.7128777504;
16;2;22.9997901917;12.446267128;3;27.923101902;2;26.6312675476;11.598698616;2;27.0712814331;
17;2;24.1341381073;12.5;3;28.2468910217;2;27.9631538391;11.5013284683;3;27.5136885643;
18;2;25.2798442841;12.5;4;28.5960328579;3;29.3337593079;11.4136953354;2;28.0384473801;
19;2;26.436958313;12.5;4;28.9701628685;3;30.7432594299;11.3348255157;2;28.6417350769;
20;2;27.03657341;12.5;4;29.3683638573;3;31.1850414276;11.2638425827;2;29.3171062469;
21;2;27.215763092;12.5;4;29.7891087532;3;31.5902633667;11.1999588013;2;30.0551977158;
22;2;27.4050979614;12.5;5;30.2302284241;3;32.0331192017;11.1424627304;2;30.8437108994;
23;2;27.603603363;12.5;5;30.6889076233;3;32.5062255859;11.090716362;2;31.6677055359;
24;2;27.8100090027;12.5;5;31.1617178917;3;33.0006217957;11.0441446304;2;32.5102615356;
25;2;25.8100090027;13.5;5;31.6446905136;3;33.5061569214;11.0022296906;3;33.3534641266;
26;2;25.25;14.5;5;32.1334280968;3;34.0120773315;10.964507103;3;34.1795883179;
27;2;24.25;13.5;5;32.6232500076;3;34.5077514648;10.9305562973;3;34.9723348618;
28;2;24.25;14.5;5;33.1093654633;3;34.9834022522;10.9000005722;3;35.7179050446;
29;2;23.25;13.5;5;33.587059021;3;35.4307441711;10.8725004196;3;36.4057693481;
30;2;22.25;13.5;5;34.0518712997;3;33.4010429382;11.8477506638;4;37.0290260315;
31;2;22.25;14.5;5;34.4997692108;3;32.3743133545;12.8254756927;4;37.584359169;
32;2;22.25;15.5;5;34.927280426;3;31.3502578735;13.8054285049;5;38.0716457367;
33;2;22.25;16.5;4;35.3315906525;3;32.3286056519;15.8054285049;5;38.4933490753;
34;2;21.25;15.5;4;35.7105960846;3;33.3091201782;17.8054275513;6;38.8538150787;
35;3;20.25;15.5;5;36.0629110336;3;34.2915840149;18.8054275513;7;39.1585865021;
36;3;19.25;14.5;5;36.3878383636;3;35.2757987976;19.8054275513;7;39.4138031006;
37;3;18.25;14.5;5;36.6853075027;3;36.261592865;20.7315406799;8;39.6257247925;
38;4;17.25;13.5;4;51.955786705;3;37.2488059998;20.7208862305;8;39.6725959778;
39;4;20.25;16.5;4;52.9501886368;3;37.8035583496;20.7112979889;9;39.65533638;
40;4;23.25;19.5;4;53.8391437531;3;37.7932014465;20.7026672363;9;39.6398029327;
41;4;25.25;22.5;4;54.6233205795;3;37.7838821411;20.6949005127;9;39.6258220673;
42;4;27.25;25.5;4;55.3069019318;3;37.7754936218;20.6879119873;10;39.6132392883;
43;4;29.25;27.5;5;56.8966445923;3;37.7679443359;20.6816196442;11;39.6019153595;
44;4;32.0753936768;29.5;6;57.3490898609;3;37.7611503601;20.6759567261;11;39.5917243958;
45;4;34.0999984741;31.5;6;57.6876089573;3;37.7550354004;20.6708621979;11;39.5825519562;
46;4;35.5772666931;33.5;7;57.9745290279;3;37.7495307922;20.6662750244;12;39.5742969513;
47;4;35.591293335;35.5;7;58.1235172749;3;37.7445793152;20.662147522;12;39.5668678284;
48;4;35.6055831909;37.5;8;58.1558350325;3;37.7401199341;20.6584339142;12;39.5601806641;
49;5;35.6201248169;38.5;7;58.1887089014;3;37.7361106873;20.655090332;13;41.0308628082;
50;5;35.0999984741;39.5;8;58.2221269608;3;38.6185188293;21.0482444763;13;42.2528953552;
51;5;35.6499557495;40.5;8;58.2560760975;3;39.3517379761;21.3690299988;14;43.2521915436;
52;5;35.6652336121;41.5;9;58.2905418873;3;39.9513168335;21.6261901855;14;44.058588028;
53;5;35.6807441711;42.5;9;58.3255085945;3;40.4351539612;21.829372406;14;44.7023410797;
54;5;35.6964797974;43.5;9;58.3609591722;3;40.8214035034;21.9880332947;15;44.9902687073;
55;5;35.7124328613;44.5;10;58.3968753815;3;40.9941635132;22.0;14;45.0;
56;5;35.7285957336;45.5;11;59.4332377911;3;38.9941635132;23.0;15;45.0;
57;5;36.7449569702;46.7999992371;11;59.5100255013;3;37.9941635132;24.0;16;45.0;
58;5;37.7615089417;47.7999992371;12;59.5884007215;3;36.9941635132;25.0;16;45.0;
59;5;38.0215148926;48.7999992371;13;61.6650378704;3;35.9941635132;24.0;15;45.0;
60;5;38.6851043701;50.6990013123;13;63.3907783031;3;35.9941635132;24.0;15;45.0;
61;5;38.9598503113;52.4218864441;14;64.8124624491;3;35.9941635132;25.0;15;45.0;
62;5;38.6410598755;54.6345863342;14;65.9796682596;3;35.9941635132;26.0;16;45.0;
63;5;39.7402687073;54.1172866821;16;66.7765438557;3;35.0;27.0;16;45.0;
64;5;39.9549407959;54.4161148071;17;67.1227326393;3;34.0;28.0;16;45.0;
65;5;40.0748405457;54.4559860229;17;67.4450558424;3;33.0;29.0;15;44.5;
66;5;40.1825485229;54.4974746704;18;67.1356528997;3;31.7000007629;30.0;16;44.8075008392;
67;6;40.0045204163;54.5405769348;18;67.2766401768;3;30.8845024109;31.0;13;45.0;
