Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.0;6;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.0;6;20.0;1;11.8999996185;8.625;5;17.25;
5;1;10.0;10.0;6;20.0;2;13.5;8.625;4;18.25;
6;1;11.0;10.0;6;20.0;2;14.5;8.625;4;18.3250000477;
7;1;12.0;10.0;6;20.0;2;15.5450000763;8.625;4;18.7605681419;
8;1;13.0;10.0;6;20.3999996185;2;16.2563400269;8.79749965668;4;19.1489084959;
9;1;14.0;10.1999998093;6;20.7264003754;2;16.4893455505;8.94309806824;4;20.0586935282;
10;1;14.3268795013;10.3632001877;6;21.8194274902;2;17.0352153778;9.3333568573;4;20.8682775497;
11;2;14.8187427521;11.2097139359;5;23.7316036224;2;19.0352153778;9.6677980423;4;21.5845614672;
12;2;15.6792221069;11.3658018112;5;24.5045616627;2;21.0352153778;9.94955635071;4;22.2177865505;
13;2;18.268743515;11.7372808456;5;25.1279890537;2;22.3105487823;10.1834592819;4;22.7799050808;
14;2;20.268743515;12.0336990356;5;25.6242921352;2;23.4177036285;10.3752222061;4;23.2832708359;
15;2;21.3100376129;12.2662630081;5;26.0160515308;2;24.5330238342;10.5308046341;5;23.6777949333;
16;2;22.3243255615;12.446267128;5;26.1558350325;2;25.656703949;10.625;5;23.8980493546;
17;2;23.3388690948;12.5;5;26.1887089014;2;26.7888565063;10.625;5;24.1324534416;
18;2;24.3536624908;12.5;6;26.2221269608;2;27.9295005798;10.625;5;24.3808503151;
19;2;25.3687000275;12.5;6;26.2560760975;2;28.6285095215;10.625;5;24.6428759098;
20;2;25.8152351379;12.5;6;26.2905418873;2;28.7857246399;10.625;5;24.9179406166;
21;2;25.8307437897;12.5;6;26.3255085945;2;28.9507637024;10.625;5;25.2052159309;
22;2;25.8464794159;12.5;7;26.3609591722;2;29.1231307983;10.625;6;25.5036282539;
23;3;25.8624305725;12.5;6;26.3968753815;2;29.3021774292;10.625;6;25.8118619919;
24;3;25.8785934448;12.5;7;26.4332377911;2;29.4871177673;10.625;6;26.128370285;
25;3;23.8949565887;13.5;7;26.4700255394;2;29.6770210266;10.625;6;26.4513978958;
26;3;22.9115104675;14.5;7;26.5072168112;2;29.8708381653;10.625;6;26.7790131569;
27;3;21.9282474518;15.5;7;26.5447884798;3;30.067407608;10.625;5;27.1091499329;
28;3;20.9451541901;16.5;7;26.5827163458;3;30.2654895782;10.625;5;27.4396557808;
29;3;19.962223053;17.5;8;26.6209751368;3;30.4637947083;10.625;5;27.7683477402;
30;3;18.9794387817;18.5;8;26.6595385075;3;30.6610088348;10.625;5;28.0930690765;
31;3;17.9967918396;19.5;8;26.6983793974;3;30.8558425903;10.625;6;28.4117460251;
32;3;17.0142707825;20.5;8;27.7374696732;4;31.0470466614;10.625;5;28.7224407196;
33;3;17.0318603516;21.5;8;27.816780448;4;31.2334632874;10.625;5;29.0233979225;
34;3;17.0495510101;22.5;9;27.8974661827;4;31.4140396118;12.625;5;29.3130817413;
35;3;17.3038597107;23.5;10;27.9794982672;4;31.5878486633;14.625;5;29.5902032852;
36;3;17.3407745361;24.5;11;28.0628447533;4;31.7541217804;16.625;5;29.8537368774;
37;3;17.3782806396;25.5;11;28.1474699974;4;31.9122428894;18.625;5;31.1029233932;
38;3;17.4163608551;26.5;11;28.2333350182;4;33.0617523193;21.625;5;31.3572669029;
39;3;17.4550018311;27.5;11;28.3203971386;4;34.2023620605;22.625;6;31.5967144966;
40;3;17.494178772;28.5;11;28.4086101055;5;34.3339118958;23.625;5;31.8212372065;
41;3;17.5338745117;29.5;11;28.4979239702;5;34.4563941956;24.625;5;32.0310057402;
42;3;17.0;29.5;11;28.5882848501;5;34.5699119568;25.625;5;32.2263624668;
43;3;19.6147289276;30.5;12;28.6796357632;5;34.6746788025;26.3963279724;5;32.4077905416;
44;3;19.0;31.5;14;28.7719156742;5;34.7709884644;26.4109687805;5;32.5758824348;
45;3;20.9967346191;32.5;14;28.865060091;5;34.8591957092;26.4257221222;5;33.731313467;
46;3;22.739276886;33.5;14;28.9590011835;5;35.9397163391;27.4405841827;5;33.9648157358;
47;3;22.0;34.5;15;29.0536677837;5;37.0129890442;28.4555492401;5;36.2649059296;
48;3;24.7743034363;31.5;16;29.1489853859;5;38.7147445679;30.9039154053;6;37.4645818472;
49;3;25.0673484802;31.5;16;29.2448767424;6;40.309425354;33.2757339478;7;38.5155113935;
50;3;25.0;31.7840633392;17;29.3412610292;6;41.4938316345;35.5795249939;7;39.4385211468;
