Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;2;7.0;13.3000001907;5;21.0;1;11.8999996185;8.625;5;17.25;
3;2;8.30000019073;12.0;5;21.0599999428;1;11.8999996185;8.625;5;17.25;
4;2;9.31799983978;11.0;5;21.1229639053;2;12.2999992371;8.625;4;18.25;
5;2;10.336889267;10.0;5;21.1889609098;2;13.5;8.625;3;18.3999999762;
6;2;11.5350322723;10.0;5;21.2580518723;2;14.5899991989;8.625;3;18.570775032;
7;2;12.5661230087;10.0;5;21.3302885294;2;15.6924648285;8.625;3;19.1228616238;
8;2;13.5986299515;10.0;5;21.8190145493;2;16.4737167358;8.79749965668;3;19.6504514217;
9;2;14.6385564804;10.1999998093;5;22.2388005257;2;16.790271759;8.94309806824;2;20.770336628;
10;2;15.0074596405;10.3632001877;5;23.4601941109;2;17.4622020721;9.3333568573;2;21.8367276192;
11;2;15.5570878983;10.9097137451;5;24.5095257759;2;19.4622001648;9.6677980423;2;22.8629252911;
12;2;16.0292873383;11.3658018112;5;25.3986660242;2;21.4622001648;9.94955635071;2;23.8652899265;
13;2;18.618806839;11.7372808456;5;26.1468911171;2;23.2990493774;10.1834592819;2;24.8610877991;
14;2;20.6188087463;12.0336990356;5;26.7767255306;2;24.6664123535;10.3752222061;2;25.8665137291;
15;2;21.8286323547;12.2662630081;5;27.3107893467;2;26.0829696655;10.5308046341;3;26.8330631256;
16;2;22.9069576263;12.446267128;5;27.6016011238;2;27.5498657227;10.625;3;27.6938004494;
17;2;23.9894638062;12.5;5;27.7940778732;2;29.0663070679;10.625;3;28.631772995;
18;2;25.0760784149;12.5;6;27.9954168797;2;30.6290912628;10.625;3;29.6370391846;
19;2;26.1666793823;12.5;6;28.2052333355;2;31.7822227478;10.625;3;30.6948928833;
20;2;26.6923542023;12.5;6;28.4230215549;2;32.416934967;10.625;3;31.7862606049;
21;3;26.7903594971;12.5;5;28.6481528282;2;33.0717544556;10.625;4;32.8887472153;
22;3;26.8916683197;12.5;5;28.8798778057;2;33.7332458496;10.625;3;33.9782800674;
23;3;26.9959449768;12.5;6;29.117331028;2;34.38697052;10.625;3;35.0311279297;
24;4;27.1027984619;12.5;5;29.3595399857;2;35.0186767578;10.625;3;36.0259695053;
25;4;25.25;13.5;5;29.6054382324;3;35.6155815125;10.625;2;36.9456300735;
26;4;24.25;13.5;5;29.8538813591;3;36.1673774719;10.625;2;37.7781848907;
27;4;24.25;14.5;5;30.1036677361;3;36.6669120789;10.625;2;38.5172939301;
28;4;23.5466499329;15.5;5;30.3535604477;3;37.1103744507;10.625;1;39.1618309021;
29;4;22.6591033936;16.5;5;31.6023101807;3;37.4971008301;10.625;1;39.7149791718;
30;4;22.6591033936;16.2000007629;5;31.9786823988;3;37.8289871216;10.625;1;40.1830711365;
31;4;24.25;15.5;5;32.3669108152;3;38.1098403931;12.625;2;40.5744037628;
32;4;24.25;14.5;5;32.7672905922;4;38.3446426392;14.625;1;40.8982028961;
33;4;25.25;13.5;5;33.1802241802;4;38.5389213562;16.625;1;41.1638069153;
34;4;25.25;13.5;5;33.6062060595;4;38.6982841492;18.625;1;41.25;
35;4;26.0684204102;13.5;5;35.0457971096;4;38.75;20.625;1;41.25;
36;4;26.1681137085;13.5;5;35.5395841599;4;38.75;20.625;1;41.25;
37;4;27.2779197693;14.5;5;36.0493099689;4;38.75;20.625;1;42.25;
38;4;30.3983459473;18.5;5;36.5754394531;4;39.75;21.625;2;42.2699999809;
39;4;31.673538208;22.5;5;37.1182626486;5;40.75;22.625;1;42.2901959419;
40;4;33.7554321289;26.5;6;37.6778079271;5;40.75;23.625;1;42.3105818033;
41;4;34.3007621765;29.5;6;38.2537548542;5;41.3863487244;24.625;1;42.3311508894;
42;4;35.3214187622;32.5;7;38.8453505039;5;41.39868927;25.625;1;42.3518965244;
43;4;38.3425979614;32.5;8;39.4513356686;5;41.4111404419;25.625;1;42.3728116751;
44;4;40.0386886597;33.4471206665;8;40.0698932409;5;41.4236869812;25.625;2;43.3938889503;
45;4;41.4003829956;33.4816627502;9;40.6986230612;6;42.4363327026;26.625;1;43.5676208735;
46;4;42.3143806458;32.5;10;41.3345527649;6;43.4490737915;27.625;1;43.7629981041;
47;4;39.7122917175;34.5;11;41.9741864204;6;44.2577972412;28.625;2;45.8187953234;
48;5;41.4607467651;32.5;10;42.6135964394;6;45.4912796021;30.0234375;2;47.6067720652;
49;5;39.7601203918;33.5;11;43.1627460718;6;46.5640640259;31.3489723206;2;50.1590185165;
50;5;41.6277198792;33.5;12;43.7058002949;6;48.4954109192;32.6102333069;2;51.5607316494;
51;5;41.4020233154;33.5;12;44.2425224781;6;50.3094406128;33.8168411255;2;52.8110626936;
52;5;40.4736175537;34.5;12;44.768322587;6;51.6866340637;34.9782943726;2;54.7442859411;
53;5;40.6739196777;33.5;12;45.2789906263;6;53.2465744019;37.0;3;55.5345830917;
54;5;42.5255203247;32.5;12;47.1764237881;6;54.684753418;39.0;3;56.2660371065;
55;5;40.2049217224;35.0;13;49.822879076;6;55.0858459473;40.0;4;57.0647007227;
56;5;42.6311073303;35.852142334;13;51.2865140438;6;55.5254478455;41.0;6;57.9290690422;
57;5;43.8847503662;36.6872596741;14;52.5593495369;7;56.0026130676;42.0;5;58.8550585508;
58;6;46.1324043274;36.9097442627;13;53.5227975845;7;55.6725502014;42.665145874;6;59.8357230425;
59;6;48.2622413635;38.0;13;54.2585591078;7;57.0580101013;42.7028579712;7;60.8611856699;
60;7;49.5583076477;39.0;13;54.9424194098;7;57.6261024475;42.7421760559;7;61.9188655615;
61;7;46.4739189148;41.6059188843;13;55.4828665257;7;58.2115859985;42.7831115723;8;62.9940264225;
62;7;46.4739189148;40.6288757324;13;55.9861629009;7;58.8056221008;42.8256645203;8;64.0706326962;
63;7;46.760799408;41.6524085999;13;56.4538662434;7;59.3985900879;42.8698272705;8;66.1324279308;
64;7;45.81407547;40.6765136719;14;57.8881117105;7;58.9807624817;44.9155807495;9;67.1390841007;
65;7;44.4739189148;42.7011871338;14;58.411403656;8;59.5429649353;47.9155807495;8;68.1047618985;
66;7;42.4739189148;46.7264137268;14;59.948543787;8;60.0716056824;48.9155807495;9;69.0186693668;
67;7;40.4739189148;49.766708374;15;60.5664724112;8;61.555847168;51.9155807495;9;69.8732934594;
68;7;39.4739189148;52.8086242676;15;61.0393234491;9;63.0016059875;54.9155807495;7;70.6644678712;
69;7;40.4739189148;54.8521499634;16;61.535353303;9;62.1388206482;58.9155807495;7;71.3911111355;
70;7;41.4739189148;57.4926376343;16;62.0593823195;9;58.1388206482;64.2392730713;8;72.0547223687;
71;7;42.4739189148;59.6247940063;18;62.6123453379;10;56.1388206482;67.3679046631;7;72.6587534547;
72;7;39.4739189148;62.5205001831;19;63.1950124502;10;55.1388206482;69.1510314941;7;73.2079620361;
73;7;37.4739189148;64.7192153931;20;63.8079353571;10;53.1388206482;71.2501144409;9;73.7078254223;
74;7;34.8739204407;65.8394622803;20;64.4513919353;10;52.1388206482;74.6712875366;9;75.1640626192;
75;7;33.8739204407;67.965637207;21;65.1253249645;11;52.1388206482;83.0374298096;8;75.5858155489;
76;7;34.5;71.0977478027;22;65.8292820454;12;51.1388206482;89.09009552;7;75.8638346195;
77;8;34.5;73.5625839233;21;66.5623586178;12;50.1388206482;93.2501144409;9;76.6563681364;
78;8;33.5;74.7064285278;21;67.3231499195;12;47.1388206482;100.250114441;10;77.4976462722;
79;8;33.5;76.85597229;22;68.1097145081;12;45.1388206482;107.250114441;10;78.3873510957;
80;8;31.5;81.0110015869;23;68.9195554256;12;45.1388206482;111.250114441;10;79.3245420456;
81;8;32.5;86.5679779053;23;69.7496221066;12;45.1388206482;115.472167969;12;81.3076120615;
82;9;34.5;88.6517791748;23;70.4376916885;13;46.1388206482;120.609710693;12;83.3942655325;
83;10;34.5;93.6930770874;22;71.1300373077;13;48.7388191223;126.760040283;14;84.6669813395;
84;10;35.5;95.7338562012;23;71.8229188919;13;50.7388191223;132.276092529;15;85.998355031;
85;10;36.5;98.7740783691;24;72.5124328136;14;52.5210266113;136.568725586;15;87.3861355782;
86;10;37.9492683411;99.6367797852;24;73.1946268082;15;53.630115509;143.240478516;14;93.0775744915;
87;10;36.9874076843;103.380783081;26;73.8656189442;15;55.7527999878;149.657684326;15;94.6863409281;
88;10;35.9874076843;104.791244507;26;75.5217177868;16;57.8902931213;155.075775146;15;96.3400450945;
89;10;35.5;107.828887939;28;76.2595361471;16;59.5049781799;157.492263794;16;98.0344371796;
90;11;36.5;111.86580658;27;77.2367494106;16;60.6756057739;160.904693604;16;99.7649110556;
91;12;37.5;112.750831604;26;78.2184532881;16;61.8643417358;164.310852051;17;102.526501775;
92;12;38.5;110.009216309;28;79.2038323879;16;65.0719909668;165.708770752;19;104.373864293;
93;14;38.5;113.268722534;26;81.9477534294;16;66.2990570068;170.096755981;21;106.244199514;
94;15;39.5;116.845085144;26;84.4763154984;16;67.5457305908;174.473434448;21;109.131350636;
95;15;41.5;116.994232178;26;87.0566823483;16;69.8117523193;179.837738037;23;111.088652134;
96;15;39.5;118.747955322;27;90.6645874977;16;73.0963516235;182.188980103;24;113.051870227;
97;15;40.5;122.86630249;28;94.3578201532;16;73.3982315063;187.526702881;25;115.013357639;
98;15;42.5;124.302818298;28;97.1029192209;17;74.7154846191;192.398956299;27;116.96500206;
99;15;42.5;128.735580444;30;99.8276546001;17;83.7154846191;185.398956299;29;118.898335218;
100;15;44.5;131.161590576;31;103.519931078;17;83.7154846191;190.398956299;29;120.804709315;
101;16;48.5;132.578048706;31;106.229498625;17;86.7154846191;198.398956299;32;122.675523877;
