Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.0;6;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.0;6;20.0;1;11.8999996185;8.625;5;17.25;
5;1;10.0;10.0;6;20.0;1;12.8999996185;8.625;5;17.25;
6;1;11.0;10.0;6;20.0;1;13.8999996185;8.625;5;17.25;
7;1;12.0;10.0;6;20.0;1;14.8999996185;8.625;5;17.5949993134;
8;2;13.0;10.3000001907;5;21.3999996185;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;14.4499998093;10.1999998093;5;21.7264003754;2;16.3317184448;8.94309806824;4;19.6667137146;
10;2;14.7768793106;10.3632001877;5;22.8394274712;2;16.8000278473;9.3333568573;4;20.5355961323;
11;2;15.2777423859;10.9097137451;5;23.7717995644;2;18.8000278473;9.6677980423;4;21.336712718;
12;2;15.6973104477;11.3658018112;5;24.5351434946;2;20.8000278473;9.94955635071;4;22.0857475996;
13;2;18.2868309021;11.7372808456;5;25.1485489607;2;22.2313251495;10.1834592819;4;22.8006837368;
14;2;20.2868309021;12.0336990356;5;25.6344225407;2;22.6804122925;10.3752222061;4;23.5003640652;
15;2;21.3145961761;12.2662630081;4;26.0153459311;2;23.1002197266;10.5308046341;4;24.1414179802;
16;2;22.3240089417;12.446267128;4;26.1438889503;2;23.4848518372;10.625;4;24.6650128365;
17;2;23.3334922791;12.5;4;26.1651208401;2;23.7990074158;10.625;4;25.2655425072;
18;2;24.3430480957;12.5;5;26.1864993572;2;24.159324646;10.625;4;25.9475607872;
19;2;25.3526668549;12.5;5;26.2080165148;2;24.5685367584;10.625;4;26.7133779526;
20;2;25.7936077118;12.5;5;26.2296639681;2;25.0280265808;10.625;4;27.5622024536;
21;3;25.8033485413;12.5;4;26.2514331341;2;27.5373210907;10.625;5;28.4893260002;
22;3;25.25;12.5;4;26.2733153105;2;29.0935955048;10.625;5;29.4855060577;
23;3;25.8229923248;12.5;5;26.2953014374;2;30.6913032532;10.625;6;30.5367269516;
24;4;25.8328857422;12.5;4;26.3173824549;2;32.3220367432;10.625;6;31.6245069504;
25;4;23.8428230286;13.5;4;26.3395489454;2;32.9747047424;10.625;6;32.726849556;
26;4;22.8527965546;14.5;4;26.3617914915;2;33.6361083984;10.625;6;33.8198070526;
27;4;21.8628063202;15.5;4;26.3841004372;2;34.291885376;10.625;6;34.8794660568;
28;4;20.872844696;16.5;5;26.4064661264;2;34.9276809692;10.625;6;35.8840303421;
29;4;19.8829097748;17.5;5;27.428878665;2;35.530418396;10.625;6;36.8156280518;
30;4;19.8929958344;18.5;5;27.491328001;2;36.0893783569;10.625;6;37.6615219116;
31;4;19.9030971527;19.5;5;27.554988265;2;36.596912384;10.625;6;38.414560318;
32;4;19.3997440338;20.5;5;27.6198509932;2;37.0487365723;10.625;6;39.0728969574;
33;4;18.4289321899;21.5;5;27.6859048605;2;37.44373703;10.625;6;39.6391487122;
34;4;17.458656311;22.5;5;28.7531353235;2;37.7834892273;12.625;6;40.1192626953;
35;4;18.238910675;23.5;5;28.8715246916;2;38.0715560913;14.625;7;40.5213165283;
36;4;19.2696857452;24.5;5;28.993027091;2;38.312789917;16.625;7;40.8544559479;
37;4;19.7968635559;25.5;6;29.1176431179;2;38.5126724243;18.625;7;41.1280441284;
38;4;19.8529396057;26.5;6;29.2453644276;2;38.6768264771;20.625;7;41.25;
39;4;19.9104156494;27.5;6;29.3761734962;2;38.75;20.625;7;41.25;
40;4;19.9692783356;28.5;6;29.5100425482;2;38.75;20.625;7;41.25;
41;4;20.3525562286;29.5;6;29.6469335556;2;38.75;20.625;7;41.25;
42;4;21.4646492004;31.5;6;29.7867971659;2;38.75;20.625;7;41.25;
43;4;22.4987220764;33.5;7;29.9295723438;2;38.75;20.625;7;41.25;
44;4;22.6851139069;35.5;7;30.0751862526;2;38.75;20.625;8;41.25;
45;4;25.2838344574;37.5;8;30.2235536575;2;38.75;20.625;8;41.25;
46;4;25.5509033203;37.5;9;30.3745766878;2;38.75;20.625;8;41.25;
47;4;25.7797813416;37.7840652466;11;30.528144598;2;38.75;20.625;8;41.25;
48;4;27.6360645294;35.8247108459;11;30.6841341257;2;38.75;20.625;10;41.25;
49;4;27.8326473236;35.8658790588;11;30.8424087763;3;38.75;20.625;9;43.046875;
50;4;30.6290836334;32.5;14;31.0028195381;3;39.828125;21.0234375;9;44.537946701;
51;5;29.0;35.5;13;31.1652050018;3;40.7227668762;21.3489723206;9;45.7506084442;
52;5;31.0651626587;32.5;13;31.3293921947;3;41.4503631592;21.6102333069;9;46.7202854156;
