Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.0;6;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.0;6;20.0;2;12.2999992371;8.625;4;18.25;
5;1;10.0;10.0;6;20.0;2;13.5;8.625;4;18.2875000238;
6;1;11.0;10.0;6;20.0;2;14.5225000381;8.625;4;18.3260172606;
7;1;12.0;10.0;6;20.0;2;15.5456104279;8.625;4;18.7213094234;
8;1;13.0;10.0;6;20.3999996185;2;16.2327861786;8.79749965668;4;19.0645833015;
9;2;14.0;10.5;5;21.7264003754;2;16.4387512207;8.94309806824;4;19.9107559919;
10;2;14.7768793106;10.3632001877;5;22.8494274616;2;16.9464530945;9.3333568573;4;20.6481348276;
11;2;15.282242775;10.9097137451;5;23.7921946049;2;18.9464530945;9.6677980423;4;21.2830202579;
12;2;15.7064886093;11.3658018112;4;24.5663278103;2;20.9464530945;9.94955635071;4;21.8250879049;
13;2;18.2960090637;11.7372808456;4;25.1909153461;2;22.0749282837;10.1834592819;3;22.2857775688;
14;2;20.2960090637;12.0336990356;4;25.6883610487;2;23.1212272644;10.3752222061;3;22.6770049334;
15;2;21.3388690948;12.2662630081;4;26.0812431574;2;24.1692657471;10.5308046341;4;22.9483398199;
16;2;22.3536624908;12.446267128;4;26.2221269608;2;25.2190322876;10.625;4;23.0341341496;
17;2;23.3687000275;12.5;4;26.2560760975;2;26.2705078125;10.625;4;23.1227318048;
18;2;24.3839759827;12.5;5;26.2905418873;2;27.3236656189;10.625;4;23.2140699625;
19;2;25.3994865417;12.5;5;26.3255085945;2;27.9284420013;10.625;4;23.3080689907;
20;2;25.8464794159;12.5;6;26.3609591722;2;27.9848403931;10.625;4;23.4046320915;
21;2;25.8624305725;12.5;6;26.3968753815;2;28.0427799225;10.625;5;23.5036454201;
22;2;25.8785934448;12.5;6;26.4332377911;2;28.1021881104;10.625;5;23.6049773693;
23;2;25.8949565887;12.5;7;26.4700255394;3;28.1629867554;10.625;4;23.708479166;
24;2;25.9115104675;12.5;7;26.5072168112;3;28.2250881195;10.625;4;23.8139853477;
25;3;23.9282474518;13.5;6;26.5447884798;3;28.2883911133;10.625;4;23.9213142395;
26;3;22.9451541901;14.5;6;26.5827163458;3;28.3527889252;10.625;4;24.0302686691;
27;3;21.962223053;15.5;6;26.6209751368;3;28.4181613922;10.625;4;24.1406378746;
28;3;20.9794387817;16.5;6;26.6595385075;3;28.4843826294;10.625;4;24.2521979809;
29;3;19.9967918396;17.5;6;26.6983793974;3;28.5513191223;10.625;3;24.3647143841;
30;3;19.0142707825;18.5;5;26.7374696732;3;24.75;12.625;3;24.477943182;
31;3;18.0318603516;19.5;5;26.7767804861;3;25.75;12.2389717102;4;24.5916330814;
32;3;17.0495510101;20.5;5;26.8162822723;4;23.75;13.2958164215;3;24.7055282593;
33;3;16.0673274994;21.5;6;26.8559447527;4;24.75;12.3527641296;3;24.8193695545;
34;3;15.0851745605;22.5;6;26.8957372904;4;25.75;12.4096851349;3;24.9328980446;
35;3;14.8530817032;23.5;7;26.9356285334;4;26.75;14.4096851349;3;25.0458562374;
36;3;14.8710327148;24.5;7;26.9755871296;4;26.75;16.4096851349;3;25.1579911709;
37;3;14.8890142441;25.5;7;27.015581131;4;26.75;18.4096851349;3;26.269056797;
38;3;14.9070110321;26.5;7;27.0555787086;4;27.75;21.4096851349;3;26.398815155;
39;3;14.9250106812;27.5;8;28.0955479145;4;28.75;24.4096851349;4;26.5272350311;
40;3;15.9429969788;28.5;8;28.1654565334;4;29.75;25.7435188293;4;26.6540962458;
41;3;16.9609565735;29.5;8;28.2461642027;4;30.75;26.7967567444;4;26.7791913748;
42;3;18.460773468;27.5;10;28.3279335499;5;31.75;25.7967567444;3;26.9023292065;
43;3;18.9967346191;28.5;11;28.4107328653;5;32.4111366272;25.625;3;27.023334384;
44;4;20.0145263672;29.5;10;28.4945278168;5;33.4236869812;25.625;3;28.1420483589;
45;4;20.0;30.5;12;28.5792816877;5;35.4363327026;26.625;4;28.2983310223;
46;4;22.5608291626;31.5;11;28.6649549007;6;33.75;27.625;1;28.453243494;
47;4;23.0673484802;32.5;11;28.7515052557;6;33.75;28.625;1;28.606683135;
48;4;23.6034526825;32.5;12;28.8388873339;6;34.4748077393;30.625;1;28.758562088;
49;4;24.6255321503;32.2141723633;11;28.9270534515;6;34.4878005981;32.625;1;28.9088069201;
50;4;26.0;30.5;12;29.015953064;6;34.5008621216;33.2227668762;1;29.0573583841;
51;4;26.6711845398;29.5;12;30.105532527;6;34.5139884949;33.2631454468;1;29.2041695118;
