Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.0;6;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.0;6;20.0;1;11.8999996185;8.625;6;17.25;
5;1;10.0;10.0;6;20.0;1;12.8999996185;8.625;5;17.25;
6;1;11.0;10.0;6;20.0;1;13.8999996185;8.625;5;17.25;
7;1;12.0;10.0;6;20.0;1;14.8999996185;8.625;5;17.5949993134;
8;1;13.0;10.0;6;20.3999996185;1;15.5569992065;8.79749965668;5;17.8861961365;
9;1;14.0;10.1999998093;6;20.7264003754;1;15.7317180634;8.94309806824;5;18.6667137146;
10;2;14.3268795013;10.6632003784;5;22.8194274902;1;16.2000274658;9.3333568573;5;19.3355960846;
11;2;15.2687425613;10.9097137451;5;23.8616036177;1;17.2000274658;9.6677980423;5;19.8991127014;
12;2;15.7377223969;11.3658018112;5;24.7499927282;1;18.2000274658;9.94955635071;5;20.3669185638;
13;2;18.3272418976;11.7372808456;5;25.5051221848;1;19.2000274658;10.1834592819;5;20.7504444122;
14;2;20.3272438049;12.0336990356;5;26.1508610249;1;19.4502677917;10.3752222061;5;21.0616092682;
15;2;21.5469932556;12.2662630081;5;26.7112461329;1;19.6369667053;10.5308046341;5;21.25;
16;2;22.6371631622;12.446267128;5;27.0402543545;2;20.75;10.625;4;22.25;
17;2;23.7368564606;12.5;5;27.2842636108;2;21.75;10.625;4;22.3550000191;
18;2;24.846660614;12.5;5;27.5518820286;2;22.4130001068;10.625;4;22.4698647261;
19;2;25.9670906067;12.5;5;27.8440244198;2;22.481918335;10.625;4;22.5952684879;
20;2;26.5298118591;12.5;6;28.1613030434;2;22.5571613312;10.625;4;22.7318768501;
21;2;26.672586441;12.5;7;28.5039470196;2;23.75;11.069562912;5;22.880333066;
22;2;26.8267765045;12.5;7;28.871723175;2;24.75;11.1140995026;5;23.0412415266;
23;2;26.992275238;12.5;7;29.263862133;2;25.75;11.1623725891;5;23.2151488066;
24;2;27.1687374115;12.5;7;29.6789975166;2;26.75;11.6075744629;5;23.4025228024;
25;2;25.3555488586;13.5;7;30.1151270866;2;26.75;11.7012615204;5;23.6037294865;
26;2;24.5518074036;14.5;7;30.5695996284;2;26.75;11.801864624;5;23.8190078735;
27;3;23.7563209534;15.5;6;31.0391392708;2;26.75;11.9095039368;5;24.0484457016;
28;3;22.9676132202;16.5;6;31.5199065208;2;26.75;12.0242233276;5;24.2919540405;
29;3;22.1839580536;17.5;6;32.007601738;2;26.75;12.1459770203;5;24.549243927;
30;3;21.403421402;18.5;6;32.4976010323;2;26.75;12.2746219635;5;24.8198068142;
31;3;20.6239204407;19.5;6;32.9851250648;2;26.75;12.4099035263;6;25.102899313;
32;3;19.8433074951;20.5;7;33.465420723;2;26.75;12.5514497757;7;25.3975343704;
33;3;19.0594387054;21.5;7;33.9339466095;3;26.75;12.6987667084;6;25.7024803162;
34;3;18.270275116;22.5;7;34.3865451813;3;26.75;12.8512401581;6;26.0162696838;
35;3;18.2239456177;23.5;8;34.8195896149;3;26.75;13.0081348419;7;26.3372173309;
36;3;18.4188156128;24.5;8;35.2300891876;3;26.75;13.1686086655;8;26.6634492874;
37;3;18.6035404205;25.5;8;35.6157541275;3;27.75;15.1686086655;8;26.9929418564;
38;3;17.6035404205;24.5;8;36.9750175476;3;28.75;17.1686096191;8;27.3235664368;
39;3;18.6035404205;24.5;9;37.3370096684;3;29.75;18.625;8;27.6531443596;
40;3;20.6035404205;25.5;9;37.6720974445;3;30.5918865204;19.625;8;27.9795031548;
41;3;22.7024440765;25.5;10;37.9806125164;3;30.7877025604;20.625;8;28.3005337715;
42;3;23.8412761688;26.5;11;38.2633554935;3;30.9803199768;20.625;9;28.6142449379;
43;3;22.349981308;27.5;11;38.5214937925;4;31.1685466766;20.625;8;28.9188122749;
44;3;22.8701076508;28.5;12;38.7564646006;4;31.3512878418;20.625;8;29.2126188278;
45;3;24.8849010468;29.5;12;38.9698839188;4;29.3512878418;21.625;8;29.4942865372;
46;3;23.8999385834;29.5;13;39.1634657383;4;28.3512878418;22.625;8;29.7626972198;
47;3;25.349981308;28.3792533875;14;39.2905418873;4;27.3512878418;23.625;8;30.0169973373;
48;3;27.349981308;28.4033794403;15;39.3255085945;4;26.75;24.625;8;30.2565994263;
49;3;29.9464607239;27.5;15;39.3609591722;4;26.75;25.1282997131;8;30.4811697006;
50;3;31.349981308;28.452671051;16;39.3968753815;4;26.75;25.2405853271;9;30.6906089783;
51;3;33.4785957336;27.5;16;39.4332377911;4;26.75;25.3453044891;9;30.8850278854;
