Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.0;6;20.0;1;11.8999996185;8.625;4;17.25;
3;1;8.0;12.0;6;20.0;1;11.8999996185;8.625;4;17.25;
4;1;9.0;11.0;6;20.0;1;11.8999996185;8.625;4;17.25;
5;1;10.0;10.0;6;20.0;1;12.8999996185;8.625;4;17.25;
6;1;11.0;10.0;6;20.0;1;13.8999996185;8.625;4;17.25;
7;1;12.0;10.0;6;20.0;1;14.8999996185;8.625;4;17.5949993134;
8;1;13.0;10.0;6;20.3999996185;1;15.5569992065;8.79749965668;4;17.8861961365;
9;1;14.0;10.1999998093;6;20.7264003754;1;15.7317180634;8.94309806824;4;18.6667137146;
10;1;14.3268795013;10.3632001877;6;21.8194274902;2;16.8000278473;9.3333568573;3;20.3355960846;
11;2;14.8187427521;11.2097139359;5;23.7316036224;2;18.8000278473;9.6677980423;3;21.0041127205;
12;2;15.6792221069;11.3658018112;5;24.5145616531;2;20.8000278473;9.94955635071;3;21.5867832899;
13;2;18.268743515;11.7372808456;5;25.1485819817;2;21.9319458008;10.1834592819;3;22.0957129002;
14;2;20.268743515;12.0336990356;5;25.6560795307;2;23.007188797;10.3752222061;3;22.5434861183;
15;2;21.3243408203;12.2662630081;5;26.0596417189;2;24.0891532898;10.5308046341;3;22.880333066;
16;2;22.3439407349;12.446267128;5;26.211841464;2;25.1782264709;10.625;3;23.0412415266;
17;2;23.3640708923;12.5;5;26.2577478886;2;26.274772644;10.625;3;23.2151488066;
18;2;24.3847293854;12.5;6;26.3048160076;2;27.3791160583;10.625;4;23.4025228024;
19;2;25.4059104919;12.5;6;26.3530313969;3;28.041513443;10.625;4;23.6037294865;
20;2;25.8588638306;12.5;6;26.4023760557;3;28.1622371674;10.625;5;23.8190078735;
21;2;25.8810691833;12.5;6;26.4528282881;3;28.2914047241;10.625;5;24.0484457016;
22;2;25.9037723541;12.5;7;26.5043625832;3;28.4290676117;10.625;5;24.2919540405;
23;2;25.9269638062;12.5;7;26.5569496155;3;28.5751724243;10.625;5;24.549243927;
24;2;25.9506263733;12.5;7;26.6105561256;3;28.7295455933;10.625;5;24.8198068142;
25;2;23.9747505188;13.5;7;26.6651450396;3;28.8918838501;10.625;4;25.102899313;
26;2;22.9993152618;14.5;7;26.72067523;3;29.0617408752;10.625;4;25.3975343704;
27;2;22.0243034363;15.5;7;26.7771017551;3;29.2385215759;10.625;4;25.7024803162;
28;2;21.0496959686;16.5;6;26.8343759775;3;29.4214878082;10.625;4;26.0162696838;
29;2;20.0754699707;17.5;6;26.8924454451;3;29.6097621918;10.625;4;26.3372173309;
30;2;19.101600647;18.5;6;26.9512542486;3;29.8023300171;10.625;4;26.6634492874;
31;2;18.1280651093;19.5;7;27.0107431412;3;29.9980697632;10.625;3;26.9929418564;
32;2;17.1548347473;20.5;7;27.0708494186;3;30.195766449;10.625;3;27.3235664368;
33;2;16.1818828583;21.5;6;27.1315076351;3;30.3941402435;10.625;3;27.6531443596;
34;2;15.2091789246;22.5;6;27.1926498413;3;30.5918865204;12.625;3;27.9795031548;
35;2;14.9866924286;23.5;6;27.2542052269;3;30.7877025604;14.625;3;28.3005337715;
36;3;15.0143928528;24.5;6;27.3161010742;3;30.9803199768;16.625;4;28.6142449379;
37;3;15.0422458649;25.5;6;27.3782629967;3;31.1685466766;18.625;5;28.9188122749;
38;3;15.0702180862;26.5;6;27.4406147003;3;31.3512878418;20.625;5;29.2126188278;
39;3;15.0982761383;27.5;6;27.5030794144;3;31.5275707245;20.625;6;29.4942865372;
40;3;15.1263856888;28.5;6;27.5655794144;3;31.6965713501;20.625;7;29.7626972198;
41;3;15.154510498;29.5;6;27.628036499;3;31.8576183319;20.625;7;30.0169973373;
42;4;16.1826171875;27.5;6;27.690372467;3;32.0102005005;20.625;8;30.2565994263;
43;4;15.2106676102;28.5;7;27.7525100708;3;32.1539611816;20.625;7;30.4811697006;
44;4;16.2386302948;27.5;7;28.8143725395;3;32.2887039185;20.625;6;30.6906089783;
45;4;17.0;28.5;7;29.0458842516;3;32.4143638611;20.625;7;30.8850278854;
46;4;20.0;29.5;8;29.3038823605;4;32.5310173035;20.625;6;31.0647182465;
47;4;20.0;30.5;8;29.5918323994;4;32.6388320923;20.625;6;31.2301235199;
48;4;21.7174224854;31.5;9;29.9134083986;4;32.7380752563;20.625;7;31.3818092346;
49;4;22.0;32.5;10;31.2724065781;4;32.8290863037;20.625;7;31.5204315186;
50;4;25.0;32.5;11;31.74261868;4;32.9122581482;20.625;7;31.6467132568;
51;4;27.4290523529;33.2478637695;12;33.7069557905;4;32.98802948;20.625;7;31.75;
52;4;27.0;34.5887527466;14;35.4926939011;4;33.0499992371;20.625;7;31.75;
53;4;28.0;37.1031341553;14;37.1412726641;4;33.0499992371;20.625;7;32.8093748093;
54;5;29.0;39.4875602722;13;38.6990995407;4;33.6856269836;21.0234375;8;34.7012577057;
55;5;31.0;37.8802757263;14;40.2090681791;4;35.2207527161;22.3489723206;8;35.4834775925;
56;5;34.0;35.1425819397;14;41.4407907724;4;36.6660842896;23.6102333069;8;36.1373085976;
57;5;35.904006958;34.5;14;42.7306132317;4;37.0336761475;24.8168411255;9;36.6827862263;
58;6;36.4713668823;34.5;12;44.1016681194;5;37.3355407715;25.9782962799;8;36.9318779707;
59;6;37.0404968262;34.5;12;45.535639286;5;37.4588623047;27.0;8;37.1219338179;
60;6;35.6357727051;35.5;13;47.0087416172;5;37.5460586548;27.6059207916;9;37.2577478886;
61;6;35.2465057373;36.5;13;48.4931511879;5;35.6000022888;29.6059207916;9;37.3048160076;
62;6;34.8601913452;37.5;13;50.9592370987;5;34.6000022888;31.6059207916;10;37.3530313969;
63;6;35.4635467529;39.5;13;52.408274889;5;33.6000022888;33.6059188843;11;37.4023760557;
64;6;36.0437011719;41.5;13;54.78571558;5;32.6000022888;35.6059188843;12;37.4528282881;
65;6;38.5894126892;41.5;13;56.10212183;5;31.6000022888;37.6059188843;11;38.5043625832;
66;6;41.0920410156;42.5;14;59.1645547152;5;31.6000022888;39.7521820068;11;38.6169495583;
67;6;42.8225708008;43.5;15;61.7937746048;6;31.6000022888;41.7784729004;10;38.733520031;
68;6;44.4897117615;45.0974121094;16;64.0317385197;6;30.6000022888;43.8052787781;10;38.8541059494;
