Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.0;6;20.0;2;12.8999996185;8.625;4;18.25;
3;1;8.0;12.0;6;20.0;2;13.8999996185;8.625;3;18.3999999762;
4;1;9.0;11.0;6;20.0;2;14.8999996185;8.625;3;18.570775032;
5;1;10.0;10.0;6;20.0;2;16.6924648285;8.625;3;18.7646545172;
6;1;11.0;10.0;5;20.0;2;17.8087921143;8.625;3;19.3442033529;
7;1;12.0;10.0;5;20.0;2;18.9495220184;8.79749965668;3;19.9021677971;
8;1;13.0;10.0;5;20.3999996185;2;19.9413013458;8.94309806824;3;21.0653979778;
9;1;14.0;10.1999998093;5;20.7264003754;2;20.6392383575;9.3333568573;3;22.1804671288;
10;2;14.3268795013;10.6632003784;4;22.8194274902;2;21.3082790375;9.6677980423;3;23.2604737282;
11;2;15.2687425613;10.9097137451;4;23.8616036177;2;23.3082790375;9.94955635071;3;24.3211779594;
12;2;15.7377223969;11.3658018112;4;24.7499927282;2;25.3082790375;10.1834592819;3;25.378736496;
13;2;18.3272418976;11.7372808456;4;25.5051221848;2;27.1571903229;10.3752222061;3;26.4476318359;
14;2;20.3272438049;12.0336990356;4;26.1508610249;2;28.8329696655;10.5308046341;4;27.4769949913;
15;2;21.5469932556;12.2662630081;3;26.7112461329;2;30.3375530243;10.625;4;28.3969092369;
16;2;22.6371631622;12.446267128;3;27.0402543545;2;31.8895015717;10.625;4;29.3869771957;
17;2;23.7368564606;12.5;3;27.2842636108;2;33.483543396;10.625;4;30.4336385727;
18;2;24.846660614;12.5;4;27.5518820286;2;35.111541748;10.625;4;31.5188102722;
19;2;25.9670906067;12.5;4;27.8440244198;2;35.9112854004;10.625;4;32.6207761765;
20;2;26.5298118591;12.5;5;28.1613030434;2;36.5724639893;10.625;4;33.7156934738;
21;2;26.672586441;12.5;5;28.5039470196;2;37.2294158936;10.625;4;34.7795543671;
22;3;26.8267765045;12.5;4;28.871723175;2;37.8677330017;10.625;5;35.7902727127;
23;3;26.992275238;12.5;4;29.263862133;2;38.4741630554;10.625;5;36.7295351028;
24;3;27.1687374115;12.5;4;29.6789975166;2;39.0377197266;10.625;5;37.5840778351;
25;3;27.3555488586;12.5;4;30.1151270866;2;39.5504455566;10.625;5;38.3462123871;
26;3;27.5518074036;12.5;3;30.5695996284;2;40.0077285767;10.625;5;39.0136127472;
27;3;27.7563209534;12.5;3;31.0391392708;2;40.4081687927;10.625;5;39.5885124207;
28;3;27.9676132202;12.5;3;31.5199065208;2;40.7531051636;10.625;5;40.0765895844;
29;3;28.1839580536;12.5;3;32.007601738;2;41.0459518433;12.625;5;40.4857692719;
30;3;26.1839580536;13.5;3;32.4976010323;2;41.2914619446;14.625;6;40.82513237;
31;3;25.1839580536;13.5;3;32.9851250648;3;41.4950790405;16.625;5;41.10405159;
32;3;25.1839580536;14.5;3;33.465420723;3;41.6624298096;18.625;6;41.25;
33;3;25.0594387054;15.5;3;33.9339466095;3;41.75;20.625;6;41.25;
34;3;24.270275116;16.5;3;34.3865451813;3;41.75;20.625;6;41.25;
35;3;23.270275116;15.5;4;34.8195896149;3;41.75;20.625;6;41.25;
36;3;23.270275116;15.5;5;35.2300891876;3;41.75;20.625;6;41.25;
37;3;23.270275116;15.5;5;36.6157541275;3;41.75;20.625;6;41.25;
38;3;26.270275116;18.5;5;37.0150175095;3;41.75;20.625;6;42.25;
39;3;29.270275116;21.5;6;37.3881936073;3;42.75;21.625;6;42.2699999809;
40;3;30.270275116;23.5;5;37.7350599766;3;43.75;22.625;6;42.2901959419;
41;3;31.270275116;25.5;6;38.0559538603;3;44.3741188049;23.625;6;42.3105818033;
42;3;32.7954750061;27.5;6;38.3516796827;3;44.3863487244;24.625;6;42.3311508894;
43;3;32.712928772;28.3482894897;8;38.6234066486;3;44.39868927;25.625;7;44.1514744759;
44;3;33.380531311;27.5;10;38.8725717068;3;45.4908828735;26.0234375;7;45.6662442684;
45;3;33.4926567078;27.5;10;39.1007883549;5;47.3997459412;27.3489723206;6;47.9028451443;
46;4;32.9864883423;28.4471225739;9;39.3097656965;6;48.4503631592;28.6102333069;5;48.8716933727;
47;4;33.0583267212;28.4816627502;11;39.4528282881;6;49.0321731567;29.8168411255;6;49.6382376552;
48;4;33.7537727356;27.5;12;39.5043625832;6;50.21144104;30.9782962799;6;50.032258153;
49;4;33.0999984741;28.5;11;39.5569496155;6;50.4600067139;32.0;7;50.1642431617;
50;4;33.0999984741;28.5898647308;11;39.6105561256;6;50.5501327515;32.4570121765;7;50.1728423238;
51;4;33.8247489929;27.5;12;39.6651450396;6;48.3385772705;34.0;7;50.1832629442;
52;4;33.0999984741;28.5;11;39.72067523;6;47.3297195435;36.0;7;51.1953294873;
53;4;33.8743057251;27.5;11;39.7771017551;6;47.3217468262;39.0;8;51.1588828564;
54;4;33.0999984741;28.5;13;39.8343759775;7;47.3145751953;42.0;8;51.1287781;
55;4;33.0999984741;28.7840633392;13;39.8924454451;7;46.8511161804;45.0;8;51.104383409;
56;4;33.0999984741;28.8247108459;13;39.9512542486;7;45.8210067749;48.0;10;51.085128665;
57;4;33.0999984741;28.8658790588;13;41.4397685528;7;44.7939071655;51.0;11;51.0704990029;
58;5;33.7255020142;29.4348373413;14;42.6707162857;7;45.2771492004;51.0;11;51.0600297451;
59;5;35.2018241882;28.3899993896;15;43.6801254749;7;46.259437561;52.0;12;51.0533011556;
60;5;35.6560554504;28.6872596741;14;44.5060737133;8;47.2434921265;53.0;11;51.0499340296;
61;5;36.0277328491;28.9097423553;14;45.0362176895;8;47.8000030518;53.7666130066;12;51.049585402;
62;5;36.2662963867;29.0;16;45.3572788239;8;49.2162284851;53.7797737122;12;51.0519452095;
63;5;36.410774231;29.0;16;45.6526236534;8;50.2046051025;54.1101379395;12;51.0567330122;
64;5;35.3295059204;30.0;15;46.8142359257;8;51.1941452026;55.1286125183;12;51.0636947751;
65;5;37.3499984741;30.0;15;46.9920332432;8;52.1847305298;56.1470947266;13;51.0726005435;
66;5;38.6694145203;31.0;15;47.1742713451;8;52.1762580872;57.1655807495;13;52.0832419991;
67;5;38.7230873108;32.0;16;47.3607550859;8;53.1686325073;59.1840515137;14;52.1554301381;
68;5;38.777305603;33.0;16;47.551268816;8;54.1617698669;60.7447357178;15;52.2319576144;
69;5;37.3499984741;35.0;16;47.7455779314;8;54.1555938721;61.7614440918;17;52.3127379417;
70;5;36.3499984741;35.665145874;18;47.9434295893;8;54.1500320435;62.7782745361;17;52.3976908326;
71;6;35.9419708252;37.665145874;17;48.1445550919;8;54.1450309753;63.795211792;19;52.4867395759;
72;6;34.997089386;39.665145874;16;48.348670125;8;54.1405296326;64.8122406006;21;52.5798086524;
73;6;34.0521011353;41.665145874;16;48.5554773808;8;54.1364746094;65.8293151855;22;52.6768211722;
74;6;33.1068649292;43.665145874;17;48.7646683455;8;54.1328277588;66.8464279175;23;52.7776963115;
75;6;32.1612548828;45.665145874;18;48.975923419;8;54.1295471191;67.8635635376;24;52.8823474646;
76;6;31.2151412964;46.9155807495;18;49.1889162064;8;54.1265945435;68.8806915283;25;53.2235392332;
77;6;30.2683944702;47.9629058838;18;49.4033124447;8;54.1427764893;69.9694671631;26;53.5883623958;
78;7;29.3208999634;49.0117645264;15;69.6187727451;8;54.1596717834;71.0614700317;27;53.9777958393;
79;7;31.3725414276;48.0621185303;15;71.6349534988;8;54.1772956848;72.15675354;28;54.3926645517;
80;7;33.4232139587;48.1139030457;15;73.4211120605;8;54.1956748962;73.2553405762;29;54.8335891366;
81;8;34.4728240967;48.1670608521;11;91.9535007477;8;54.2148284912;74.3572692871;29;55.3009334803;
82;8;31.4728240967;52.2215156555;12;94.594848156;8;54.2347755432;75.4625320435;29;55.7947520018;
83;8;30.4728240967;55.277179718;12;96.8663284779;8;54.2555389404;76.571144104;31;56.314737916;
84;8;30.3499984741;58.3339576721;14;98.7837808132;8;54.2771339417;77.2636642456;32;56.8601756096;
85;9;31.3499984741;62.391746521;13;100.379164219;8;54.2995834351;77.6192779541;32;57.4299054742;
86;9;31.75;66.4504241943;13;101.624954224;10;55.3228988647;78.9908905029;28;79.0222995877;
87;9;31.75;67.5098876953;14;102.439471006;11;57.3470993042;81.3773345947;27;81.48025769;
88;9;30.75;71.5699768066;14;103.1296134;11;56.3722000122;84.7771148682;27;83.7273808718;
89;9;30.75;76.2828140259;15;103.714441776;11;55.3982162476;88.1884460449;27;85.7373080254;
90;9;30.75;80.3681640625;16;104.16258502;11;54.4251556396;91.6092147827;28;87.5097980499;
91;9;30.75;82.3681640625;16;105.361052513;13;53.4530258179;94.037109375;25;93.3136806488;
92;9;32.0;86.1012573242;19;105.616021633;14;54.4818344116;97.4695892334;25;95.795106411;
93;9;34.0;89.1738891602;19;105.870195627;15;55.5115852356;101.904037476;29;97.2150985003;
94;9;35.0;92.2432250977;18;106.123398185;15;54.5422821045;106.337783813;29;101.982661009;
95;9;36.0;95.3093185425;17;106.371400833;15;54.3087692261;110.840332031;28;105.971718669;
96;9;37.0;98.3681640625;18;106.562375665;15;57.055519104;112.343070984;27;109.291372657;
97;9;38.0;102.0;20;106.754939437;15;59.1492462158;111.843696594;28;113.067301393;
98;9;39.0;105.405715942;22;106.948867321;16;63.2473106384;113.340065002;28;116.302445889;
99;9;40.0;108.484352112;24;107.143936276;16;68.1545410156;115.83026123;29;122.157217264;
100;9;45.2143936157;111.566223145;26;107.339926481;16;71.4406890869;118.411514282;29;127.013832331;
101;9;48.7339935303;114.651329041;27;107.536622882;16;74.7330780029;120.993873596;30;131.076755404;
102;9;51.3536643982;116.739654541;29;107.733813167;17;77.2746276855;124.329223633;29;134.503091455;
103;9;54.3733825684;113.831161499;30;107.931288719;17;79.7703552246;127.129348755;31;136.818723321;
104;9;56.3931274414;112.925811768;31;108.128843546;17;82.2973022461;128.7315979;31;139.901387095;
105;9;57.4128837585;114.023536682;32;108.32627368;17;85.8574371338;131.301727295;32;142.371115208;
106;9;60.4326248169;112.124237061;33;108.523376942;17;89.4526062012;133.863922119;30;145.004025102;
107;9;61.4523353577;112.227806091;34;108.719951153;17;92.0843048096;136.415908813;31;147.823727131;
108;9;63.4719924927;112.334121704;28;109.798991919;17;94.7535934448;139.955291748;31;151.857506514;
109;9;64.5798950195;110.003074646;30;110.908047676;17;98.4608688354;144.479644775;32;155.380902052;
110;9;62.6908035278;113.694587708;30;112.040486336;17;102.205665588;147.962310791;32;159.173020363;
111;9;64.7619094849;111.984024048;31;113.189180851;17;106.986465454;151.368255615;34;163.373995543;
112;9;63.7189216614;113.293731689;32;115.346693039;17;111.466255188;154.761581421;34;168.021122694;
113;9;62.8346710205;118.623291016;31;117.56546402;17;115.757827759;155.139694214;35;173.134648323;
114;10;65.9505462646;119.623291016;29;118.800963879;17;113.002311707;162.761581421;35;178.705470324;
115;10;67.1781005859;119.623291016;31;120.026202083;17;115.13495636;164.761581421;36;184.683400869;
116;10;68.4026184082;121.235656738;31;121.234363675;17;114.46295166;172.761581421;37;190.970987558;
117;10;69.5234375;123.583320618;32;122.419133663;17;115.711044312;177.761581421;35;197.422179699;
