Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;11.0;10.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;1;11.0;10.0;5;20.0;2;8.0;12.3000001907;5;24.0;
4;1;11.0;10.0;5;20.0;2;9.19999980927;11.5;5;24.0750000477;
5;2;12.4499998093;10.0;4;21.0;2;9.81500053406;11.5;5;24.1548187733;
6;2;13.4499998093;10.0;4;21.0599999428;2;10.9464464188;11.5;5;24.2396422625;
7;2;14.4770002365;10.0;4;21.5335636139;2;11.9718933105;11.5;5;24.32964468;
8;2;14.6901044846;10.1999998093;4;21.9377998114;2;12.2988929749;11.5;5;24.8982805014;
9;2;14.8720092773;10.3632001877;4;23.1372920275;2;12.4694843292;11.7299995422;5;25.3755149841;
10;2;15.411781311;10.9097137451;3;24.1638869047;2;12.612654686;11.9106416702;5;25.6777273417;
11;2;17.411781311;11.3658018112;3;25.029558897;2;12.7033185959;12.0;5;27.0425190926;
12;2;19.411781311;11.7372808456;3;25.7537147999;2;14.6991405487;12.6000003815;5;28.1780595779;
13;2;20.5775852203;12.0336990356;4;26.3590377569;2;16.6991405487;13.0788002014;5;29.1130933762;
14;2;21.6406726837;12.2662630081;4;26.8683357239;2;18.6991405487;13.4505519867;5;29.8831698895;
15;2;22.7078533173;12.446267128;4;27.1343436241;2;19.8716163635;13.7328653336;5;30.5241334438;
16;2;23.7791976929;12.5;4;27.3022236824;2;20.9374866486;13.943564415;5;30.8707222939;
17;2;24.8547439575;12.5;4;27.4794437885;2;22.0076026917;14.0;6;31.1184449196;
18;2;25.9344921112;12.5;4;27.6659116745;2;23.0819187164;14.0;6;31.3798191547;
19;2;26.4496612549;12.5;4;27.8614320755;2;22.3999996185;15.0;5;31.6542665958;
20;2;26.5376434326;12.5;3;28.0656974316;3;23.3999996185;14.0;5;31.9409706593;
21;2;26.6295642853;12.5;5;28.2782821655;3;22.3999996185;15.0;5;32.2388696671;
22;2;26.725227356;12.5;5;28.4986391068;3;22.3999996185;15.2716608047;5;32.5466594696;
23;2;26.8243865967;12.5;5;28.726098299;3;23.3999996185;14.0;6;32.8628044128;
24;2;26.9267444611;12.5;5;28.9598701;3;23.8588409424;14.0;6;33.1855583191;
25;2;27.0319404602;12.5;5;29.1990513802;3;22.3999996185;15.0;6;33.5129971504;
26;2;27.1395721436;12.5;6;29.442636013;3;23.3999996185;14.0;6;33.8430604935;
27;2;27.2491855621;12.5;6;29.6895294189;3;24.1529178619;14.0;6;34.1735987663;
28;2;27.36028862;12.5;6;29.938565731;3;24.25207901;14.0;6;34.5024294853;
29;2;27.4723548889;12.5;6;30.1885280609;3;24.3507289886;14.0;5;35.827393055;
30;2;27.5848388672;12.5;6;30.4381728172;3;23.448217392;15.0;5;36.1764104366;
31;2;27.697177887;12.5;6;30.6862530708;3;23.5439224243;16.0;5;36.5181267262;
32;2;27.8088150024;12.5;6;30.9315438271;3;23.637260437;17.5302963257;5;36.8507702351;
33;2;27.9191951752;12.5;6;31.1728658676;3;23.7277011871;18.0;5;37.1727850437;
34;2;28.0277900696;12.5;6;31.4091095924;3;23.814781189;19.5617580414;4;37.4828613997;
35;2;28.1340999603;12.5;6;31.6392536163;3;22.8981075287;20.577917099;4;37.7799497843;
36;2;28.237663269;14.5;6;31.8623819351;3;21.9773712158;21.5943546295;5;38.0632667542;
37;2;28.3380718231;16.5;6;32.0776972771;3;22.0189800262;22.0;5;38.3322889805;
38;2;28.4349632263;18.5;6;32.2845292091;3;22.0996875763;23.0;6;38.5867426395;
39;2;28.5280380249;20.5;6;32.4823384285;4;22.1760234833;24.0;5;38.8265786171;
40;2;28.6170520782;22.5;6;32.6707181931;4;20.788860321;24.0;5;39.0519486666;
41;2;28.7018241882;22.5;7;32.8493909836;4;23.1971473694;25.0;5;39.2631759644;
42;2;28.7822265625;22.5;7;33.0182008743;4;25.2079238892;26.0;6;39.4607236385;
43;2;28.8581905365;22.5;7;33.1771059036;4;26.0082454681;27.0;6;39.6451678276;
44;2;28.9296970367;22.5;8;33.326166153;4;27.0525436401;29.0;7;39.8171657324;
45;2;28.9967746735;22.5;8;33.4655323029;4;28.5451507568;29.0;8;39.9774314165;
46;2;29.0594902039;22.5;8;33.5954332352;4;29.5932292938;29.0;8;40.0827163458;
47;3;30.1179447174;23.5;8;34.7161617279;4;28.6046085358;30.0;9;41.1209751368;
48;3;31.1722717285;24.5;8;34.9580630064;4;29.0160865784;32.0;9;41.3570384979;
49;3;31.2226295471;25.5;9;35.2069534063;4;29.8978614807;34.0;10;41.6300206184;
50;4;31.2691841125;26.5;5;40.4377241135;6;30.339006424;36.0;6;59.1956804991;
51;4;32.946975708;28.5;6;40.768335104;6;31.9212417603;36.0;6;60.4227644205;
52;4;34.0282516479;29.5;6;41.1154867411;6;34.5430793762;37.0;6;61.5922687054;
53;4;34.1184196472;30.5;6;41.4802129269;6;34.9448852539;38.0;6;62.7136343718;
54;4;34.2181129456;31.5;8;41.8634872437;6;35.9637985229;38.0;6;63.8006776571;
55;5;34.3279190063;32.5;7;42.2661659718;6;36.1290855408;39.0;6;64.8693879843;
56;5;34.4483451843;33.5;7;43.9199588299;6;34.5499992371;41.9678153992;7;65.93577981;
57;5;35.1337776184;35.0;8;45.3723955154;6;34.1426773071;42.0;7;67.0139570236;
58;6;35.7306938171;36.3754272461;7;46.6592619419;6;33.7633399963;44.0;7;68.9929251671;
59;6;34.5942420959;37.7332687378;8;47.817176342;6;34.8728752136;47.0;8;69.9739363194;
60;6;34.8585472107;38.6720657349;8;48.7311315536;6;36.1551818848;50.0;8;71.0234174728;
61;6;34.998626709;39.0145111084;10;49.4839949608;6;36.4576683044;53.0;9;74.8628600836;
62;7;35.052520752;39.2783699036;9;50.2502217293;7;37.6103019714;54.7000007629;8;78.2735191584;
63;7;35.0999984741;39.552772522;9;50.9345417023;7;37.324016571;57.2291984558;8;81.3013406992;
64;7;35.0999984741;41.552772522;13;51.6372318268;7;39.6726417542;57.2574577332;9;83.9934382439;
65;7;35.0999984741;43.552772522;13;52.3519644737;7;38.8604660034;58.5701293945;10;86.2174896002;
66;7;35.0999984741;45.552772522;13;53.0715227127;7;38.9474754333;59.7161140442;10;87.869959712;
67;7;35.0999984741;47.552772522;13;53.7880983353;7;38.1294326782;62.75598526;11;89.3722085953;
68;7;35.0999984741;49.552772522;14;55.4621906281;7;38.1730270386;65.1236572266;12;91.7058390379;
69;8;36.0999984741;51.7893486023;12;56.1408104897;7;39.2000007629;68.2045288086;13;92.8903998137;
70;8;38.0999984741;50.7893486023;12;56.8004770279;8;40.2000007629;71.2870483398;10;93.9482268095;
71;8;37.0999984741;52.7893486023;12;57.4347828627;8;39.0637359619;73.9315795898;14;94.8835660219;
72;8;37.0999984741;54.7893486023;13;58.0385198593;8;39.0863723755;74.9794387817;16;95.7064213753;
73;9;37.0999984741;56.7893486023;11;73.6078373194;8;37.1089363098;78.0288085938;16;96.4301893711;
74;10;39.0999984741;56.4544944763;9;90.1902855635;8;36.2000007629;79.0435562134;15;97.0695972443;
75;10;40.0999984741;58.7893486023;10;92.6897377968;8;36.1536979675;81.1572494507;17;97.639190197;
76;10;41.0999984741;62.5315246582;10;94.9507209063;9;34.2000007629;85.2752990723;16;97.9599226713;
77;10;41.0999984741;65.5724639893;10;96.9601318836;9;34.2000007629;84.9033508301;17;98.2451378107;
78;9;40.0999984741;60.6150131226;10;79.4906967878;10;33.2000007629;87.2964630127;16;117.130557537;
79;9;39.0999984741;62.6591758728;12;80.4764126539;10;34.2000007629;89.6550369263;18;118.059968829;
80;10;39.0999984741;64.7049331665;10;81.3322587013;10;35.2000007629;89.7898101807;20;118.894126654;
81;10;39.0999984741;65.358253479;9;82.0708148479;10;33.5999984741;91.9284439087;20;119.642251253;
82;10;39.0999984741;68.789352417;10;82.6905238628;10;32.5999984741;96.9095840454;21;120.31495285;
83;10;39.0999984741;70.8514709473;10;83.0889573097;10;34.5999984741;98.0888595581;22;120.923088074;
84;10;39.0999984741;72.9032516479;11;83.3341217041;11;34.5999984741;96.2707138062;22;121.378242254;
85;11;39.0999984741;76.8232345581;10;83.4430289268;12;35.5999984741;96.5174255371;15;146.697007418;
86;11;39.0999984741;77.1893463135;10;83.5543570518;12;37.5999984741;97.6719970703;15;149.767629862;
87;11;39.0999984741;80.1893463135;12;83.667914629;13;41.5999984741;97.8288726807;20;153.378854275;
88;12;39.0999984741;83.0568847656;9;83.7834908962;14;39.8177947998;100.987716675;20;155.61180985;
89;12;39.0999984741;83.1893463135;9;83.9008569717;14;38.5999984741;103.148139954;20;157.394518852;
90;12;39.0999984741;86.1893463135;9;84.0197672844;14;38.9759178162;103.309761047;18;159.805819511;
91;13;39.0999984741;89.1893463135;9;94.1399610043;14;39.0200767517;107.472175598;19;161.206244349;
92;13;40.0999984741;92.3873291016;11;94.7611646652;15;41.5999984741;109.63495636;18;162.294524074;
93;13;42.0999984741;92.4721679688;11;95.3555941582;15;39.5999984741;116.791130066;19;163.230317116;
94;13;41.0999984741;95.557510376;12;95.9198749065;15;44.2730331421;124.091697693;18;164.284286261;
95;13;41.0999984741;98.6431732178;13;96.4516477585;15;48.978427887;128.354736328;19;165.47675848;
96;13;42.0999984741;98.7289276123;13;97.1672184467;15;51.8476753235;132.61479187;19;166.800970316;
97;13;41.0999984741;100.966934204;12;97.8672776222;15;54.1800994873;134.851623535;17;168.289444447;
98;13;41.0999984741;103.217803955;12;98.550921917;15;51.8289451599;138.073120117;19;169.976818085;
99;13;42.0999984741;102.480484009;8;99.2174291611;15;52.9976806641;143.291046143;20;171.87305665;
100;13;41.0999984741;104.753585815;10;100.866117477;15;53.1873054504;142.50491333;20;173.976626635;
101;13;43.0999984741;105.035461426;10;102.576240182;15;52.3976631165;146.714233398;21;176.270026207;
102;13;45.0999984741;106.324127197;10;105.469652772;15;54.6269989014;142.918563843;24;178.716556549;
103;13;46.0999984741;111.83946228;10;108.270665407;16;55.8716545105;143.117553711;23;181.259970188;
104;13;48.0999984741;118.364730835;13;109.898581624;16;56.125995636;146.310821533;23;183.828409672;
105;13;51.0999984741;118.895248413;15;111.374252796;16;58.3828392029;146.49810791;22;186.342864037;
106;13;49.0999984741;124.425765991;15;112.760219216;16;59.6342887878;148.679138184;23;188.72849226;
107;13;49.0999984741;128.95072937;16;113.923374891;16;60.8728485107;147.853729248;24;190.925583839;
108;13;50.0999984741;129.464538574;18;114.951730132;16;62.0925559998;149.021728516;27;193.950669765;
109;13;51.0999984741;127.533126831;20;115.963906527;16;63.3950691223;150.86239624;27;196.768132687;
110;13;49.0999984741;131.597198486;20;116.946200609;16;61.6768112183;152.722824097;29;199.373700142;
111;13;50.0999984741;132.651412964;20;117.830385447;16;62.9373703003;155.167785645;29;202.775987625;
112;13;50.0999984741;134.651412964;23;118.690361619;16;65.1500396729;156.04246521;30;205.070139527;
113;13;50.0999984741;136.651412964;20;119.523881435;16;65.399017334;160.910705566;29;207.198426366;
114;13;50.0999984741;138.651412964;21;120.329911351;16;67.0695037842;165.763458252;29;211.036120176;
115;13;50.0999984741;139.933227539;21;121.108465075;16;70.8768463135;169.59211731;29;212.763606906;
116;13;54.747303009;145.999481201;20;121.860390186;16;74.0108718872;173.854064941;31;214.431954145;
117;13;57.0860366821;149.067886353;17;121.706316233;16;74.9176483154;177.103515625;31;216.03371489;
118;13;56.6202125549;147.068374634;17;121.623261333;16;76.0530700684;181.616287231;32;217.563588977;
119;13;57.6565246582;148.077880859;19;121.60439074;16;77.4524612427;183.837417603;32;219.018392444;
120;14;58.8947982788;146.095611572;22;121.643353343;16;76.1447219849;187.043426514;33;220.396911979;
