Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;11.0;10.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.1000003815;6;23.0;
4;1;11.0;10.0;5;20.0;1;9.0;11.5;6;23.0;
5;1;12.0;10.0;5;20.0;2;9.60000038147;11.8999996185;4;24.0;
6;1;13.0;10.0;5;20.0;2;10.9000005722;11.5;4;24.0549999475;
7;1;14.0;10.0;5;20.3999996185;2;11.9165000916;11.5;4;24.1124446392;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;12.2337331772;11.5;4;24.6435017586;
9;2;14.3268795013;10.3632001877;3;22.8694274426;2;12.3930511475;11.7299995422;4;25.0795419216;
10;2;14.8187427521;10.9097137451;3;24.7063565254;2;12.5238628387;11.9106416702;4;25.3367958069;
11;2;16.8187427521;11.8021907806;2;26.2699769735;2;12.6010398865;12.0;3;26.6459219456;
12;2;18.8187427521;12.5570135117;3;27.5530358553;2;14.5801610947;12.6000003815;3;27.7199772596;
13;2;19.8187427521;13.170545578;3;28.5748610497;2;16.5801620483;13.0788002014;3;28.5874963999;
14;2;20.8187427521;13.6524438858;3;29.3708281517;2;18.5801620483;13.4505519867;3;29.283891201;
15;2;21.8187427521;14.0203924179;3;29.9823199511;2;19.6918334961;13.7328653336;3;29.8449575901;
16;2;22.8187427521;14.2950820923;3;30.4495426416;2;20.7337341309;13.943564415;3;30.1054916382;
17;2;23.8187427521;14.4966192245;3;30.5224741697;2;21.7780323029;14.0;4;30.2611823082;
18;2;24.8187427521;14.5;4;30.5906432867;2;22.8247394562;14.0;4;30.4248652458;
19;2;25.8187427521;14.5;4;30.6607804298;2;23.1274585724;14.0;4;30.5964276791;
20;2;26.8187427521;14.5;4;30.7328453064;2;23.1789283752;14.0;4;30.7756738663;
21;2;27.0499992371;14.5;4;30.8067884445;2;23.2327022552;14.0;5;30.9623191357;
22;2;27.0499992371;14.5;5;30.8825509548;3;23.2886962891;14.0;4;31.1559860706;
23;4;27.0499992371;14.5;3;30.9600640535;3;23.3467960358;14.0;5;31.356202364;
24;4;27.0499992371;14.5;4;31.0392494202;3;23.4068603516;14.0;5;31.5624005795;
25;4;27.0499992371;14.5;4;31.120018959;4;22.3999996185;15.0;4;31.7739217281;
26;4;27.0499992371;14.5;4;31.2022752762;4;22.3999996185;16.0;4;31.9900193214;
27;4;27.0499992371;14.5;4;31.2859115601;4;23.3999996185;14.0;4;32.2098684311;
28;4;27.0499992371;14.5;4;31.3708124161;4;23.6629600525;14.0;4;32.4325761795;
29;4;27.0499992371;14.5;4;31.4568536282;4;23.7297725677;14.0;4;32.6571936607;
30;4;27.0499992371;14.5;4;31.5439035892;4;22.3999996185;15.0;5;32.8827323914;
31;4;27.0499992371;14.5;5;31.6318233013;4;22.3999996185;16.0;5;33.1081809998;
32;4;27.0499992371;14.5;5;31.7204678059;4;22.3999996185;17.0;6;33.3325228691;
33;4;27.0499992371;14.5;5;31.8096864223;4;22.3999996185;17.7327651978;6;33.554754734;
34;5;27.0499992371;14.5;4;31.8993241787;4;22.3999996185;17.8883285522;6;33.7739033699;
35;5;27.0499992371;14.5;4;31.989222765;4;22.3999996185;18.0417327881;6;33.9890446663;
36;5;27.0499992371;14.5;4;32.079221487;4;22.3999996185;18.1923313141;7;34.1993174553;
37;5;27.0499992371;16.5;4;33.1691586971;4;22.3999996185;18.3395233154;7;34.4039373398;
38;5;28.0499992371;19.5;5;33.3088724613;4;22.3999996185;18.482755661;7;34.6022071838;
39;5;29.0499992371;22.5;5;33.4501774311;4;22.3999996185;18.6215457916;9;34.7935256958;
40;5;29.5458869934;25.5;5;33.5929399729;5;22.3999996185;18.7554683685;8;34.9773907661;
41;5;29.5701770782;28.5;7;33.7370251417;5;22.3999996185;20.7554683685;8;35.1534032822;
42;5;29.595375061;29.5;7;33.8822965622;5;22.3999996185;22.7554683685;9;35.3212647438;
43;5;29.6214866638;29.5;7;34.0286171436;5;22.3999996185;24.7554683685;9;35.4807758331;
44;5;29.648519516;29.5;8;34.1758495569;5;23.3999996185;23.7554683685;9;35.6318292618;
45;5;29.6764698029;29.5;9;35.3238562346;5;24.3999996185;24.0;10;35.7744050026;
46;5;30.7053356171;30.5;9;35.5424997807;5;24.7323207855;24.0;10;35.9085597992;
47;5;31.7351131439;31.5;11;35.7657945156;5;24.772567749;24.0;11;36.0344200134;
48;5;32.2806587219;32.5;11;35.9937434196;5;24.8103256226;24.0;11;37.1521711349;
49;5;32.3475151062;33.5;11;36.2263389826;5;25.8456497192;25.0;11;37.2620487213;
50;5;32.4172325134;34.5;13;36.4635620117;5;26.8786144257;26.0;11;37.3643283844;
51;6;32.4898338318;34.5;9;46.7053767443;5;27.2092971802;27.0;11;37.4593200684;
52;6;33.5653419495;35.5;10;47.3517296314;5;27.2377948761;28.0;11;38.5;
53;6;34.6437530518;36.5;11;47.9769468307;5;28.25;30.0;12;38.5199999809;
54;6;34.7250709534;37.5;11;48.5796673298;5;29.25;31.0;14;38.5401959419;
55;6;34.809261322;38.5;12;49.1591835022;5;29.4840431213;32.0;14;38.5605818033;
56;6;34.8962860107;39.5;12;49.7153685093;5;29.4886302948;33.0;15;38.5811508894;
57;6;34.9860877991;40.5;13;51.6359059811;5;29.4932594299;34.0;15;38.6018965244;
58;6;35.6290283203;42.0800018311;13;53.2282369137;5;29.497926712;34.0;17;38.6228116751;
59;6;36.1407394409;43.5082702637;13;54.5545516014;6;29.5026321411;34.0;15;38.6438889503;
60;6;36.5490837097;44.8158721924;13;55.6099002361;6;29.5073757172;34.0;16;38.6651208401;
61;7;36.6223640442;43.0;12;56.2740278244;7;29.5121517181;34.0;12;54.6864993572;
62;8;36.7113952637;44.0;8;72.9164993763;7;28.25;36.5932502747;13;55.3480159044;
63;8;39.1390342712;47.0;8;74.6187372208;7;28.6999988556;38.6040077209;15;55.9287682772;
64;8;41.2894859314;50.0;8;76.2077264786;7;29.6999988556;40.6148300171;15;58.2417575121;
65;8;41.4438705444;53.0;8;77.6097280979;7;31.1274986267;43.325717926;15;60.1085655689;
66;8;42.6017456055;53.0;9;78.8196749687;7;32.4526290894;45.8658561707;16;61.5925878286;
67;8;42.7626152039;56.0;10;80.9253028631;7;33.6925888062;47.2639160156;16;62.7642799616;
68;8;44.9259262085;59.0;11;81.9520436525;8;34.8660202026;48.0406303406;13;71.5186166763;
69;8;45.0910797119;60.0;12;82.8883378506;8;36.938583374;49.2716445923;14;72.2264765501;
70;8;44.725528717;64.0;13;83.7438026667;9;38.9466133118;50.3863372803;13;72.7492882013;
71;9;44.9016036987;68.0;12;84.5283113718;9;37.9547386169;52.4927635193;13;73.1383142471;
72;9;46.0776176453;69.0;12;85.1096827984;9;37.9629592896;54.5913085938;14;73.5038249493;
73;9;45.2528800964;71.6627502441;13;85.5314059258;9;37.9712753296;56.6824111938;14;73.7880715132;
74;9;45.4267044067;73.680480957;14;85.9489130974;9;38.9796714783;55.6936340332;15;74.0137939453;
75;10;45.5984191895;75.6984405518;13;86.3607683182;9;39.1489181519;55.6936340332;16;74.2269960642;
76;10;45.7673912048;77.7166213989;13;86.7656252384;10;40.2304573059;56.6936340332;15;75.4280441999;
77;10;45.9330215454;79.7350158691;14;87.1622481346;10;42.3064804077;58.6936340332;15;75.5923973322;
78;10;46.0947647095;81.7536087036;16;87.5495297909;10;41.3772125244;62.6936340332;15;75.7480847239;
79;11;47.2521324158;80.7723922729;15;87.9265042543;10;40.4428939819;66.6936340332;17;75.8954344988;
80;11;46.4047050476;82.7913589478;15;88.2923536301;10;37.0200462341;71.4805603027;18;75.9912957549;
81;12;46.5521240234;84.8104858398;12;89.6464130878;10;35.4606285095;74.7723007202;19;76.0271083713;
82;12;47.6940956116;87.8297729492;13;90.1881706715;11;35.469581604;75.783493042;18;77.0646666288;
83;13;46.1539497375;92.8491897583;12;90.7548620701;11;34.5999984741;81.5588760376;19;77.1037793756;
84;13;46.1952362061;95.2162322998;13;91.3522921801;11;35.5999984741;86.585067749;22;77.1442720294;
85;14;48.2350311279;95.2437438965;12;91.9869196415;11;36.5999984741;88.6113052368;22;77.1859842539;
86;14;47.883605957;98.2713928223;13;92.6656923294;11;35.5999984741;95.6072235107;23;77.2287689447;
87;14;47.883605957;100.299163818;13;94.395781517;11;35.5999984741;101.036819458;22;77.272490859;
88;14;51.4000015259;101.327011108;13;95.2141906023;11;38.5999984741;97.0434112549;25;77.3170255423;
89;14;55.4000015259;103.354942322;14;96.0978072882;11;39.5999984741;98.0503921509;25;77.3622583151;
90;14;57.6358680725;105.382911682;15;97.051535964;11;41.5999984741;99.0577087402;25;77.4080832005;
91;14;55.6852073669;109.410903931;17;99.391512394;11;41.5999984741;99.0653076172;24;77.4544024467;
92;14;52.6852073669;114.52355957;17;101.812569022;11;37.5999984741;104.073150635;26;77.5011251569;
93;14;52.6852073669;116.558082581;18;104.299489975;11;36.5999984741;108.581214905;26;77.5481674671;
94;14;50.7000007629;120.732650757;17;106.833557367;11;37.5999984741;110.326347351;26;77.5954515338;
95;14;50.7000007629;124.915405273;22;109.39263463;11;38.5999984741;111.884788513;27;77.6429048181;
96;14;48.7000007629;128.106170654;22;111.951667309;11;40.5999984741;109.918006897;27;77.6904599667;
97;14;47.7000007629;132.304672241;23;114.483704209;12;40.0999984741;110.951293945;27;77.7380543351;
98;14;47.7000007629;136.510543823;25;116.961408854;12;40.0999984741;112.984611511;27;77.7856294513;
99;15;49.4000015259;138.192382812;24;119.358901739;12;41.0999984741;112.017921448;28;77.8173415065;
100;16;49.4000015259;142.527572632;23;121.653632641;12;40.0999984741;114.040115356;30;77.8448794484;
101;16;51.4000015259;143.874969482;25;123.827939272;13;40.0999984741;116.059387207;29;77.8724544048;
102;16;52.7757034302;142.233795166;28;125.870006561;13;41.0999984741;115.078689575;29;77.9000278115;
103;16;50.8924942017;146.603088379;29;127.774080515;13;40.0999984741;117.097991943;30;77.9275639653;
104;16;50.9945678711;150.981750488;29;129.539980888;13;40.0999984741;119.117271423;31;77.9550291896;
105;17;53.0832939148;149.36857605;29;132.149792433;13;41.0999984741;118.136489868;32;78.2966143489;
106;17;52.1500015259;154.762176514;28;134.708901405;13;40.0999984741;120.375602722;33;78.6546725035;
107;17;56.1500015259;158.161117554;26;136.240010142;13;40.0999984741;122.626251221;31;80.0294712782;
108;18;59.5812797546;158.563796997;23;152.727685094;13;42.0999984741;122.88860321;29;80.5462067127;
109;18;61.6656494141;159.96862793;23;155.208357573;13;42.0999984741;126.162811279;26;82.0942112207;
110;18;65.7650756836;163.373931885;23;157.317163944;13;43.0999984741;130.448959351;25;83.7347563505;
111;18;67.3816299438;161.778015137;23;160.250929952;15;46.0999984741;132.747070312;21;85.4719911814;
112;19;67.5174255371;166.179244995;24;162.290413141;16;48.0999984741;136.057067871;20;86.3100104332;
113;19;68.8745040894;170.575973511;26;164.312361717;16;50.0999984741;139.378829956;20;87.1928014755;
114;19;73.8745040894;164.575973511;26;166.328224778;16;52.0999984741;139.712127686;16;88.1212230921;
115;19;71.086227417;170.575973511;27;168.350339174;16;52.0999984741;143.056686401;12;89.0958317518;
116;19;73.2617492676;177.575973511;27;170.38958919;16;53.0999984741;146.412063599;13;90.1168164015;
117;19;77.9596557617;170.575973511;33;172.453390002;16;55.0999984741;147.777786255;13;91.183930397;
118;19;75.9488220215;175.575973511;36;175.445471525;16;55.0999984741;152.153274536;15;93.2964177132;
119;20;80.2441101074;182.575973511;35;177.459804893;15;57.0999984741;157.537780762;18;94.5654484034;
120;20;86.3611831665;179.575973511;35;179.534528494;15;60.0999984741;159.930511475;19;95.8879613876;
