Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;11.0;10.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.1000003815;6;23.0;
4;1;11.0;10.0;5;20.0;2;9.0;11.6999998093;5;24.0;
5;1;12.0;10.0;5;20.0;2;9.80000019073;11.5;5;24.1124999523;
6;1;13.0;10.0;5;20.0;2;10.9337501526;11.5;5;24.2364046574;
7;1;14.0;10.0;5;20.3999996185;2;11.9709215164;11.5;5;24.3725773096;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;12.3117723465;11.5;5;24.9956032038;
9;2;15.3268795013;10.3632001877;4;22.8194274902;2;12.4986810684;11.7299995422;5;25.5367741585;
10;2;16.8187427521;10.9097137451;4;23.7816035748;2;12.6610326767;11.9106416702;5;25.9133642912;
11;2;18.8187427521;11.3658018112;4;24.5765366554;2;12.7740097046;12.0;5;27.3876771927;
12;2;20.8187427521;11.7372808456;4;25.2233480215;2;14.8026885986;12.6000003815;5;28.6529150009;
13;2;22.8187427521;12.0336990356;5;25.7444707155;2;16.8026885986;13.0788002014;5;29.7396411896;
14;2;24.3641166687;12.2662630081;5;26.162507534;2;18.8026885986;13.4505519867;5;30.6849572659;
15;2;25.3902301788;12.446267128;5;26.3300433159;2;20.1121520996;13.7328653336;5;31.5258455276;
16;2;26.417263031;12.5;5;26.3921557665;2;21.2380008698;13.943564415;5;32.0976057053;
17;2;27.4452133179;12.5;5;26.4563041925;2;22.375667572;14.0;6;32.5955629349;
18;2;28.4740791321;12.5;5;26.5224741697;2;23.5250549316;14.0;6;33.1311497688;
19;2;28.9351139069;12.5;6;26.5906432867;2;22.3999996185;15.0;6;33.7016744614;
20;2;28.9657897949;12.5;6;26.6607804298;2;22.3999996185;15.7105026245;7;34.3031058311;
21;2;28.9973506927;12.5;6;26.7328453064;3;22.3999996185;15.8909320831;6;34.9300689697;
22;2;29.0297813416;12.5;6;26.8067884445;3;22.3999996185;16.0790214539;6;35.5759468079;
23;2;29.0630550385;12.5;6;26.8825509548;3;23.3999996185;14.0790205002;6;36.2330884933;
24;2;29.0971488953;12.5;6;26.9600640535;3;24.3999996185;14.0;6;36.8931274414;
25;3;26.25;14.2840251923;5;27.0392494202;3;25.067937851;14.0;6;37.5473833084;
26;3;27.25;13.3156995773;4;27.120018959;3;23.264213562;15.0;6;38.1873073578;
27;3;25.25;14.3480072021;5;27.2022752762;3;22.4561920166;16.0;6;38.8049325943;
28;3;24.25;15.3809099197;5;27.2859115601;3;21.6414794922;17.0;6;39.3932685852;
29;3;23.25;16.4143638611;5;27.3708124161;3;20.6414794922;16.0;6;39.9466094971;
30;3;22.25;17.4483242035;6;27.4568536282;3;19.6414794922;16.0;6;40.4607191086;
31;3;21.25;18.4827423096;6;27.5439035892;3;19.6414794922;17.0;6;40.932890892;
32;4;20.25;19.5175609589;5;27.6318233013;3;19.2798671722;18.0;7;41.3618888855;
33;4;19.25;20.552728653;5;28.7204678059;3;18.4085655212;19.0;7;41.747795105;
34;4;19.25;21.9881877899;6;28.8996864557;3;18.12433815;20.0;7;42.0917930603;
35;4;19.25;23.0598754883;7;29.0864431858;3;18.2275390625;21.0;8;42.3959226608;
36;4;20.25;21.1345767975;7;29.2809611559;3;19.3187770844;22.5;7;43.6628341675;
37;4;22.8312835693;22.1345767975;8;29.4834477901;3;20.3988494873;23.5;7;43.9805574417;
38;4;24.2675514221;23.1345767975;9;29.6940891743;3;20.7941665649;24.0;9;44.2736119032;
39;4;25.3623409271;25.1345787048;8;29.9130419493;3;20.8820838928;25.0;9;44.5242146254;
40;4;26.4608688354;26.9748477936;8;30.1404260397;3;20.9572658539;26.0;10;44.6290287971;
41;4;27.5631904602;27.5;11;30.3763153553;3;20.9887084961;27.0;11;44.7410193682;
42;4;28.669342041;27.5;13;30.6207284927;3;22.0223064423;27.0;12;44.8604347706;
43;4;29.7793273926;27.5;13;30.8736188412;3;23.0581321716;28.0;12;44.9874911308;
44;4;30.8931274414;27.5;15;31.1348643303;3;23.5750007629;29.0;13;45.1223640442;
45;5;32.0106887817;27.5;12;46.4042582512;3;24.5750007629;30.0;14;45.2651810646;
46;5;34.1319160461;28.5;13;47.4314994812;3;26.1795539856;31.0;15;45.4160137177;
47;6;35.2566757202;29.5;9;68.3855593204;3;27.2248039246;30.0;17;45.5748689175;
48;6;36.3847808838;31.5;10;70.4650938511;3;27.5750007629;30.0;17;45.7416813374;
49;6;37.5160102844;33.5;10;72.2896010876;3;26.3225059509;30.0;17;45.9163062572;
50;6;37.6500778198;35.5;10;73.8685181141;3;25.3748931885;31.0;19;46.0985133648;
51;6;37.786655426;37.5;11;75.2228853703;3;25.5750007629;30.0;20;46.2879817486;
52;6;37.9253578186;39.5;11;76.38012743;3;24.4863948822;30.0;20;46.4842967987;
53;6;38.0657577515;41.5;11;77.3696494102;3;24.5750007629;30.0;21;46.6869482994;
54;7;38.2073860168;43.5;10;78.1105175018;3;25.5750007629;30.7184753418;22;46.8953323364;
55;7;38.3497314453;45.5;9;78.4272418022;3;24.5750007629;30.0;23;47.1087543964;
56;7;38.4922599792;47.5;10;81.4983615875;3;24.5750007629;30.0;24;47.3264360428;
57;7;39.1677627563;50.0;11;84.0372467041;3;23.5750007629;30.0;24;47.5475239754;
58;8;39.745262146;52.3899993896;10;86.1210079193;3;22.8642578125;31.0;25;47.7711014748;
59;8;40.2391204834;54.6872596741;10;87.8302531242;3;21.9313316345;32.0;25;47.9962024689;
60;8;40.6643295288;56.9097442627;11;89.9289336205;3;21.9988613129;33.0;26;48.221827507;
61;8;41.9680175781;60.0;11;90.475194931;3;22.0665493011;34.0;26;48.4469604492;
62;8;43.1868362427;63.0;12;91.0139746666;3;22.1340885162;35.0;26;48.6705875397;
63;9;43.906288147;66.0;12;91.5431736708;3;22.201177597;36.0;26;48.8917155266;
64;9;44.1444282532;69.0;13;92.0609140396;3;21.5750007629;35.0;27;49.1093888283;
65;9;44.3774108887;71.6999969482;14;92.565566659;3;21.5750007629;35.0;27;49.3227062225;
66;9;43.5277023315;71.6999969482;14;93.0557717085;3;21.5750007629;34.0;27;49.5308356285;
67;9;41.8465156555;74.6999969482;15;93.5304474831;3;22.5750007629;34.0;28;51.8776230812;
68;10;41.989200592;77.6999969482;15;93.9887896776;3;21.7465629578;33.0;28;53.8111996651;
69;11;42.4228515625;77.6999969482;14;94.4302608967;3;19.7465629578;33.0;28;55.3890652657;
70;11;41.5186080933;80.6999969482;15;94.854575038;3;20.7465629578;32.0;28;56.6753287315;
71;11;42.3912658691;83.6999969482;17;95.2616733313;3;21.7465629578;31.8922767639;28;57.5587043762;
72;11;41.4324417114;84.6999969482;17;95.651696682;3;20.7465629578;34.0;28;58.1642723083;
73;11;40.6084213257;87.6999969482;19;96.0249578953;3;20.7465629578;36.0;30;58.7118053436;
74;12;40.6084213257;90.6999969482;17;96.3819086552;3;20.7465629578;38.0;29;59.0660963058;
75;12;41.5999984741;93.6999969482;18;96.7231111526;3;21.0;39.5330505371;28;59.3547525406;
76;12;42.5999984741;96.6999969482;18;97.0492072105;3;23.0;38.5330505371;29;59.6255960464;
77;11;43.5999984741;97.6999969482;18;97.3608942032;5;22.0;39.5330505371;26;59.8782110214;
78;10;42.5999984741;70.0;18;76.5543570518;6;21.0;40.5330505371;15;81.1125011444;
79;10;41.5999984741;71.0;18;76.667914629;7;24.0;40.5330505371;13;81.3286561966;
80;10;39.5999984741;75.0;17;76.7834908962;7;26.0;40.5330505371;14;81.5271053314;
81;10;38.5999984741;79.0;17;76.9008569717;7;26.0;43.5330505371;13;81.7084760666;
82;10;38.5999984741;80.0;16;77.0197672844;7;28.0;43.5330505371;12;81.8735494614;
83;10;36.5999984741;84.0;16;77.1399610043;7;27.6000003815;45.0;14;82.0232181549;
84;10;35.5999984741;87.7269744873;18;77.2611646652;8;27.6000003815;47.0;13;82.158449173;
85;11;35.5999984741;90.7936401367;17;78.3830943108;8;27.6000003815;49.0;11;82.25;
86;11;37.5999984741;91.8607025146;18;78.6054576635;8;27.6000003815;51.0;11;82.25;
87;12;38.5999984741;92.9280014038;18;78.8368573189;8;27.6000003815;53.0;12;82.25;
88;12;37.5999984741;96.9953765869;16;79.077558279;8;27.6000003815;55.0;12;82.25;
89;12;38.5999984741;98.0626602173;16;79.3278146982;8;28.6000003815;55.0;12;82.25;
90;12;38.5999984741;99.1296920776;18;79.5878617764;8;29.6000003815;56.0;12;82.25;
91;14;37.5999984741;103.196304321;14;79.8579052687;8;27.6000003815;56.0;11;82.25;
92;14;38.5999984741;103.483535767;16;80.1381099224;8;27.6000003815;58.0;11;82.25;
93;14;39.5999984741;100.661865234;16;80.4285833836;8;27.6000003815;60.0;12;82.25;
94;14;37.5999984741;103.847625732;18;81.7103173733;8;28.6000003815;60.0;13;82.25;
95;15;37.5999984741;108.933227539;17;83.0211818218;8;29.6000003815;61.0;13;82.25;
96;15;39.5999984741;107.148284912;16;84.3484139442;8;30.6000003815;62.0;13;82.25;
97;15;37.5999984741;111.370132446;16;85.6789720058;8;31.6000003815;63.0;15;82.25;
98;15;37.5999984741;115.597213745;17;88.0001614094;8;32.5999984741;64.0;15;82.25;
99;15;40.5999984741;114.827819824;17;89.3601996899;8;33.0;65.0;16;82.25;
100;15;39.5999984741;120.060073853;18;90.6916387081;8;33.0;66.0;16;82.25;
