Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;11.0;10.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;1;11.0;10.0;6;20.0;1;8.0;12.1000003815;6;23.0;
4;1;11.0;10.0;6;20.0;1;9.0;11.5;6;23.0;
5;1;12.0;10.0;6;20.0;1;9.60000038147;11.5;6;23.0;
6;1;13.0;10.0;6;20.0;2;10.6000003815;11.6999998093;5;24.0;
7;1;14.0;10.0;6;20.3999996185;2;11.9000005722;11.5;5;24.0750000477;
8;1;14.1800003052;10.1999998093;6;20.7264003754;2;12.2224998474;11.5;5;24.6255679131;
9;1;14.3268795013;10.3632001877;6;21.8194274902;2;12.387670517;11.7299995422;5;25.0839956999;
10;1;14.8187427521;10.9097137451;6;22.7316036224;2;12.5251989365;11.9106416702;5;25.366725564;
11;1;15.8187427521;11.3658018112;6;23.4745616913;2;12.6100187302;12.0;4;26.7052203417;
12;1;16.8187427521;11.7372808456;6;24.0673980713;2;14.5979509354;12.6000003815;4;27.8132634163;
13;1;17.8187427521;12.0336990356;6;24.5325260162;2;16.597951889;13.0788002014;4;28.7197560072;
14;1;18.0396366119;12.2662630081;5;24.892534256;2;18.5979499817;13.4505519867;4;29.4604526758;
15;1;18.2016410828;12.446267128;4;25.0;2;19.744802475;13.7328653336;4;30.0714547634;
16;1;18.25;12.5;4;25.0;2;20.8016834259;13.943564415;4;30.3878107071;
17;1;20.2016410828;12.5;4;25.0;2;21.8627281189;14.0;4;30.6053924561;
18;1;21.2016410828;12.5;3;25.0;2;22.9280033112;14.0;4;30.8371319771;
19;1;22.2016410828;12.5;2;25.0;2;22.3999996185;14.8511400223;4;31.0829088688;
20;1;23.2016410828;12.5;2;25.0;2;22.3999996185;14.9248723984;3;31.342400074;
21;1;23.25;12.5;4;25.0;2;23.3999996185;14.0;4;31.6150596142;
22;1;23.25;12.5;4;25.0;3;23.4845180511;14.0;2;31.9001049995;
23;1;23.25;12.5;5;25.0;3;23.5700302124;14.0;2;32.1965088844;
24;1;23.25;12.5;5;25.0;3;23.658952713;14.0;3;32.5030007362;
25;1;23.25;12.5;6;25.0;3;23.7509002686;14.0;3;32.8180756569;
26;1;23.25;12.5;6;25.0;3;23.8454227448;14.0;3;33.1400156021;
27;1;23.25;12.5;6;25.0;3;23.9420051575;14.0;2;33.466919899;
28;1;23.25;12.5;6;25.0;3;24.0400753021;14.0;2;33.7967433929;
29;1;23.25;12.5;6;25.0;3;24.1390228271;14.0;2;34.1273465157;
30;1;23.25;12.5;7;25.0;3;24.2382030487;14.0;2;35.4565477371;
31;1;23.25;12.5;8;25.0;3;25.3369636536;14.5;3;35.822180748;
32;1;23.25;12.5;7;25.0;3;24.3999996185;15.0;3;36.1833357811;
33;1;23.25;12.5;7;25.0;3;25.3999996185;14.5405921936;3;36.5380470753;
34;1;23.25;12.5;7;25.0;3;24.7370662689;15.0;2;36.8845204115;
35;2;23.25;12.5;5;53.75;3;23.7501316071;15.0;2;37.2211722136;
36;2;24.25;13.5;6;55.7625007629;3;22.763551712;15.0;2;37.5466578007;
37;2;25.25;14.5;7;57.2967796326;3;24.3999996185;14.6288738251;2;37.8598906994;
38;2;25.25;15.5;7;58.4120597839;3;25.9665222168;14.6524076462;2;38.1600468159;
39;2;26.25;17.5;7;59.1932144165;3;24.4480133057;15.0;3;38.4465626478;
40;2;27.25;19.5;8;59.725528717;3;25.5339679718;18.0;4;38.7191227674;
41;2;28.25;20.5;8;59.75;3;26.6157360077;21.0;4;38.9776387215;
42;2;29.25;21.5;7;59.75;3;27.6932907104;24.0;6;39.2222232819;
43;2;30.25;22.5;9;59.75;3;27.7666664124;27.0;5;39.4531607628;
44;2;31.25;22.5;9;59.75;3;27.8359489441;29.0;6;39.6708804369;
45;2;32.25;22.5;9;59.75;3;27.9012641907;29.0;8;39.8759229183;
46;2;33.25;22.5;9;59.75;3;27.9627780914;29.0;8;40.0689127445;
47;2;34.25;22.5;10;59.75;3;28.0206737518;29.0;10;40.2505317926;
48;2;35.25;22.5;8;59.75;3;28.0751571655;29.0;10;40.3924454451;
49;2;35.6749992371;22.5;8;59.75;3;28.1177330017;29.0;11;40.4512542486;
50;2;35.6749992371;22.5;9;59.75;4;28.1353759766;29.0;7;50.5107431412;
51;2;35.6749992371;22.5;10;59.75;4;29.1532211304;30.0;8;50.9708490372;
52;2;35.6749992371;22.5;10;59.75;4;30.1712532043;31.0;8;51.4059073925;
53;2;35.6749992371;22.5;9;59.75;4;31.1894512177;32.0;9;51.8145885468;
54;2;33.6749992371;23.5;10;59.75;4;32.2077941895;33.0;9;52.1962399483;
55;2;32.6749992371;24.5;11;59.75;4;32.5499992371;35.0;9;52.550819397;
56;2;31.6749992371;25.5;11;59.75;5;31.7652435303;35.0;9;52.8788056374;
57;2;30.6749992371;26.5;13;59.75;6;30.8636398315;36.0;9;53.1811027527;
58;2;29.6749992371;27.5;13;59.75;6;30.8043327332;37.0;8;53.458940506;
59;2;28.6749992371;28.5;12;62.921875;6;30.8876800537;38.0;9;53.7137765884;
60;2;28.125;30.0;12;65.2075977325;6;30.964132309;39.0;9;53.9472122192;
61;2;27.4760017395;31.3899993896;13;66.7906284332;6;31.2457523346;38.0;10;54.1609201431;
62;2;26.7435340881;32.6872596741;14;67.8194847107;6;31.0982761383;38.0;10;57.2227737904;
63;2;26.5187683105;33.9097442627;16;68.0;6;33.6380844116;37.7000007629;10;59.0148848295;
64;2;26.5999984741;35.0;16;68.0;6;35.177772522;39.2291984558;10;61.4900491238;
65;2;26.5999984741;36.0;17;68.0;7;38.7801094055;39.6162643433;9;62.7742962837;
66;2;26.5999984741;37.0;17;68.0;7;36.6919364929;43.8922767639;9;63.6863657236;
67;2;26.5999984741;38.0;20;68.0;7;37.093460083;45.0;9;64.2411032915;
68;2;26.5999984741;39.0;19;68.0;7;36.2789916992;48.0;8;64.8006474972;
69;2;26.5999984741;40.0;20;68.0;7;36.2882537842;50.8475189209;9;65.3269568682;
70;2;26.5999984741;41.0;20;68.0;7;33.2000007629;54.5875816345;10;65.7859588861;
71;2;26.5999984741;42.0;21;68.0;8;33.9155693054;53.7028579712;10;66.2677972317;
72;2;26.5999984741;43.0;21;68.0;8;33.2000007629;55.7028579712;11;66.7724772692;
73;2;26.5999984741;44.0;20;68.0;8;32.0735397339;58.7028579712;12;67.2997272015;
74;3;26.5999984741;44.0;17;88.0;8;32.2000007629;60.9242858887;13;67.8489485979;
75;3;27.5999984741;45.0;18;89.7999992371;8;31.2000007629;62.9977493286;13;68.4191743135;
76;3;28.5999984741;46.0;19;91.369600296;8;30.3559532166;66.070274353;14;69.0090308189;
77;3;29.5999984741;47.0;19;92.6854019165;9;28.2000007629;69.4017028809;12;70.6167128086;
78;3;30.5999984741;48.0;19;93.7504787445;9;29.2000007629;70.520614624;12;71.2149742842;
79;3;31.5999984741;49.0;23;94.5872459412;9;30.2000007629;71.6395187378;12;71.8286368251;
80;3;32.5999984741;49.0;23;95.2287311554;9;28.2000007629;72.7581939697;13;72.4543743134;
81;3;33.5999984741;49.0;24;95.711025238;9;28.6000003815;73.8764343262;14;73.0885412097;
82;5;35.5999984741;50.0;19;102.0;10;28.6000003815;74.9940490723;13;73.7272481322;
83;5;37.8999977112;52.0;18;102.350000143;10;28.6000003815;77.0497131348;15;74.3664582968;
84;5;39.4399986267;54.0;18;102.734374881;10;30.3356132507;77.3339538574;15;75.0020970702;
85;5;38.8999977112;56.0;19;103.158787608;10;28.6000003815;79.391746521;16;75.6301698089;
86;5;38.8999977112;58.0;20;103.629462957;10;30.6000003815;80.4504241943;17;76.2468776703;
87;5;38.8999977112;59.0;20;104.15303874;10;31.6000003815;80.5098876953;16;76.8487255573;
88;5;38.8999977112;60.0;21;104.736314297;10;32.5999984741;82.5699768066;18;77.432610631;
89;5;38.8999977112;61.0;22;105.385872841;10;32.5999984741;86.6305847168;20;77.9958946705;
90;5;38.8999977112;61.388343811;23;106.107559681;10;34.5999984741;87.6915435791;21;78.5364449024;
91;6;38.8999977112;61.4368057251;22;106.90581274;10;34.5999984741;91.7527313232;22;79.0526481867;
92;6;38.8999977112;61.4832992554;23;107.782866001;10;35.5999984741;95.0978851318;24;79.5434070826;
93;6;38.8999977112;61.5277938843;23;108.737890244;10;37.5999984741;95.1978683472;25;80.0081043839;
94;6;38.8999977112;61.570274353;22;109.766174316;10;38.2000007629;97.9944229126;25;80.4084255695;
95;6;38.8999977112;61.6107406616;19;110.858504772;11;37.2000007629;102.079200745;20;80.7555527091;
96;6;36.8999977112;65.6426544189;17;112.000924587;11;37.2000007629;106.163253784;19;81.0810077786;
97;6;35.8999977112;67.6928100586;17;113.175035954;11;37.2000007629;109.687461853;20;81.3854142427;
98;6;34.8999977112;69.7402954102;17;114.358948708;11;37.2000007629;112.315734863;21;81.6695838571;
99;5;25.5999984741;66.78515625;16;87.5288410187;12;38.2000007629;111.394309998;16;109.934458911;
100;5;26.5999984741;65.8274688721;15;88.6294660568;12;38.2000007629;114.471626282;16;110.181066692;
101;5;27.5999984741;65.8499984741;14;89.6340303421;12;39.2000007629;117.547531128;16;111.316911995;
102;5;29.5999984741;62.8499984741;15;90.5656280518;12;42.2000007629;118.621833801;16;111.370596349;
103;5;29.5999984741;63.8499984741;17;91.4115219116;12;44.1999969482;119.694419861;17;111.426627219;
104;5;30.5999984741;64.8499984741;18;92.164560318;12;44.4715003967;123.765136719;19;111.484347343;
105;5;31.5999984741;62.8499984741;19;92.8228969574;12;46.1999969482;123.833885193;21;111.543173373;
106;4;30.5999984741;63.8499984741;20;93.3891487122;14;47.1999969482;123.90058136;18;111.602590621;
107;4;30.5999984741;64.8499984741;21;93.8692626953;14;47.4385757446;125.965141296;19;112.357248604;
108;4;31.5999984741;62.8499984741;21;94.2713165283;15;48.749797821;125.467216492;24;113.120067716;
109;4;30.5999984741;63.8499984741;23;94.6044559479;15;49.4999961853;123.567634583;25;113.884561837;
110;4;30.5999984741;64.8499984741;23;94.8780441284;15;49.5;125.66809845;25;114.644139647;
111;4;31.5999984741;62.8499984741;23;95.0;15;49.217666626;122.768714905;24;116.392406583;
112;4;30.5999984741;63.8499984741;23;95.0;15;51.3859214783;120.869560242;24;118.1834656;
113;4;30.5999984741;64.8499984741;21;95.0;15;53.512348175;126.970741272;18;120.04513967;
114;4;31.5999984741;62.8499984741;16;95.0;15;59.8438072205;127.945739746;18;122.950423241;
115;4;30.5999984741;63.8499984741;16;95.0;15;65.4885253906;133.047927856;20;124.019595265;
116;4;30.5999984741;64.8499984741;15;95.0;15;68.637840271;141.150787354;20;125.038730264;
117;4;31.5999984741;62.8499984741;16;95.0;15;71.717124939;146.22052002;21;126.047727227;
118;4;30.5999984741;63.8499984741;14;95.0;15;72.9338607788;150.284729004;21;127.060245872;
119;4;30.5999984741;64.8499984741;15;95.0;15;73.1402587891;158.292938232;24;128.0784657;
120;4;31.5999984741;62.8499984741;15;95.0;15;74.5367584229;162.402374268;25;129.105079412;
121;4;30.5999984741;63.8499984741;16;95.0;17;74.7240371704;166.515930176;26;130.143067598;
122;4;30.5999984741;64.8499984741;16;95.0;17;73.9029464722;173.633605957;27;131.195482492;
123;4;31.5999984741;62.8499984741;17;95.0;17;75.07447052;177.755340576;30;132.265242577;
124;4;30.5999984741;63.8499984741;17;95.0;17;75.2396316528;178.881027222;30;133.354949236;
125;4;30.5999984741;64.8499984741;17;95.0;17;74.3994216919;183.126815796;30;134.35624826;
126;4;31.5999984741;62.8499984741;19;95.0;17;75.5106277466;182.743515015;30;135.363855839;
127;4;30.5999984741;63.8499984741;19;95.0;17;75.6113891602;183.156570435;33;137.413195729;
