Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;11.0;10.0;4;20.0;2;6.0;14.3000001907;3;24.0;
2;2;12.0;10.0;4;21.0;2;7.19999980927;13.1000003815;3;24.1124999523;
3;2;13.0;10.0;4;21.0900000334;2;8.22249984741;12.1000003815;3;24.2364046574;
4;2;14.0;10.0;3;21.1871190071;2;9.24728107452;11.5;3;24.3725773096;
5;2;15.5342035294;10.0;3;21.2917383909;2;9.87451553345;11.5;3;24.5218783617;
6;2;16.581281662;10.0;3;21.817143321;2;11.0565643311;11.5;3;24.6851472855;
7;2;17.637714386;10.1999998093;3;22.2793469429;2;12.1055450439;11.5;3;24.8631806374;
8;2;18.0257053375;10.3632001877;3;23.5656701326;2;12.4589538574;11.5;3;25.5353367329;
9;2;18.6045513153;10.9097137451;3;24.691826582;2;12.6606016159;11.7299995422;3;26.1285328865;
10;2;19.111322403;11.3658018112;2;25.6707911491;2;12.8385601044;11.9106416702;3;27.6838638783;
11;2;21.1113204956;11.7372808456;2;26.5228655338;2;13.3051586151;12.5274600983;3;29.0303895473;
12;2;23.1113204956;12.0336990356;3;27.2714657784;2;15.0424957275;13.0216779709;3;30.1965687275;
13;2;24.4617443085;12.2662630081;3;27.9399077892;2;17.0424957275;13.4066829681;3;31.2181880474;
14;2;25.6005401611;12.446267128;3;28.3811409473;2;19.0424957275;13.6998376846;4;32.1313700676;
15;2;26.7507343292;12.5;3;28.7401795387;3;20.4343490601;13.9190797806;3;32.8065404892;
16;2;27.9123020172;12.5;3;29.1239151955;3;21.5883483887;14.0;3;33.3565750122;
17;2;29.0849838257;12.5;3;29.5311965942;3;22.7533569336;14.0;4;33.9400897026;
18;2;30.2682609558;12.5;3;29.960246563;3;23.9284114838;14.0;5;34.5525074005;
19;2;30.4821109772;12.5;4;30.4086403847;3;24.3657512665;14.0;5;35.187936306;
20;2;30.6838874817;12.5;6;30.873316288;3;24.5563812256;14.0;5;35.8393115997;
21;2;30.8929920197;12.5;6;31.3506221771;3;24.7517929077;14.0;6;36.4986515045;
22;2;31.1077804565;12.5;7;31.8364052773;3;24.9495944977;14.0;6;37.1574115753;
23;2;31.3263816833;12.5;7;32.3261375427;3;25.1472225189;14.0;6;37.8069095612;
24;2;31.5467605591;12.5;7;32.815073967;3;25.3420715332;14.0;5;38.4387779236;
25;2;31.7667827606;12.5;7;33.2984304428;3;25.5316333771;14.0;5;39.0453987122;
26;2;31.9842948914;12.5;7;33.7715711594;3;25.7136192322;14.0;5;39.620267868;
27;2;32.1972045898;12.5;7;34.2301864624;3;25.8860797882;14.0;5;40.1582555771;
28;2;32.4035835266;12.5;7;34.6704492569;3;26.0474758148;14.0;5;40.6557407379;
29;2;32.6016998291;12.5;7;35.0891361237;3;26.1967220306;14.0;5;41.1106204987;
30;2;32.7901115417;12.5;7;35.4837083817;3;24.3331871033;15.0;5;41.5222129822;
31;2;32.967666626;12.5;7;35.8523464203;3;23.4566631317;16.0;5;41.8910703659;
32;2;33.133556366;14.5;8;36.1939411163;3;22.5673217773;17.0;5;42.2187509537;
33;2;33.287273407;16.5;8;36.5080499649;3;21.6656246185;18.0;5;42.507569313;
34;2;33.4286231995;18.5;8;36.7948246002;3;20.7522697449;19.0;6;42.7603540421;
35;2;33.5576705933;20.5;8;37.0549211502;3;19.8281059265;20.0;6;42.9802312851;
36;2;33.6747131348;22.5;10;37.289399147;3;18.8940696716;21.0;6;43.1704454422;
37;2;33.7802276611;22.5;10;37.4996213913;3;18.5511341095;22.0;6;43.25;
38;2;33.8748283386;22.5;10;37.687163353;4;19.5750007629;23.5;6;44.25;
39;2;33.9592247009;22.5;11;37.8537254333;4;20.5750007629;24.0;6;44.4474999905;
40;2;34.0341758728;22.5;11;38.0;4;20.9342498779;25.0;9;44.681641221;
41;2;34.0999984741;22.5;12;38.0;4;22.0044937134;25.0;9;44.9582108259;
42;2;34.0999984741;22.5;12;38.0;5;23.0874633789;26.0;9;45.2834846973;
43;2;34.0999984741;22.5;12;38.0;5;23.5750007629;27.0;10;45.6640822887;
44;2;34.0999984741;22.5;13;38.0;5;24.5750007629;28.0;11;46.106726408;
45;2;34.0999984741;22.5;14;38.0;5;26.43201828;29.0;11;46.6178882122;
46;2;34.0999984741;22.5;14;38.0;5;26.5750007629;30.0;11;47.2032983303;
47;2;34.0999984741;22.5;11;38.0;5;27.5750007629;30.976650238;12;47.8673219681;
48;2;34.0999984741;22.5;11;38.0;5;29.5750007629;29.0;12;48.6122198105;
49;2;34.0999984741;22.5;11;38.0;5;30.5836639404;29.0;12;50.4373464584;
50;2;34.0999984741;22.5;11;39.3900003433;5;29.9749984741;31.0;13;51.4483884573;
51;2;34.7255020142;23.0;11;40.5194797516;5;30.9749984741;33.0;13;52.5376560688;
52;2;35.2337646484;23.3899993896;11;41.424580574;5;31.3442611694;35.0;13;53.6928759813;
53;2;35.6410598755;23.6872596741;11;42.1435155869;5;32.3840293884;34.0;15;54.8975203037;
54;2;35.9645843506;23.9097423553;11;42.5640974045;6;33.4275360107;34.0;16;56.1316301823;
55;2;36.153842926;24.0;12;42.773223877;7;33.9749984741;34.0;16;57.3732088804;
56;2;36.2479476929;24.0;12;42.9544582367;7;34.6602783203;34.0;16;58.6000182629;
57;2;36.3295059204;24.0;13;43.0;7;35.5800056458;34.0;16;59.791503191;
58;2;36.3499984741;24.0;13;43.0;7;35.9374504089;34.0;16;60.9304895401;
59;2;36.3499984741;24.0;14;43.0;8;35.5454750061;35.0;9;72.0043680668;
60;2;36.3499984741;24.0;15;43.0;8;36.797542572;35.0;9;73.4055819511;
61;2;36.3499984741;24.0;15;43.0;8;38.0229873657;37.0;9;75.8098402023;
62;2;36.3499984741;24.0;16;43.0;8;41.1794281006;38.0;9;80.7106790543;
63;2;36.3499984741;24.0;16;43.0;8;45.2091751099;41.7000007629;9;84.1347112656;
64;2;36.3499984741;24.0;16;43.0;8;48.0875091553;45.2291984558;10;87.0818935633;
65;3;36.3499984741;24.0;15;58.0;8;48.1091651917;48.6162643433;10;89.6232059002;
66;3;37.3499984741;25.0;15;59.0499992371;8;49.689617157;49.8922767639;11;91.6588728428;
67;3;38.3499984741;26.0;15;60.0049743652;9;49.1073989868;52.5509490967;11;93.3275089264;
68;3;38.3499984741;27.0;15;60.8543777466;9;47.3243598938;54.0;11;94.8623069525;
69;3;38.3499984741;28.0;15;61.5945529938;9;45.3243598938;54.2748031616;12;96.1197588444;
70;3;36.3499984741;30.0;16;62.2277812958;9;42.3243598938;56.3247375488;13;97.056502223;
71;3;35.3499984741;32.0;16;62.7608165741;9;41.3243598938;57.3763618469;13;97.9757188559;
72;3;34.3499984741;34.0;16;63.2032966614;9;40.5778121948;60.4296722412;15;98.8042068481;
73;3;33.3499984741;36.0;16;63.5662899017;9;40.3660430908;63.4846572876;16;99.5396686792;
74;3;32.3499984741;38.0;17;63.8611507416;10;39.5499992371;66.5412979126;15;100.257899642;
75;3;31.5999984741;40.0;17;64.0;10;38.5499992371;69.5995635986;16;100.952131987;
76;3;31.5999984741;41.0;17;64.0;10;37.5499992371;72.6594238281;17;101.616737723;
77;3;30.5999984741;42.0;17;64.0;10;36.5499992371;75.7208099365;17;102.247412086;
78;3;31.5999984741;40.0;19;64.0;10;35.851398468;78.0117645264;18;102.841240764;
79;3;30.5999984741;41.0;20;64.0;11;35.8564033508;81.0117645264;19;103.396666527;
80;3;30.5999984741;42.0;21;64.0;11;35.8614234924;84.0117645264;21;103.913357854;
81;4;31.5999984741;40.0;20;64.0;11;36.8664550781;84.0117645264;20;104.39202702;
82;4;30.5999984741;42.0;20;64.0;11;35.8714981079;87.0117645264;20;104.834205151;
83;4;30.5999984741;44.0;21;64.0;11;36.1265487671;90.0117645264;21;105.242022395;
84;4;31.5999984741;43.0;22;64.0;11;37.1316070557;94.0117645264;21;105.61799252;
85;4;30.5999984741;45.0;21;64.0;11;39.1366653442;95.0117645264;21;106.964831591;
86;4;30.0499992371;47.0;22;64.0;11;39.1417312622;100.011764526;21;107.305305719;
87;5;30.0499992371;46.0;21;64.0;12;45.5885047913;104.630584717;21;107.487067103;
88;5;28.4500007629;48.0;22;64.0;12;46.7987060547;103.691543579;23;107.652275562;
89;6;29.4500007629;47.0;20;79.0;12;47.8945922852;106.752731323;24;107.817770004;
90;6;31.4500007629;48.0;20;80.0499992371;12;48.9197387695;110.813980103;25;107.983233929;
91;6;33.4500007629;49.0;21;81.0049743652;12;51.9449081421;107.875144958;26;108.148350954;
92;6;35.4500007629;47.0;21;81.8543777466;12;50.9700737;110.936080933;26;108.312807918;
93;6;35.4500007629;48.0;21;83.5945529938;13;51.1951828003;113.996643066;26;109.476297975;
94;6;34.4500007629;52.0;22;84.2877812386;13;53.6476287842;112.056671143;26;109.738523364;
