Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;11.0;10.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;1;11.0;10.0;5;20.0;2;8.0;12.3000001907;5;24.0;
4;1;11.0;10.0;5;20.0;2;9.19999980927;11.5;5;24.1499999762;
5;1;12.0;10.0;5;20.0;2;9.82999992371;11.5;5;24.320775032;
6;1;13.0;10.0;4;20.0;2;10.9962329865;11.5;5;24.5146545172;
7;1;14.0;10.0;4;20.3999996185;2;12.0543966293;11.5;5;24.7340574265;
8;1;14.1800003052;10.1999998093;3;20.7264003754;2;12.4202165604;11.5;5;25.4587767124;
9;2;14.7768793106;10.3632001877;2;22.8194274902;2;12.6376333237;11.7299995422;5;26.1199021339;
10;2;15.2687425613;10.9097137451;1;23.7516036034;2;12.8359708786;11.9106416702;5;27.7834124565;
11;2;17.268743515;11.3658018112;1;24.5147576332;2;13.3350229263;12.5274600983;5;29.2703847885;
12;2;19.268743515;11.7372808456;1;25.1279798746;2;15.1144943237;13.0216779709;5;30.6139338017;
13;2;20.296005249;12.0336990356;2;25.6136769056;2;17.1144943237;13.4066829681;5;31.8539195061;
14;2;21.3052597046;12.2662630081;1;25.9944307804;2;19.1144943237;13.6998376846;4;33.0293922424;
15;2;22.3145961761;12.446267128;1;26.1228116751;2;20.703754425;13.9190797806;4;34.0119028091;
16;2;23.3240089417;12.5;1;26.1438889503;2;21.9499549866;14.0;4;34.9129724503;
17;2;24.3334922791;12.5;1;26.1651208401;2;23.2202758789;14.0;5;35.8868045807;
18;2;25.3430480957;12.5;1;26.1864993572;2;24.5124263763;14.0;4;36.9210166931;
19;2;25.7839241028;12.5;2;26.2080165148;2;25.0763053894;14.0;4;37.9985847473;
20;2;25.7936077118;12.5;2;26.2296639681;2;25.3995742798;14.0;4;39.0985708237;
21;2;25.8033485413;12.5;2;26.2514331341;2;25.7295703888;14.0;4;40.1974878311;
22;2;25.8131446838;12.5;2;26.2733153105;2;26.0592460632;14.0;5;41.2711734772;
23;2;25.8229923248;12.5;2;26.2953014374;2;26.3813514709;14.0;5;42.2968797684;
24;2;25.8328857422;12.5;3;26.3173824549;2;26.6890640259;14.0;5;43.2552165985;
25;3;25.8428230286;12.5;2;26.3395489454;2;26.9765644073;14.0;5;44.1315956116;
26;3;25.8527965546;12.5;2;26.3617914915;4;27.2394790649;14.0;3;44.9169464111;
27;3;25.8628063202;12.5;2;26.3841004372;4;27.4750823975;14.0;3;45.607673645;
28;3;25.872844696;12.5;2;26.4064661264;4;27.6823005676;14.0;3;46.2049827576;
29;3;25.8829097748;12.5;2;26.428878665;4;27.8614940643;14.0;3;46.7138156891;
30;3;25.8929958344;12.5;2;26.4513280392;4;26.0141448975;15.0;3;47.1416473389;
31;3;25.9030971527;12.5;2;26.4738043547;4;25.1424942017;16.0;3;47.4973659515;
32;3;25.9132118225;12.5;2;26.4962974787;4;24.2492103577;17.0;3;47.7903404236;
33;3;25.9233341217;12.5;2;26.5187973976;4;23.3371009827;18.0;3;48.0;
34;3;25.9334583282;12.5;3;26.5412938595;4;22.3999996185;19.0;4;48.0;
35;3;25.9435825348;12.5;3;26.5637768507;4;21.3999996185;20.0;2;48.0;
36;3;25.9536991119;12.5;3;26.5862361193;4;20.3999996185;21.0;2;48.0;
37;3;25.9638061523;14.5;3;26.6086617708;4;20.0;22.0;2;48.0;
38;3;25.973897934;16.5;3;26.6310436726;4;20.0;23.0;2;48.0;
39;3;25.9839706421;18.5;4;26.6533719301;4;21.0;22.0;2;48.0;
40;4;25.9940166473;20.5;4;26.6756366491;4;22.0;22.0;2;49.0;
41;4;26.0040359497;22.5;4;26.6978281736;4;24.0;23.0;2;50.0399999619;
42;4;26.0140228271;22.5;4;26.7199368477;4;27.0;26.0;2;50.1211838722;
43;4;26.0239715576;22.5;5;26.7419531345;4;29.3243560791;29.0;2;50.2047374249;
44;4;26.0338783264;22.5;5;26.7638677359;4;30.6614227295;31.0;3;50.2906609774;
45;4;26.0437412262;22.5;6;26.7856714725;4;31.6871986389;33.0;3;50.3789489269;
46;4;26.0535526276;22.5;7;26.8073554039;4;32.713684082;34.0;3;50.4695893526;
47;4;26.0633106232;22.5;7;26.8289107084;4;33.14087677;34.0;4;50.5625638962;
48;4;26.073009491;22.5;7;26.8503289223;4;33.1687698364;34.0;4;50.6578474045;
49;4;26.0826473236;22.5;7;26.8716015816;4;33.197353363;34.0;6;50.7554074526;
50;4;26.0922203064;22.5;7;26.8927206993;5;33.2266197205;34.0;5;50.8552043438;
51;4;26.1017246246;22.5;7;26.9136784077;5;33.2565612793;34.0;6;50.9571908712;
52;5;26.1111545563;22.5;6;26.9344670773;5;33.2871551514;34.0;7;51.0613121986;
53;5;26.1205101013;22.5;7;26.9550794363;5;33.3183937073;34.0;8;51.1675057411;
54;5;26.1297855377;22.5;7;26.9755084515;5;33.3502502441;34.0;9;51.2757011652;
55;5;26.1389789581;22.5;8;26.9957473278;5;32.8831672668;34.832572937;10;51.3858202696;
56;5;26.1480865479;22.5;8;27.0;5;32.4000015259;35.6929092407;11;51.4977769852;
57;5;26.1499996185;22.5;8;27.0;5;32.9331283569;34.8603363037;11;51.6114777327;
58;5;27.1499996185;23.5;7;28.0;5;32.9331283569;34.9171867371;14;51.7268214226;
59;5;28.1499996185;24.5;8;28.0599999428;5;32.9677352905;34.9171905518;15;51.8436996937;
60;5;29.1499996185;25.5;8;29.1653639078;6;31.5531101227;35.0;14;54.4676985741;
61;5;30.6000003815;27.0;8;30.0599738359;7;31.0193214417;36.7000007629;14;57.5985951424;
62;5;31.9510002136;28.3899993896;9;30.7789043188;8;32.0545310974;39.2291984558;13;59.2786573172;
63;6;32.8505096436;28.6872596741;8;31.358631134;8;31.369758606;43.6162643433;13;60.6134456992;
64;6;33.1113853455;28.9097423553;8;31.6847628355;8;33.9723014832;40.8922767639;14;61.5068535805;
65;6;33.2581443787;29.0;9;31.8417024612;8;32.1138801575;43.0;14;62.0986220241;
66;6;33.3287658691;29.0;9;32.0103709698;8;29.6000003815;44.4570121765;15;62.478138864;
67;6;33.4046669006;29.0;9;32.191095829;8;29.6000003815;46.2390708923;15;63.7401291132;
68;6;33.4859924316;29.0;10;32.3841073513;8;30.6000003815;48.3700637817;16;64.0992153287;
69;6;33.5728492737;29.0;10;32.5895195007;9;34.5323905945;49.8256225586;15;64.471693933;
70;6;33.6652832031;29.0;10;32.8073105812;9;32.5999984741;54.8256225586;15;64.8570820093;
71;6;33.7632904053;29.0;11;33.0373048782;9;34.5999984741;56.5248794556;16;65.2548458576;
72;7;33.8667869568;29.0;9;33.279156208;9;36.8000030518;57.8256225586;16;65.6644016504;
73;7;29.5999984741;31.7999992371;9;33.5323348045;9;37.9086456299;60.8256225586;17;66.0851122141;
74;7;30.5999984741;31.7999992371;10;33.7961177826;10;38.9535942078;63.8256225586;16;66.5162883997;
75;7;28.5999984741;33.7999992371;10;34.0695858002;10;38.8000030518;67.8256225586;17;67.9571868181;
76;7;30.4999980927;33.0;11;34.3516249657;10;39.8000030518;72.8256225586;19;68.3570094705;
77;7;31.4999980927;34.0;11;34.6409373283;10;38.8000030518;77.9730682373;19;68.7699030042;
78;7;32.5;35.0;11;34.9360575676;10;38.0715026855;83.0472640991;21;69.1944574714;
79;7;32.5;36.0;12;35.2353773117;10;37.0593528748;87.8261260986;22;69.6292546391;
80;7;29.5999984741;38.7999992371;12;35.5371770859;10;36.0484161377;92.0276489258;24;70.0728639364;
81;7;30.5999984741;38.7999992371;13;35.8396630287;11;35.8000030518;93.5606307983;18;85.5238351822;
82;8;28.5999984741;40.7999992371;12;36.1410093307;11;36.305431366;97.261177063;19;87.0306960344;
83;8;27.5999984741;42.7999992371;13;36.4394001961;11;36.5683021545;100.024246216;20;88.4469286799;
84;8;26.5999984741;44.7999992371;14;36.7330756187;11;37.3866882324;99.7655715942;21;89.7604668736;
85;8;25.5999984741;46.7999992371;15;37.0203709602;11;36.8000030518;100.977714539;21;90.9661139846;
86;8;24.5999984741;48.7999992371;15;37.2997555733;11;35.8000030518;102.193771362;15;92.0645945668;
87;8;23.5999984741;50.7999992371;15;37.5698642731;11;35.8000030518;101.412864685;16;93.0610982776;
88;9;22.5999984741;52.7999992371;16;55.0795207024;13;37.9923667908;100.31350708;13;93.9636998177;
89;9;25.4999980927;52.0;16;56.6646299362;13;39.56980896;100.543045044;12;94.7819203734;
90;9;27.4999980927;53.0;16;58.0926809311;13;38.9843177795;101.772155762;13;95.5255980492;
91;9;28.4999980927;53.3255233765;16;59.3486862183;13;40.8000030518;104.811660767;14;96.1053854227;
92;9;29.4999980927;53.4148521423;17;60.4306259155;14;42.8417663574;105.685386658;14;96.5370427966;
93;9;31.4999980927;52.3255233765;18;61.3468513489;14;43.6926193237;106.976905823;14;96.958104074;
94;9;31.4999980927;53.3255233765;18;62.1126308441;14;44.8924102783;108.263053894;14;98.3673567772;
95;9;32.5;55.3255233765;18;62.7467727661;14;43.9702644348;109.543365479;15;99.8637081385;
96;10;34.5;54.3255233765;18;63.2689323425;14;45.8000030518;113.208755493;17;101.307100713;
97;10;34.5;56.3255233765;18;63.6032085419;14;45.8000030518;114.468986511;17;102.804596484;
98;10;34.5;58.3255233765;19;63.7373456955;14;45.8000030518;117.898292542;20;105.140685022;
99;10;34.5;60.3255233765;19;63.860294342;14;45.9632987976;119.940551758;20;106.399930537;
100;10;35.5;59.3255233765;20;63.9726724625;14;47.8000030518;123.690979004;21;107.593241453;
