Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;11.0;10.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;11.0;10.0;5;20.0;2;7.0;13.3000001907;5;24.0;
3;1;11.0;10.0;6;20.0;2;8.19999980927;12.1000003815;5;24.0549999475;
4;1;11.0;10.0;6;20.0;2;9.2110004425;11.5;5;24.1124446392;
5;1;12.0;10.0;6;20.0;2;9.82248973846;11.5;5;24.1723781824;
6;1;13.0;10.0;6;20.0;2;10.951713562;11.5;5;24.2348380089;
7;1;14.0;10.0;6;20.3999996185;2;11.970451355;11.5;5;24.2998542786;
8;1;14.1800003052;10.1999998093;6;20.7264003754;2;12.2899560928;11.5;5;24.8404462337;
9;1;14.3268795013;10.3632001877;6;21.8194274902;2;12.4521341324;11.7299995422;5;25.2862076759;
10;2;15.2687425613;10.9097137451;4;23.7316036224;2;12.5858621597;11.9106416702;5;25.5533336401;
11;2;17.268743515;11.3658018112;4;24.5645617247;2;12.6660013199;12.0;5;26.8767726421;
12;2;19.268743515;11.7372808456;4;25.2545170784;2;14.6494169235;12.6000003815;5;27.9655499458;
13;2;20.3529472351;12.0336990356;4;25.8242644072;2;16.6494159698;13.0788002014;5;28.8481218815;
14;2;20.6209182739;12.2662630081;4;26.2967605591;2;18.6494159698;13.4505519867;5;29.5598065853;
15;2;20.8335418701;12.446267128;4;26.5249304771;2;19.7746086121;13.7328653336;5;30.1362903118;
16;2;20.9362182617;12.5;4;26.6541694403;2;20.8211326599;13.943564415;5;30.4122445583;
17;2;22.946018219;12.5;4;26.7922235727;2;21.8700580597;14.0;6;30.5832185745;
18;2;24.0081424713;12.5;4;26.9393253326;2;22.9213504791;14.0;6;30.7618942261;
19;2;25.0743370056;12.5;5;27.0956480503;2;23.2285671234;14.0;6;30.9479935169;
20;2;26.1446819305;12.5;5;27.261295557;2;23.2843971252;14.0;6;31.141146183;
21;2;26.2675819397;12.5;5;27.4362905025;3;23.3423442841;14.0;5;31.3408870697;
22;2;26.3463306427;12.5;5;27.6205644608;3;23.4022655487;14.0;6;31.5466561317;
23;2;26.4292545319;12.5;5;27.8139474392;3;23.4639968872;14.0;6;31.7578008175;
24;2;26.5162773132;12.5;6;28.016159296;3;23.5273399353;14.0;6;31.9735813141;
25;4;26.6072711945;12.5;4;28.2268030643;4;23.5920734406;14.0;5;32.1931781769;
26;4;26.7020606995;12.5;4;28.445360899;4;23.6579532623;14.0;5;32.4157028198;
27;4;26.8004131317;12.5;4;28.6711919308;4;23.7247104645;14.0;5;32.6402101517;
28;4;26.9020366669;12.5;4;28.9035346508;4;23.7920627594;14.0;5;33.86571455;
29;4;27.0065898895;12.5;4;29.141512394;4;24.8597145081;14.5;5;34.2437056303;
30;4;27.1136798859;12.5;4;29.3841423988;4;25.9273605347;14.0;5;34.6421649456;
31;4;27.222864151;12.5;4;29.6303496361;4;26.3926486969;14.0;5;35.0625499487;
32;4;27.333656311;12.5;4;29.8789830208;4;26.5187644958;14.0;6;35.5064489841;
33;4;27.4455413818;12.5;4;30.1288366318;4;26.1272506714;14.8744716644;6;35.9755384922;
34;4;27.557975769;12.5;4;30.3786706924;4;26.1918945312;15.0012798309;6;36.4715199471;
35;4;27.6704025269;12.5;4;30.6272368431;4;26.9414558411;14.0;6;36.9960269928;
36;4;27.7822570801;12.5;4;30.8733024597;5;27.0988082886;14.0;5;37.5505049229;
37;4;27.8929862976;14.5;4;31.1156759262;5;27.2651519775;14.0;5;38.13606143;
38;4;28.0020542145;16.5;4;31.353228569;5;27.4408187866;14.0;5;39.7532942295;
39;4;28.1089515686;18.5;5;31.5849161148;5;28.6259880066;18.0;5;40.5321010351;
40;4;28.2132110596;20.5;5;31.8097963333;5;29.8206291199;22.0;5;41.3569210768;
41;4;28.3144073486;22.5;5;32.0270428658;5;30.4070777893;26.0;5;42.2271299362;
42;4;28.4121704102;22.5;5;32.2359538078;5;30.6681365967;30.0;5;43.140930891;
43;4;28.5061798096;22.5;5;32.4359588623;5;30.9422798157;34.0;5;45.0952545404;
44;4;29.5961818695;23.5;4;34.6266198158;5;32.2285766602;35.0;5;46.1157407761;
45;4;31.6819801331;25.5;4;34.8576285839;5;33.5257225037;36.0;5;47.1674077511;
46;4;33.2224311829;27.5;4;35.079587698;5;34.1502227783;37.0;6;48.2436389923;
47;4;33.7858123779;29.5;4;35.2924159765;5;34.4730911255;38.0;6;49.3370523453;
48;4;33.8815879822;31.5;5;35.4961358309;5;34.8011169434;39.0;6;50.4398368597;
49;4;33.9732589722;32.5;5;35.6908618212;5;35.1319503784;39.0;6;51.5441173315;
50;4;34.0608863831;32.5;5;35.8767871857;6;35.1066246033;39.5943527222;6;52.6013526917;
51;4;34.1445541382;32.5;6;36.0541710854;6;35.7804069519;39.0;6;53.6045091152;
52;4;34.2243766785;32.5;6;36.2233276367;7;34.802192688;40.0;6;54.5945804119;
53;4;34.3004989624;32.5;6;36.3846101761;7;33.4253692627;40.0;6;55.565829277;
54;4;34.3730735779;32.5;6;36.5335251093;7;33.3575630188;41.0;6;56.5133911371;
55;4;34.4400863647;32.5;7;36.5906231403;7;33.0291671753;42.0;7;57.4332022667;
56;4;34.4657783508;32.5;8;36.6483085155;7;33.1808013916;43.0;7;58.3218843937;
57;4;34.4917373657;32.5;8;37.9005221128;7;31.9500007629;42.7166213989;7;59.1766180992;
58;4;35.0552330017;33.0;9;38.9210013151;8;32.9500007629;42.7350120544;7;62.2127622366;
59;4;35.5144538879;33.3899993896;9;39.7445715666;8;35.4337501526;39.7000007629;7;65.8408838511;
60;4;35.8850593567;33.6872596741;9;40.4075751305;8;38.8110580444;42.0241928101;7;68.167943716;
61;4;36.1834106445;33.9097442627;9;40.7955918312;9;40.0765533447;43.6162643433;7;70.1910588741;
62;4;36.3580169678;34.0;11;40.9930963516;10;38.8890686035;44.8922767639;8;71.7900624275;
63;4;36.4468917847;34.0;12;41.1772979498;10;41.0769424438;45.8903274536;8;73.0825104713;
64;4;36.5297851562;34.0;12;41.2568936348;10;40.2101516724;47.0;8;74.2822412252;
65;4;36.5655975342;34.0;12;41.3373273611;10;38.7455101013;48.6223220825;8;76.3894796371;
66;4;36.6017990112;34.0;13;41.4185336828;10;41.820766449;49.6600341797;11;77.4530540705;
