Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;11.0;10.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;1;11.0;10.0;4;20.0;1;8.0;12.1000003815;6;23.0;
4;1;11.0;10.0;4;20.0;1;9.0;11.5;6;23.0;
5;1;12.0;10.0;4;20.0;1;9.60000038147;11.5;6;23.0;
6;1;13.0;10.0;4;20.0;1;10.6000003815;11.5;6;23.0;
7;1;14.0;10.0;4;20.3999996185;1;11.6000003815;11.5;6;23.0;
8;2;14.6300001144;10.1999998093;3;21.7264003754;1;11.8999996185;11.5;6;23.4599990845;
9;2;14.7768793106;10.3632001877;3;22.9494274855;2;12.0380001068;11.9299993515;5;24.8212833405;
10;2;15.3272428513;10.9097137451;3;24.0070346594;2;12.4463853836;11.9106416702;5;25.0;
11;2;17.3272418976;11.3658018112;3;24.9122858047;2;12.5000009537;12.0;5;26.2300007343;
12;2;19.3272438049;11.7372808456;2;25.6857330799;2;14.4553852081;12.6000003815;5;27.2181913853;
13;2;20.5469932556;12.0336990356;3;26.3512378931;2;16.4553852081;13.0788002014;5;27.9928700924;
14;2;21.6371631622;12.2662630081;3;26.9327886105;2;18.4553852081;13.4505519867;5;28.589247942;
15;2;22.7368564606;12.446267128;2;27.2842636108;2;19.4834403992;13.7328653336;5;29.0429638624;
16;2;23.846660614;12.5;2;27.5518820286;2;20.4931354523;13.943564415;5;29.1887089014;
17;2;24.9670906067;12.5;2;27.8440244198;2;21.5029983521;14.0;6;29.2221269608;
18;2;26.0985527039;12.5;2;28.1613030434;2;22.5130233765;14.0;6;29.2560760975;
19;2;26.672586441;12.5;2;28.5039470196;2;22.7768230438;14.0;6;29.2905418873;
20;2;26.8267765045;12.5;3;28.871723175;2;22.7871627808;14.0;6;29.3255085945;
21;2;26.992275238;12.5;3;29.263862133;2;22.7976531982;14.0;7;29.3609591722;
22;2;27.1687374115;12.5;3;29.6789975166;3;22.8082866669;14.0;6;29.3968753815;
23;3;27.3555488586;12.5;2;30.1151270866;3;22.8190612793;14.0;6;29.4332377911;
24;3;27.5518074036;12.5;2;30.5695996284;3;22.8299713135;14.0;6;29.4700255394;
25;3;27.7563209534;12.5;2;31.0391392708;3;22.8410072327;14.0;6;29.5072168112;
26;3;27.9676132202;12.5;2;31.5199065208;3;22.8521652222;14.0;6;29.5447884798;
27;3;28.1839580536;12.5;3;32.007601738;3;22.8634357452;14.0;6;29.5827163458;
28;3;28.403421402;12.5;3;32.4976010323;3;22.8748149872;14.0;6;29.6209751368;
29;3;28.6239204407;12.5;3;32.9851250648;3;22.8862915039;14.0;6;29.6595385075;
30;3;28.8433074951;12.5;3;33.465420723;3;22.8978614807;14.0;6;29.6983793974;
31;3;29.0594387054;12.5;3;33.9339466095;3;22.9095134735;14.0;6;29.7374696732;
32;3;29.270275116;12.5;3;34.3865451813;3;22.9212398529;14.0;6;29.7767804861;
33;3;29.4739456177;12.5;3;34.8195896149;3;22.3999996185;14.8883905411;6;29.8162822723;
34;4;29.6688156128;12.5;1;35.2300891876;3;22.9448852539;14.0;6;29.8559447527;
35;4;29.8535404205;14.5;2;36.6157541275;3;22.9567832947;14.0;7;29.8957372904;
36;4;31.0270881653;17.5;2;37.0350174904;3;22.9687213898;14.0;7;29.9356285334;
37;4;32.1887588501;20.5;2;37.4299736023;3;22.3999996185;14.9678144455;7;29.9755871296;
38;4;32.8434906006;23.5;2;37.8004673719;3;23.9926757812;14.5;6;31.015581131;
39;4;33.0102081299;26.5;2;38.1468982697;3;25.0046730042;14.5;7;31.08557868;
40;4;33.166103363;27.5;2;38.4701267481;4;24.7089996338;15.0;6;31.1561388969;
41;4;33.3115577698;27.5;1;38.7713707685;4;25.3468418121;18.0;6;31.227222681;
42;4;33.4471168518;27.5;1;39.0521073341;4;25.3681659698;21.0;6;31.2987904549;
43;4;33.5734481812;27.5;2;39.3139802217;4;25.3896369934;24.0;6;31.3708010912;
44;4;33.6912918091;27.5;3;39.5587179661;4;25.411239624;27.0;6;31.4432128668;
45;4;33.8014221191;27.5;3;39.7396525145;4;25.432964325;29.0;6;31.5159831047;
46;4;33.8828430176;27.5;5;39.8311642408;4;25.4547958374;29.0;6;31.5890686512;
47;4;33.9240226746;27.5;5;39.9258141518;4;25.4767208099;29.0;5;31.662425518;
48;4;33.9666137695;27.5;6;40.0235335827;4;24.3999996185;29.0;7;31.7360093594;
49;4;34.0105895996;27.5;6;40.1242339611;4;24.3999996185;29.0;9;31.8097747564;
50;4;34.0559043884;27.5;7;40.2278065681;5;25.5429325104;29.0;8;31.8836765289;
51;4;34.1025123596;27.5;7;40.3341217041;5;25.5651016235;29.0;8;31.9576692581;
52;4;34.150352478;27.5;7;40.4430289268;5;25.5872993469;29.0;8;32.03170681;
53;4;34.1993637085;27.5;8;40.5543570518;5;24.3999996185;30.7350120544;8;32.105743289;
54;4;34.249458313;27.5;9;42.1600892544;6;26.6317214966;30.0;8;33.1797326803;
55;4;34.9720420837;28.0;9;43.517544508;6;27.65391922;31.0;8;33.3136290312;
56;4;35.5828933716;28.3899993896;10;44.662548542;6;27.9940872192;32.0;8;34.4503506422;
57;4;36.0981445312;28.6872596741;10;45.6328155994;6;28.5488128662;34.8104858398;9;34.6199208498;
58;4;36.5347671509;28.9097423553;10;46.3154683113;7;28.8978614807;37.0;8;34.7929466963;
59;4;36.841960907;29.0;12;46.796517849;7;28.9095134735;38.3879623413;8;34.9694281816;
60;4;37.0584335327;29.0;12;47.2584457397;7;28.9212417603;40.070098877;8;35.1493542194;
61;5;37.2663002014;29.0;12;47.5921831131;7;28.9330329895;41.1245269775;9;35.332701087;
62;5;37.4164810181;29.0;13;47.8864417076;7;29.8077545166;40.3200912476;10;35.5194312334;
63;5;37.5488967896;29.0;13;48.1851773262;8;30.2992172241;39.0;9;35.7094920874;
64;5;37.6833267212;29.0;14;48.4866862297;8;29.4641189575;40.0;9;36.9028151035;
65;6;37.8190078735;29.0;13;48.7891845703;8;29.9218959808;42.4535446167;10;38.6715751886;
66;6;35.8190078735;30.0;13;49.0908484459;8;31.9785652161;43.2232971191;11;40.1093001366;
67;6;35.3499984741;31.0;13;49.3898572922;8;31.7317085266;45.7898674011;11;41.2731686831;
68;6;35.3499984741;31.5559425354;13;49.6844387054;8;32.0134849548;47.9143447876;12;42.2251292467;
69;6;35.3499984741;33.0;13;49.9729099274;8;32.2006835938;49.374671936;13;43.8504351377;
70;6;35.3499984741;34.0;14;51.2537155151;9;33.5999984741;50.6088790894;11;44.3823826313;
71;6;36.3499984741;36.0;15;51.5654602051;9;31.6000003815;52.6623916626;12;44.9349147081;
72;6;37.3499984741;38.0;15;51.8681192398;9;30.6000003815;56.5083084106;14;45.5084170103;
73;6;37.3499984741;40.0;16;52.160687685;9;29.6000003815;59.0679168701;15;46.1032017469;
74;7;37.3499984741;42.0;14;76.4423712492;9;33.2759513855;57.5464820862;16;46.7194892168;
75;7;38.3499984741;45.0;13;78.3925846815;10;32.7078399658;61.3890571594;15;47.3573869467;
76;7;39.3499984741;47.0;14;80.0171234608;10;33.1589546204;65.2126846313;12;48.0168662071;
77;7;39.3499984741;49.6288757324;15;81.3328034878;10;35.217010498;67.5464782715;13;48.6977363825;
78;7;39.3499984741;51.6524085999;15;82.3780519962;10;34.2799072266;72.5464782715;12;49.3996186256;
79;7;39.3499984741;53.3159179688;17;83.2001913786;10;35.3477859497;75.5464782715;13;50.1219162941;
80;8;39.3499984741;53.7086029053;14;83.8460282087;10;34.4207496643;80.5464782715;14;50.8637869358;
81;8;39.3499984741;54.7727050781;15;84.084043026;11;34.5999984741;84.1041717529;13;52.6241147518;
82;8;39.3499984741;55.8318710327;15;84.2726917267;11;34.5999984741;90.1413116455;13;53.3764864206;
83;8;39.3499984741;56.8862991333;15;84.4510731697;11;35.5999984741;94.1284790039;15;54.146674335;
84;8;40.3499984741;56.8318710327;15;84.6197615862;11;36.5999984741;97.2801742554;16;54.932374239;
85;8;39.3499984741;58.8318710327;16;84.72067523;11;37.5999984741;100.431808472;17;55.7309810519;
86;9;39.3499984741;60.8318710327;15;84.7771017551;11;38.5999984741;103.583175659;18;56.5396000743;
87;9;40.3499984741;59.8318710327;15;84.8343759775;11;38.5999984741;106.734069824;20;57.3550695181;
88;9;39.3499984741;61.8318710327;15;84.8924454451;11;38.5999984741;109.509094238;20;58.1740011573;
89;10;40.3499984741;64.8318710327;12;85.9512542486;12;38.5999984741;106.658401489;15;58.9548091292;
90;10;42.3499984741;65.8318710327;12;86.050743103;12;38.5999984741;109.787567139;13;59.7262248993;
91;10;41.3499984741;69.8318710327;10;86.152033329;12;38.5999984741;112.912597656;13;60.4917681217;
92;10;41.3499984741;73.8318710327;11;86.2550611496;12;38.5999984741;115.200271606;13;61.2477852106;
93;11;42.3499984741;74.8318710327;10;86.3597573042;12;38.5999984741;115.623886108;16;61.9907665253;
94;11;41.3499984741;77.8318710327;10;87.7004371881;12;38.5999984741;115.995376587;17;62.7174255848;
95;11;41.3499984741;80.8318710327;11;89.0526919365;12;38.5999984741;116.358711243;17;64.4247761965;
96;11;41.3499984741;83.8318710327;11;90.3923920393;12;39.5999984741;123.997344971;18;65.3501929045;
97;11;41.3499984741;86.8318710327;13;91.6967351437;12;40.5999984741;125.477142334;20;66.3060757518;
98;12;41.3499984741;89.8318710327;12;93.9461803436;12;41.0603866577;126.9400177;21;67.3014942408;
99;12;43.3499984741;90.8318710327;14;95.1858816147;12;40.5999984741;128.384735107;25;68.3472945094;
100;13;43.3499984741;94.8318710327;11;96.3493654728;13;41.2997512817;129.810348511;24;69.455819428;
101;13;43.3499984741;98.8318710327;11;97.4326213598;13;40.5999984741;131.216217041;24;70.640340209;
102;13;43.3499984741;102.831871033;12;98.436314106;13;40.5999984741;132.601959229;25;71.9141023755;
103;13;43.3499984741;106.831871033;12;99.3647168875;14;41.5999984741;131.806365967;25;73.2544464469;
104;13;44.3499984741;106.831871033;13;101.224510789;14;40.5999984741;133.979232788;26;74.6534244418;
105;13;44.3499984741;110.831871033;14;102.043664932;14;40.5999984741;136.109039307;26;76.1356700063;
106;13;46.3499984741;111.831871033;16;102.810709119;14;41.5999984741;135.211090088;22;77.7315433025;
107;13;46.3499984741;115.831871033;15;103.503646016;14;42.5999984741;135.310256958;23;81.7533445954;
108;13;48.3499984741;116.160003662;17;103.995495558;14;43.5999984741;136.46321106;18;85.8483109474;
109;13;48.3499984741;119.301300049;18;104.494244695;14;44.4424057007;137.624740601;19;90.9511401057;
110;13;48.3499984741;121.441589355;17;104.998494029;14;45.7091445923;139.787445068;16;95.0718300343;
111;13;49.3499984741;120.580322266;16;105.506790161;14;45.7091445923;140.944046021;15;100.06708324;
112;13;48.3499984741;122.716957092;17;106.017643213;14;46.9713897705;144.087402344;17;104.935917974;
113;13;48.3499984741;124.850982666;17;106.529544115;14;50.99193573;145.210830688;17;109.633514047;
114;13;49.3499984741;124.981948853;16;107.040982842;14;56.0138320923;146.063217163;15;113.131776571;
115;13;48.3499984741;128.109405518;17;107.550466657;15;58.0371284485;148.900939941;14;116.359959006;
116;13;48.3499984741;131.233001709;18;108.056536913;15;60.0618667603;151.719787598;15;119.319740653;
117;13;49.3499984741;131.352386475;19;108.557786107;15;61.539604187;151.516036987;17;122.024484158;
118;13;49.3499984741;135.422286987;19;109.052872419;15;60.8429946899;153.2865448;19;124.495055318;
119;13;50.3499984741;138.54901123;20;109.540533662;15;61.090385437;154.07623291;19;126.746469259;
120;13;51.7765083313;138.670944214;20;110.019597888;15;61.2867660522;156.78817749;17;128.637424588;
121;13;54.7765083313;140.783325195;21;110.488994241;15;62.3899230957;156.468505859;18;130.251945376;
