Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;11.0;10.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.1000003815;6;23.0;
4;1;11.0;10.0;5;20.0;1;9.0;11.5;6;23.0;
5;1;12.0;10.0;5;20.0;1;9.60000038147;11.5;6;23.0;
6;1;13.0;10.0;5;20.0;1;10.6000003815;11.5;6;23.0;
7;1;14.0;10.0;5;20.3999996185;1;11.6000003815;11.5;6;23.0;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;11.8999996185;11.5;6;23.4599990845;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;12.0380001068;11.9299993515;5;24.8212833405;
10;2;15.2687425613;10.9097137451;4;23.7316036224;2;12.4463853836;11.9106416702;5;25.1000000238;
11;2;17.268743515;11.3658018112;3;24.5045616627;2;12.5300006866;12.0;5;26.4419007301;
12;2;19.268743515;11.7372808456;3;25.1279890537;2;14.5189552307;12.6000003815;5;27.5579432249;
13;2;20.2960090637;12.0336990356;4;25.6242921352;2;16.5189552307;13.0788002014;5;28.4778852463;
14;2;21.3100376129;12.2662630081;4;26.0160515308;2;18.5189552307;13.4505519867;5;29.2383989096;
15;2;22.3243255615;12.446267128;4;26.1558350325;2;19.6781864166;13.7328653336;5;29.8765470982;
16;2;23.3388690948;12.5;4;26.1887089014;2;20.7432098389;13.943564415;5;30.228358984;
17;2;24.3536624908;12.5;4;26.2221269608;2;21.8148918152;14.0;6;30.4906733036;
18;2;25.3687000275;12.5;4;26.2560760975;2;22.8935871124;14.0;6;30.7773330212;
19;2;25.8152351379;12.5;5;26.2905418873;2;23.2332000732;14.0;6;31.0890238285;
20;2;25.8307437897;12.5;5;26.3255085945;2;23.3267059326;14.0;6;31.4260663986;
21;2;25.8464794159;12.5;5;26.3609591722;2;23.4278202057;14.0;7;31.788336277;
22;2;25.8624305725;12.5;5;26.3968753815;3;23.5365009308;14.0;6;32.1751885414;
23;2;25.8785934448;12.5;5;26.4332377911;4;23.6525554657;14.0;5;32.585392952;
24;2;25.8949565887;12.5;5;26.4700255394;4;23.7756175995;14.0;6;33.0170898438;
25;2;25.25;13.0880098343;5;26.5072168112;4;23.9051265717;14.0;6;33.4677705765;
26;2;25.25;13.1028871536;6;26.5447884798;4;24.0403308868;14.0;6;33.9342932701;
27;2;25.25;13.1179151535;6;26.5827163458;4;24.1802883148;14.0;6;34.4129357338;
28;2;25.25;13.1330862045;7;26.6209751368;4;22.3999996185;15.0;6;34.8994894028;
29;2;25.25;13.1483898163;7;26.6595385075;4;23.3999996185;14.0;6;35.3893885612;
30;2;25.25;13.1638154984;7;26.6983793974;4;22.3999996185;15.0;6;35.877872467;
31;2;25.25;13.1793518066;7;26.7374696732;4;21.7633609772;16.0;6;36.360165596;
32;2;25.25;13.1949882507;7;26.7767804861;4;20.9080505371;17.0;6;36.8316650391;
33;2;25.25;13.2107124329;7;26.8162822723;4;20.0494995117;18.0;6;37.2881155014;
34;2;25.25;13.2265129089;7;26.8559447527;4;19.1864337921;19.0;7;37.7257604599;
35;2;25.25;13.2423782349;6;26.8957372904;4;18.3177280426;20.0;7;38.141462326;
36;2;25.25;13.2582950592;5;26.9356285334;4;17.3177280426;19.0;7;38.5327749252;
37;2;26.1210327148;15.2582950592;6;26.9755871296;4;16.3177280426;19.0;8;38.8979701996;
38;2;26.1390151978;17.2582950592;6;27.015581131;4;16.9177284241;20.0;9;39.2360286713;
39;2;26.1570110321;19.2582950592;6;27.0555787086;4;17.3708076477;21.0;9;39.5465888977;
40;2;26.1750106812;21.2582950592;6;27.0955479145;4;17.4639778137;22.0;10;39.8298740387;
41;2;26.1929969788;22.5;6;27.135456562;4;17.5489616394;23.0;9;40.0865974426;
42;2;26.2109565735;22.5;6;27.17527318;4;17.6259803772;24.0;10;40.3178625107;
43;2;26.2288722992;22.5;6;27.2149660587;4;18.6953582764;23.0;11;40.5250654221;
44;2;26.2467346191;22.5;6;27.2545039654;4;19.7575187683;23.0;11;40.7098016739;
45;2;26.2645263672;22.5;7;27.293856144;4;20.8129405975;23.0;11;40.8737831116;
46;2;26.2822341919;22.5;7;27.3329925537;4;21.8621349335;23.0;11;41.0;
47;2;26.2998466492;22.5;8;27.3718836308;4;22.8999996185;24.0;11;41.0;
48;2;26.3173484802;22.5;8;27.4105007648;4;23.8999996185;24.0;12;41.0;
49;2;26.3347244263;22.5;8;27.4488155842;4;24.8999996185;24.0;12;41.0;
50;2;26.3519668579;22.5;8;27.4868011475;4;25.8999996185;24.0;12;41.0;
51;2;26.3690605164;22.5;8;27.5244314671;5;26.2999992371;24.0;12;41.0;
52;2;26.3859939575;22.5;11;27.5616812706;5;26.2999992371;24.0;11;41.0;
53;3;25.25;23.5;10;27.5985264778;5;26.2999992371;24.0;12;41.0;
54;4;26.25;24.5394096375;9;28.6349442005;5;24.2999992371;25.0;14;41.0;
55;4;27.25;25.5539779663;10;28.8309127092;5;23.2999992371;26.0;14;41.0;
56;4;27.25;26.568365097;11;29.0501555204;5;22.3999996185;27.0;15;41.0;
57;4;27.25;27.5825653076;11;29.2955453396;5;22.3999996185;28.0;15;41.0;
58;4;27.25;28.5965690613;11;29.5700963736;5;22.3999996185;29.0;15;41.0;
59;4;27.25;28.610370636;9;29.876894474;5;22.3999996185;30.0;16;42.0;
60;4;27.25;28.6239624023;9;31.2884378433;5;24.3999996185;29.0;16;42.0199999809;
61;4;27.7000007629;29.1485786438;10;32.5303690434;5;24.3999996185;31.0;15;42.0401959419;
62;4;28.0510005951;29.5630245209;10;34.6414973736;5;24.3999996185;33.0;15;42.0605818033;
63;4;30.3185329437;29.6872596741;10;36.8762209415;5;25.3999996185;32.0;16;42.0811508894;
64;5;31.011510849;32.457233429;10;38.8178014755;5;24.3999996185;34.0;19;42.1018965244;
65;6;31.5431003571;33.0478897095;9;40.5184503794;5;24.3999996185;35.5509490967;19;42.1228116751;
66;6;31.936422348;34.4849128723;10;42.0389130116;5;25.3999996185;33.5614051819;19;42.1438889503;
67;6;32.2193565369;36.7992858887;10;43.3934868574;5;24.3999996185;34.5719451904;18;42.1651208401;
68;6;32.4000015259;38.105430603;11;44.4015444517;6;24.3999996185;35.5825614929;18;42.1864993572;
69;6;32.4000015259;37.7028579712;11;45.4550786018;6;25.3999996185;33.5932502747;18;44.095516324;
70;6;33.1303024292;38.7421760559;11;47.0352811813;6;26.8199996948;33.3040084839;19;46.6155930758;
71;6;30.9460048676;39.0;12;47.5717815161;7;26.1375198364;35.8440322876;18;47.8495947123;
72;6;30.9774150848;41.0;12;49.2569668293;7;28.369758606;35.2419815063;18;48.8179578781;
73;6;31.6415576935;43.8378829956;14;50.5896440744;7;27.8628330231;37.5289344788;18;49.4088299274;
74;6;30.6953048706;43.8824920654;14;50.9881227612;7;27.9419021606;39.6476516724;18;49.7465623617;
75;6;29.6875305176;43.9110412598;14;51.3938884735;7;27.6000003815;41.6586914062;18;51.0501483679;
76;6;29.6115875244;44.939994812;15;51.7906423807;7;28.6000003815;44.2900924683;19;51.3607560396;
77;6;29.5704288483;45.9693222046;15;52.1657930017;7;29.6000003815;46.3276367188;19;52.5580097437;
78;6;29.5333862305;46.0;16;52.5105777979;7;29.6000003815;47.3659973145;20;52.6258739829;
79;6;29.4407920837;47.0;16;52.8198273182;8;30.9346656799;49.4051589966;18;52.7013347149;
80;6;28.658996582;48.0;17;53.0914716125;9;29.3852367401;52.0;16;52.78385216;
81;7;27.8494262695;49.0;16;53.3258919716;9;29.8593502045;55.0846786499;17;52.8729285002;
82;7;27.4280776978;51.0;17;53.5252387226;9;30.8484153748;57.1474380493;17;52.9681016803;
83;7;27.5859737396;53.0;17;53.6927978396;9;31.6000003815;58.6090507507;17;53.0689413548;
84;7;27.7198314667;55.0;17;53.8324539363;9;31.9984645844;58.9953613281;18;53.175044477;
85;7;27.8324050903;57.0;18;53.9383733571;10;32.2338447571;59.6561203003;17;54.2860314846;
86;7;27.9219589233;59.0;18;53.856008932;10;34.1510925293;59.139503479;17;55.499043107;
87;7;27.9197635651;60.0972442627;17;53.7881044894;10;34.5999984741;64.0921020508;17;55.78467381;
88;7;27.9177875519;61.0875167847;18;53.7331339121;10;36.191822052;67.1415023804;17;56.0860748887;
89;7;26.9160079956;60.0787658691;19;53.6897142231;10;36.5999984741;69.1439743042;18;56.4035038948;
90;8;26.9144077301;60.0708885193;15;67.1565964222;10;35.7923660278;72.8831634521;19;56.7371986508;
91;8;27.9129676819;61.0638008118;15;67.8751483411;11;36.2553520203;75.9838562012;17;57.0873630047;
92;8;28.9116706848;62.0574188232;16;68.5369325578;11;35.4613952637;76.3722305298;17;57.4541506767;
93;8;28.9105033875;63.0516777039;16;69.1370745972;11;34.7808837891;78.4470291138;19;57.8376483917;
94;8;28.9094524384;64.0465087891;18;69.6739024073;11;35.5999984741;81.0220336914;19;58.2378578782;
95;9;28.9085083008;65.0418548584;20;70.1484447941;11;36.7750167847;79.8414916992;19;58.6546766162;
96;9;29.8076553345;62.0;20;70.5638100952;11;36.3659934998;80.9702072144;21;59.0878802538;
97;9;30.8068904877;63.5816040039;20;70.9245223179;13;36.3885650635;83.310508728;19;60.5371032953;
98;9;31.8062019348;63.0;21;71.2359294146;13;38.5794448853;83.1712188721;19;60.976823926;
99;9;33.8055801392;61.0;21;71.5037089624;13;37.5999984741;87.5988616943;20;61.4338486195;
100;9;32.8050231934;62.0;19;71.688828744;13;38.62134552;89.4773254395;16;61.9070520401;
101;9;32.8045196533;63.0;20;72.7135714628;13;38.5999984741;90.9105758667;16;62.3951446414;
102;9;33.804069519;65.0;20;72.7802960351;14;37.7619628906;93.5956192017;15;62.8966685534;
103;9;34.8036613464;67.0;20;72.8498464338;14;38.6850738525;93.7648773193;16;64.4100011587;
104;9;34.8032951355;70.0;21;72.9219220318;15;40.5466690063;93.2522201538;13;64.9733616114;
105;9;34.8029670715;73.0;21;72.9962483011;15;39.5999984741;94.7898330688;14;65.5460125804;
106;9;34.8026695251;75.5571136475;21;73.0725758467;15;40.0151367188;101.022705078;15;66.1101258993;
107;9;33.9024047852;77.4398498535;23;73.150677681;16;40.5999984741;102.702796936;14;66.6753104329;
108;10;32.9021606445;79.5056152344;20;73.2303476334;16;41.0416526794;104.066886902;15;68.243635118;
109;10;32.9019470215;82.5713729858;20;73.7200170439;16;41.0042610168;108.239746094;18;68.8728937507;
110;10;33.9919662476;85.7799453735;21;74.2210873626;16;42.5999984741;110.532684326;19;69.5038630366;
111;10;34.0826950073;88.9946136475;21;74.7320823185;16;42.9986991882;111.874328613;22;70.1344809532;
112;10;34.1737823486;91.0773468018;20;75.2514535896;16;42.9963302612;114.189483643;22;70.762773335;
113;10;34.2648544312;94.2190246582;19;76.7776068188;16;41.8404426575;118.86026001;23;71.386885643;
114;10;34.3555450439;96.3607025146;19;78.3689153083;16;41.5999984741;122.680709839;27;74.5401608348;
115;10;36.4454879761;99.9053421021;20;81.2670373172;16;41.8555107117;125.901443481;27;77.6446785331;
116;10;37.5812416077;103.241607666;21;83.7713709474;16;42.5999984741;126.724449158;28;80.6677855849;
117;10;37.7173652649;106.587928772;20;85.945431605;16;42.5999984741;127.801345825;29;83.5873540044;
118;10;37.8530387878;109.943130493;20;87.8577105328;16;43.5716514587;128.743499756;29;87.3912787437;
119;10;37.9874458313;112.334747314;21;89.3889983296;16;47.1796722412;125.081130981;30;91.1356422305;
120;10;38.1197929382;113.706588745;16;90.5318747982;16;49.7982139587;128.105621338;29;94.8253027797;
121;10;39.1493225098;116.083465576;17;91.6389105618;16;51.9139137268;133.792190552;30;98.468690455;
