Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;11.0;10.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.1000003815;6;23.0;
4;2;11.3000001907;10.0;4;21.0;1;9.0;11.5;5;23.0;
5;2;12.4499998093;10.0;4;21.0900000334;1;9.60000038147;11.5;5;23.0;
6;2;13.4905004501;10.0;4;21.1871190071;1;10.6000003815;11.5;5;23.0;
7;2;14.5342035294;10.0;4;21.7036092281;1;11.6000003815;11.5;5;23.0;
8;2;14.7666244507;10.1999998093;4;22.1564130783;2;11.8999996185;11.6999998093;4;24.4599990845;
9;2;14.9703855515;10.3632001877;4;23.4291926622;2;12.3380002975;11.7299995422;4;24.8212833405;
10;2;15.5431365967;10.9097137451;4;24.540822506;2;12.4463853836;11.9106416702;4;25.0;
11;2;17.5431365967;11.3658018112;4;25.5043385029;2;12.5000009537;12.0;4;26.2400007248;
12;2;19.5431365967;11.7372808456;4;26.3401436806;2;14.4583854675;12.6000003815;4;27.2387843132;
13;2;20.8414783478;12.0336990356;5;27.0718023777;2;16.4583854675;13.0788002014;4;28.0246574879;
14;2;21.9614181519;12.2662630081;5;27.7228300571;2;18.4583854675;13.4505519867;4;28.63283813;
15;2;23.092376709;12.446267128;5;28.1464314461;2;19.4965171814;13.7328653336;4;29.098970294;
16;2;24.2346363068;12.5;5;28.4879314899;2;20.1463851929;13.943564415;4;29.2577478886;
17;2;25.3883113861;12.5;5;28.8545851707;2;21.5237102509;14.0;4;29.3048160076;
18;2;26.5533065796;12.5;5;29.2456488609;2;22.5378303528;14.0;4;29.3530313969;
19;2;27.1605415344;12.5;6;29.659784317;2;22.8059082031;14.0;6;29.4023760557;
20;2;27.3469028473;12.5;6;30.0950183868;2;22.3999996185;14.420712471;6;29.4528282881;
21;2;25.3469028473;13.5;6;30.5487289429;2;22.3999996185;14.4358482361;6;29.5043625832;
22;2;25.25;13.8871822357;6;31.0176672935;2;22.3999996185;14.4513092041;6;29.5569496155;
23;2;25.25;14.8871822357;6;31.4980173111;3;22.8670845032;14.0;7;29.6105561256;
24;2;25.25;15.0992069244;6;31.9854974747;3;22.3999996185;14.0;7;29.6651450396;
25;2;23.25;16.2941989899;6;32.4754953384;3;22.3999996185;14.49954319;8;29.72067523;
26;2;24.25;15.4901981354;6;32.9632344246;3;22.3999996185;14.8603372574;8;29.7771017551;
27;2;22.25;16.6852931976;6;33.4439563751;3;22.9331302643;14.0;8;29.8343759775;
28;2;22.25;15.6852941513;6;33.9131059647;3;22.3999996185;14.9171876907;8;29.8924454451;
29;2;20.25;17.6852931976;6;34.3665065765;3;22.9677333832;14.0;8;29.9512542486;
30;2;19.25;19.6852931976;7;34.8005027771;4;20.985376358;15.0;5;36.6186461449;
31;2;19.25;18.6852931976;7;35.2120742798;4;20.3999996185;17.0;5;38.0680966377;
32;2;19.25;17.6852931976;7;35.5988998413;4;21.3999996185;18.7354259491;5;38.5537960529;
33;2;20.25;17.6852931976;7;35.9593791962;4;22.3999996185;19.7937545776;5;39.033926487;
34;2;21.25;17.685295105;7;36.2926120758;4;22.3999996185;20.8531532288;5;39.5056722164;
35;2;22.25;17.0170440674;7;36.5983467102;4;22.3999996185;21.9135894775;5;39.9664810896;
36;2;23.25;17.139339447;8;36.8768987656;4;22.2174720764;22.975025177;5;40.4141267538;
37;2;24.25;17.2507591248;8;37.1290569305;4;21.9708099365;24.0374202728;5;40.8467543125;
38;2;26.25;18.5;8;37.3559846878;4;22.1167755127;25.100730896;5;41.2629058361;
39;2;25.25;20.5;9;37.5591192245;4;22.2547550201;26.1649112701;5;41.6615250111;
40;2;25.25;22.5;9;37.7400808334;4;22.384311676;27.2299118042;6;42.0419472456;
41;2;25.25;24.5;9;37.900595665;4;22.505191803;28.2956809998;6;42.403868556;
42;2;25.25;26.5;11;38.0;4;24.4244117737;29.2956809998;6;42.7473111153;
43;2;25.25;27.5;11;38.0;4;24.720697403;31.2956809998;7;43.0725722313;
44;2;25.25;27.7000007629;11;38.0;5;25.8155632019;33.2956809998;7;43.3801791668;
45;2;25.25;27.7000007629;11;38.0;5;26.9021816254;34.9816627502;7;43.6708372831;
46;2;25.25;27.7000007629;10;38.0;5;27.9809246063;36.9816627502;7;43.9453823566;
47;2;25.25;27.7000007629;10;38.0;5;29.0522155762;36.7032546997;8;44.2047383785;
48;2;25.25;27.7000007629;11;38.0;5;30.1165237427;36.7727661133;10;44.4498797655;
49;2;25.25;27.7000007629;12;38.0;5;31.1743373871;36.8425521851;10;44.5681160688;
50;2;25.25;27.7000007629;11;38.0;6;32.5750007629;37.9125480652;10;45.6848596334;
51;2;25.25;27.7000007629;11;38.0;6;33.5750007629;38.9826812744;11;45.9064667225;
52;2;25.25;27.7000007629;11;38.0;7;33.5750007629;40.0528831482;10;46.1376851797;
53;2;25.25;27.7000007629;13;38.0;7;33.5750007629;38.0;11;46.3790736198;
54;3;25.25;27.7000007629;11;53.0;7;33.5750007629;41.0;11;46.6311826706;
55;3;27.25;26.7000007629;12;53.75;7;34.5750007629;40.5348548889;8;46.8945423365;
56;3;29.25;26.7000007629;12;54.4193744659;7;34.6280021667;40.5779418945;8;47.1696456671;
57;3;27.25;28.7000007629;12;55.0072898865;7;33.5750007629;41.6212692261;8;47.4569300413;
58;3;27.25;30.7000007629;12;55.5162696838;8;34.5750007629;40.6647834778;8;47.7567565441;
59;3;27.25;32.7000007629;12;55.9513263702;8;34.6740875244;40.7084312439;8;48.0693879128;
60;3;27.25;32.7000007629;12;56.3190898895;8;34.6887741089;40.752155304;7;49.3949627876;
61;3;28.25;31.7000007629;13;56.6270179749;8;35.7031135559;41.7959060669;7;49.9559719563;
62;4;27.25;31.7000007629;10;70.3178043365;7;29.5420970917;37.8396263123;9;40.3042985201;
63;4;28.7000007629;34.2000007629;9;72.1307353973;7;30.0071296692;39.6108551025;10;42.0106754303;
64;4;30.0510005951;35.8857917786;10;73.6129665375;7;29.1375198364;42.212097168;10;43.4591597319;
65;5;31.3185329437;36.183052063;9;74.725268364;7;29.369758606;44.6718826294;10;44.7107228041;
66;5;32.5187683105;37.4055328369;10;75.4377508163;7;30.5353660583;43.7306251526;10;45.6492567062;
67;5;31.5999984741;37.4957923889;10;75.773223877;8;29.6000003815;44.9657669067;9;46.3938002586;
68;5;32.5999984741;38.4957923889;10;75.9544582367;8;30.6000003815;43.2763595581;9;47.1572371721;
69;5;30.5999984741;40.4957923889;12;76.0;8;29.6000003815;45.2309761047;10;47.9365638494;
70;6;31.5999984741;41.0;11;76.0;8;28.6000003815;45.3685836792;12;48.7283792496;
71;6;32.5999984741;42.0;11;76.0;8;28.6000003815;45.5093650818;12;49.5289509296;
72;6;33.5999984741;43.0;11;76.0;8;26.6000003815;46.5710029602;12;50.3343029022;
73;6;34.5999984741;44.0;11;76.0;8;25.6000003815;48.336807251;12;52.1403205395;
74;6;35.5999984741;45.0;12;76.0;8;27.6000003815;48.4004669189;15;53.0103667974;
75;6;36.0;46.0;12;77.0;8;29.6000003815;49.4004669189;16;54.8767333031;
76;6;37.0;48.0;13;77.0399999619;8;28.6000003815;48.6436920166;16;55.7107012272;
77;6;38.0;50.0;13;78.0811839104;8;28.6000003815;50.6436920166;16;56.5363480449;
78;7;39.486530304;53.0;11;78.2235535383;8;27.6000003815;52.6436920166;17;57.3503704071;
79;7;40.5055999756;56.0;11;78.3760074377;8;26.6000003815;55.0;17;58.1499173045;
80;7;40.5251960754;58.5;12;78.5391060114;8;25.6000003815;57.7605667114;19;58.9326133132;
81;7;40.5453262329;59.5;12;78.7133952379;9;24.6000003815;58.8570251465;18;59.6965575218;
82;7;40.5659866333;62.5;13;78.8993954659;9;24.0;59.9551849365;18;60.4403052926;
83;7;40.5871658325;63.5;14;79.0975877047;9;24.0;61.0546989441;18;61.1628302932;
84;8;40.6088638306;64.5;13;79.3083988428;9;24.0;62.1551856995;19;61.8634759188;
85;8;40.0;65.5;13;79.5321842432;9;24.0;63.2562561035;20;62.5418987274;
86;8;40.0;66.5;16;79.769210577;9;24.0;64.3575057983;20;63.1769882441;
87;8;40.0;67.5;16;80.0196354389;9;24.0;65.4585266113;21;63.7446160316;
88;8;40.0;68.5;15;80.2834892273;9;24.0;67.9692077637;19;64.2941913605;
89;8;40.0;69.5;17;80.5606549978;9;24.0;67.6582489014;18;64.8259328604;
90;8;40.0;70.5;20;81.8508515358;9;24.0;68.7561645508;18;65.294839263;
91;8;41.0;71.5;21;82.233617425;9;25.0;68.2530212402;20;65.6768007874;
92;8;42.0;72.5;21;82.6338357925;9;24.0;70.3444442749;14;66.0547509193;
93;8;42.8254699707;73.5;21;83.050896287;9;24.0;69.0378417969;14;66.4213082194;
94;8;42.851600647;74.5;21;83.4839761257;9;25.0;67.1266708374;16;66.7339261174;
95;8;40.8780632019;80.5;21;83.932040453;9;24.0;66.1266708374;17;67.0425454378;
96;9;40.9048309326;80.5;18;99.3938497305;9;24.0;66.1266708374;17;67.3464029431;
97;9;39.9318809509;84.5;16;100.917975545;9;25.0;64.0;18;67.6447963119;
98;9;40.9591751099;85.5;17;102.357799172;9;24.0;66.0;18;67.9370872378;
99;9;39.9866905212;86.5;16;103.701038957;9;24.0;68.0;18;68.2227018476;
100;9;38.0143890381;90.5;17;104.942198992;9;24.0;70.0;19;68.5011312962;
101;9;40.0422439575;90.5;15;106.081652641;9;24.0;72.0;20;68.7719295621;
102;9;38.0702171326;91.5;15;107.12421608;9;24.0;74.0;20;69.0347147584;
103;9;37.098274231;91.5;15;108.36468482;9;24.0;75.2876205444;20;69.2891656756;
104;9;37.1703147888;93.9229431152;15;109.566304445;9;25.0;75.3640899658;21;69.5350210667;
105;9;35.2452087402;96.4911956787;15;110.740740299;9;26.0;74.3640899658;21;69.7720751762;
106;9;35.3228187561;97.6843414307;14;111.799772978;9;27.0;76.3640899658;19;70.0001776218;
107;9;35.0;99.8706512451;16;112.759343863;9;28.0;78.3640899658;19;70.1849828959;
108;9;35.0;101.049369812;16;113.755968809;10;29.0;79.5999984741;19;70.3173441887;
109;9;34.5701713562;98.5856170654;16;114.785989285;10;30.0;80.5999984741;19;70.446146369;
110;9;34.6567001343;101.381668091;17;115.84426713;10;31.0;81.5999984741;19;70.5711401105;
111;9;39.8844223022;102.460319519;18;116.924120903;10;32.0;82.5999984741;19;70.6921135187;
112;9;41.1924095154;108.328033447;15;118.017383099;10;33.0;83.5999984741;20;70.8088918328;
113;9;40.0017356873;113.814537048;14;119.114609241;10;33.5999984741;84.5999984741;19;70.9213376641;
114;9;40.1114616394;115.200775146;15;120.205433369;10;33.5999984741;85.5999984741;20;72.0293490291;
115;9;38.2205429077;119.428237915;16;121.279050827;10;34.5999984741;87.5999984741;21;72.1728593707;
116;9;39.1279029846;120.646774292;17;122.324782848;10;35.5999984741;89.5999984741;21;74.4911554456;
117;9;39.2324752808;121.856201172;17;123.332661629;10;35.5999984741;91.448097229;21;76.8413009644;
118;9;39.3332633972;123.056503296;16;124.293955803;10;35.5999984741;92.1040039062;22;79.1983121037;
119;9;41.4293937683;115.444595337;15;125.187841892;10;35.5999984741;92.5926361084;23;81.5369088054;
120;9;40.5093154907;117.073699951;15;125.937877655;10;35.5999984741;92.9992980957;23;84.8327381611;
121;9;39.593788147;120.073699951;13;126.634906769;10;37.5999984741;86.6024475098;22;87.1235240698;
122;9;42.6450920105;109.11390686;13;127.276996136;10;37.5999984741;89.5926361084;22;89.3330074549;
123;9;39.7276992798;110.100006104;14;127.863920689;10;39.5999984741;84.7797393799;24;91.4457702637;
