Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;11.0;10.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.1000003815;4;23.0;
3;1;11.0;10.0;4;20.0;2;8.0;12.3000001907;3;24.0;
4;1;11.0;10.0;4;20.0;2;9.19999980927;11.5;3;24.1124999523;
5;1;12.0;10.0;4;20.0;2;9.82250022888;11.5;3;24.2364046574;
6;2;13.4499998093;10.0;3;21.0;2;10.9709215164;11.5;3;24.3725773096;
7;2;14.4499998093;10.0;3;21.3999996185;2;12.0117731094;11.5;3;24.5218783617;
8;2;14.6300001144;10.1999998093;3;21.7264003754;2;12.3565635681;11.5;3;25.1603652239;
9;2;14.7768793106;10.3632001877;3;22.8494274616;2;12.5481100082;11.7299995422;3;25.7180355787;
10;2;15.282242775;10.9097137451;3;23.7921946049;2;12.7154111862;11.9106416702;3;27.2239179611;
11;2;17.2822418213;11.3658018112;3;24.5663278103;2;13.167175293;12.5274600983;3;28.5177702904;
12;2;19.2822418213;11.7372808456;3;25.1909153461;2;14.8887090683;13.0216779709;3;29.6286454201;
13;2;20.3243255615;12.0336990356;4;25.6883610487;2;16.888710022;13.4066829681;3;30.5931797028;
14;2;21.3388690948;12.2662630081;4;26.0812431574;2;18.888710022;13.6998376846;4;31.4486236572;
15;2;22.3536624908;12.446267128;4;26.2221269608;3;20.2295246124;13.9190797806;5;32.0668101311;
16;2;23.3687000275;12.5;4;26.2560760975;3;20.1463851929;14.0;5;32.562277317;
17;2;24.3839759827;12.5;4;26.2905418873;3;22.1463851929;14.0;6;33.0955038071;
18;2;25.3994865417;12.5;4;26.3255085945;3;23.675037384;14.0;6;33.6638817787;
19;2;25.8464794159;12.5;5;26.3609591722;3;22.3999996185;15.0;6;34.263466835;
20;2;25.8624305725;12.5;5;26.3968753815;3;23.3999996185;14.0;6;34.8889698982;
21;2;25.8785934448;12.5;5;26.4332377911;3;24.3999996185;14.0;7;35.5338482857;
22;3;25.8949565887;12.5;4;26.4700255394;4;24.6601543427;14.0;6;36.1905097961;
23;3;25.25;12.5;4;26.5072168112;4;24.8571529388;14.0;6;36.8506231308;
24;3;25.9282474518;12.5;5;26.5447884798;4;22.8571529388;15.0;6;37.5055141449;
25;4;25.25;13.1179151535;4;26.5827163458;4;22.3999996185;16.0;6;38.1466121674;
26;4;25.25;13.1330862045;4;26.6209751368;4;22.3999996185;17.0;6;39.7658996582;
27;4;25.25;13.1483898163;4;26.6595385075;4;23.3999996185;18.5;6;40.3963127136;
28;4;25.25;13.1638154984;4;26.6983793974;4;25.3999996185;16.0;6;40.9932389259;
