Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;13.3000001907;4;17.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;12.3000001907;5;17.0;1;11.8999996185;8.625;5;17.25;
3;1;7.55000019073;11.3000001907;5;17.0;1;11.8999996185;8.625;4;17.25;
4;2;7.55000019073;10.6999998093;4;18.0;1;11.8999996185;8.625;5;17.25;
5;2;7.7000002861;9.30000019073;4;18.0674999952;1;12.8999996185;8.625;5;17.25;
6;2;8.79018783569;8.5;4;18.1388356686;1;13.8999996185;8.625;5;17.25;
7;2;9.08123779297;8.5;4;18.2141259909;1;14.8999996185;8.625;5;17.5949993134;
8;2;9.09817790985;8.5;3;18.293479681;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;9.1160326004;8.5;3;18.7299283743;1;15.7317180634;8.94309806824;5;18.6667137146;
10;2;9.21423435211;8.67000007629;3;19.1200717688;1;16.2000274658;9.3333568573;5;19.3355960846;
11;2;9.30201625824;8.81392192841;3;19.470256567;1;17.2000274658;9.6677980423;5;19.8991127014;
12;2;9.38080787659;8.93486309052;3;20.5494670868;1;18.2000274658;9.94955635071;5;20.3669185638;
13;2;9.62362957001;9.39324569702;4;21.5171065331;1;19.2000274658;10.1834592819;5;20.7504444122;
14;2;11.4569740295;9.78903102875;4;22.3772938251;1;19.4502677917;10.3752222061;5;21.0616092682;
15;2;13.4569740295;10.1240053177;4;23.1393685341;1;19.6369667053;10.5308046341;5;21.25;
16;2;15.4569740295;10.4026165009;4;23.8157744408;1;19.75;10.625;5;21.25;
17;2;16.5953197479;10.6309299469;4;24.4201948643;1;19.75;10.625;5;21.25;
18;2;17.6481628418;10.8157100677;4;24.9661467075;1;19.75;10.625;5;21.25;
19;2;18.7043933868;10.9637317657;4;25.3033924103;1;19.75;10.625;5;21.25;
20;2;19.6932640076;11.0;4;25.5824170113;1;19.75;10.625;5;21.25;
21;2;18.9500007629;12.0;5;25.8750138283;1;21.75;10.625;6;21.25;
22;2;18.9500007629;12.9375066757;5;26.180170536;1;22.75;10.625;6;21.25;
23;2;18.9500007629;13.0900850296;5;26.4966025352;1;23.75;10.625;6;21.25;
24;2;18.9500007629;13.248301506;5;26.8227591515;1;24.75;10.625;6;21.25;
25;2;18.9500007629;13.4113798141;6;27.1568431854;1;24.75;10.625;6;21.25;
26;3;18.9500007629;13.5784215927;5;27.4968419075;1;24.75;10.625;6;21.25;
27;3;18.9500007629;13.7484207153;5;27.8405680656;1;24.75;10.625;6;21.25;
28;3;18.9500007629;13.9202842712;5;28.1857123375;1;24.75;10.625;6;21.25;
29;3;18.9500007629;14.0928564072;5;28.529902935;1;24.75;10.625;6;21.25;
30;3;18.9500007629;14.2649517059;5;28.8707699776;1;24.75;10.625;6;21.25;
31;3;16.9500007629;16.2649517059;5;29.2060108185;1;24.75;10.625;6;21.25;
32;3;15.9500007629;18.2649517059;5;29.5334510803;1;24.75;10.625;6;21.25;
33;3;14.9500007629;20.2649517059;6;29.851102829;1;24.75;10.625;6;21.25;
34;3;14.0;22.0659923553;6;30.1572093964;1;24.75;10.625;7;21.25;
35;3;14.0;23.3414878845;6;30.4502811432;1;24.75;10.625;7;21.25;
36;3;14.0;24.6052532196;6;30.7291164398;1;24.75;10.625;7;21.25;
37;3;14.0;25.8562049866;6;30.9928131104;1;24.75;10.625;7;21.25;
38;3;14.0;27.0935325623;7;31.2407617569;1;24.75;10.625;7;21.25;
39;3;14.0;28.3166847229;7;31.4726343155;1;24.75;11.625;7;21.25;
40;3;14.0;29.5253715515;8;31.6883611679;1;24.75;12.625;7;21.25;
