Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;13.3000001907;4;17.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;12.3000001907;5;17.0;2;12.2999992371;8.625;3;18.25;
3;1;7.55000019073;11.3000001907;5;17.0;2;12.2999992371;8.625;3;18.3624999523;
4;1;7.55000019073;10.3000001907;5;17.0;2;12.3449993134;8.625;3;18.4864046574;
5;1;7.55000019073;9.30000019073;5;17.0;2;13.6418428421;8.625;3;18.6225773096;
6;1;8.55000019073;8.5;5;17.0;2;14.7235460281;8.625;3;19.1306034327;
7;1;8.82499980927;8.5;5;17.0;2;15.8213624954;8.79749965668;3;19.6016869545;
8;2;8.82499980927;8.89999961853;4;18.0;2;16.761013031;8.94309806824;3;20.6315426826;
9;2;9.05000019073;8.5;4;18.4175001383;2;17.3789253235;9.3333568573;3;21.5811042786;
10;2;9.14393806458;8.67000007629;4;18.788015008;2;17.9486618042;9.6677980423;3;22.4590928555;
11;2;9.22730350494;8.81392192841;3;19.1179523468;2;19.9486618042;9.94955635071;3;23.2773604393;
12;2;9.30154037476;8.93486309052;3;20.1658034325;2;21.9486618042;10.1834592819;3;24.0491263866;
13;2;9.53730583191;9.39324569702;4;21.10041821;2;23.4294776917;10.3752222061;3;24.7875139713;
14;2;11.3632192612;9.78903102875;4;21.9260679483;2;24.8368988037;10.5308046341;3;25.4425406456;
15;2;13.3632192612;10.1240053177;4;22.6523033381;2;26.1168804169;10.625;3;25.9480543137;
16;2;15.0206890106;11.1414442062;4;23.291844368;2;27.4201889038;10.625;3;26.4907708168;
17;2;16.4774360657;10.6309299469;4;23.8587193489;2;28.7458190918;10.625;4;27.0677394867;
18;2;17.0206890106;11.7066297531;4;24.3668618202;3;30.091999054;10.625;3;27.6746611595;
19;2;18.5695533752;10.9637317657;4;24.666520834;3;30.6047973633;10.625;4;28.3059058189;
20;2;18.9500007629;12.0;5;24.9087336063;3;30.983543396;10.625;4;28.9546322823;
21;2;18.9500007629;12.1634931564;5;25.1659023762;3;31.3727798462;10.625;4;29.6130218506;
22;2;18.9500007629;12.5829515457;6;25.4376664162;3;31.7678127289;10.625;4;30.272611618;
23;2;18.9500007629;12.7188329697;6;25.7234168053;3;32.1635665894;10.625;4;30.9247112274;
24;2;18.9500007629;12.8617086411;6;26.0222797394;3;32.5548248291;10.625;4;31.5608510971;
25;2;17.8550128937;12.0;6;26.3331103325;3;32.9365081787;10.625;3;32.1732282639;
26;3;16.924949646;13.0;5;26.6544923782;3;33.3039360046;10.625;2;32.7550840378;
27;3;15.9972610474;14.0;7;26.9847521782;3;33.653049469;10.625;3;33.3009910583;
28;3;15.1215686798;15.0;7;27.3219828606;4;33.980594635;10.625;2;33.8070135117;
29;3;14.0;17.0;7;27.6640806198;4;34.2842102051;10.625;2;34.2707424164;
30;3;15.0;17.0;7;28.0087919235;4;34.5624465942;10.625;2;34.6912155151;
31;3;15.351978302;18.0;7;28.3537693024;4;34.8147277832;10.625;2;35.0687503815;
32;3;14.0;20.0;8;28.6966333389;4;35.0412521362;12.625;2;35.404718399;
33;3;14.0;22.0;8;30.0350389481;4;35.2428321838;14.625;2;35.7012996674;
34;3;15.0;24.0;9;30.4742382765;4;35.4207801819;16.625;2;35.9612350464;
35;3;16.0;26.0;9;30.9150075912;4;35.5767402649;18.625;3;36.1876068115;
36;3;16.2757072449;28.0;10;31.356200099;4;35.712562561;20.625;3;36.383646965;
37;3;16.3047237396;30.0;11;31.7969119549;4;35.8301887512;20.625;3;36.5;
38;3;16.3364028931;32.0;10;32.2364984751;4;35.9000015259;20.625;4;36.5;
39;3;17.0;31.7292480469;10;32.6745663881;4;35.9000015259;20.625;4;36.5;
40;3;18.0;31.6071109772;10;33.1109615564;4;35.9000015259;20.625;4;36.5;
41;3;17.4489383698;28.9736423492;11;33.5457317829;4;35.9000015259;20.625;4;36.5;
42;3;18.0;29.9736423492;11;33.9790847301;4;35.9000015259;20.625;4;36.5;
43;3;16.5398368835;30.9736423492;11;34.4113342762;4;35.9000015259;20.625;5;37.5;
44;3;17.0;30.9736423492;11;34.842839241;4;36.9000015259;21.625;5;37.5199999809;
45;3;17.0;30.9736423492;12;35.2739422321;4;37.9000015259;22.625;6;37.5401959419;
46;3;16.7014389038;30.9736423492;12;35.7049095631;5;38.5241165161;23.625;5;37.5605818033;
47;3;17.7619895935;29.9736423492;13;36.1358735561;5;37.9000015259;24.625;5;37.5811508894;
48;3;18.0;30.9736423492;13;36.566785574;5;38.5486907959;25.625;5;37.6018965244;
49;3;17.0;30.9736423492;15;36.997376442;5;38.5611381531;25.625;7;38.9943159819;
50;3;18.0;31.9736423492;15;37.3446760178;5;39.3965911865;26.0234375;7;40.1721376181;
51;3;19.0;32.9736404419;15;37.6734399796;5;39.4135932922;26.3489723206;7;41.155534029;
52;3;21.0;33.9736404419;17;38.0095415115;5;39.9891433716;26.6102333069;7;41.9683321714;
53;3;22.133398056;33.9736404419;17;38.3509097099;5;40.4622039795;26.8168411255;7;42.6351422071;
54;3;22.2102050781;33.9736404419;19;38.6953148842;5;40.8475418091;26.9782962799;7;43.9728620052;
55;3;22.2876968384;33.9736404419;19;39.0404214859;6;42.0353012085;28.0;4;64.2637542486;
56;3;22.3653450012;33.9736404419;21;39.383852005;6;44.1708488464;30.0;4;66.1786878109;
57;4;22.4426174164;33.9736404419;20;57.7232499123;5;32.4000015259;27.0;4;49.8159922361;
58;4;23.5189819336;34.9736404419;20;57.7813448906;5;32.4000015259;29.0;4;51.2008410692;
59;4;24.5939292908;36.9736404419;19;57.8585143089;5;32.4000015259;31.0;5;52.3362927437;
