Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;5;20.0;
3;1;8.0;10.0;6;21.0;1;11.0;10.0;6;20.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;11.0;10.0;6;20.0;
5;2;8.27600002289;11.1199998856;5;23.5301437378;1;12.0;10.0;6;20.0;
6;2;9.50100040436;11.2650718689;5;24.1166050434;1;13.0;10.0;6;20.0;
7;2;10.4262361526;11.543302536;5;24.5889341831;1;14.0;10.0;6;20.3999996185;
8;2;10.5325098038;11.7641716003;5;25.212254405;1;14.1800003052;10.1999998093;6;20.7264003754;
9;2;10.6727571487;12.0549411774;5;25.7109264135;1;14.3268795013;10.3632001877;6;21.8194274902;
10;2;10.7849578857;12.2827939987;5;26.1074465513;2;15.2687425613;10.9097137451;5;23.7316036224;
11;2;10.8741750717;12.4589796066;5;26.2348128557;2;17.268743515;11.3658018112;5;24.5645617247;
12;2;12.8741750717;12.5;5;26.2813059092;2;19.268743515;11.7372808456;5;25.2545170784;
13;2;14.8741750717;12.5;5;26.328953743;2;20.3529472351;12.0336990356;5;25.8242644072;
14;2;15.9055557251;12.5;5;26.3777402639;2;20.6209182739;12.2662630081;5;26.2967605591;
15;2;16.9165325165;12.5;5;26.4276455641;2;20.8335418701;12.446267128;5;26.5249304771;
16;2;17.9277610779;12.5;5;26.4786461592;2;20.9362182617;12.5;5;26.6541694403;
17;2;18.9392356873;12.5;5;26.5307145119;2;20.9943771362;12.5;5;26.7922235727;
18;2;19.9509506226;12.5;6;26.5838193893;2;21.0565013885;12.5;5;26.9393253326;
19;2;19.9813594818;12.5;6;26.6379255056;2;21.1226959229;12.5;9;27.0956480503;
20;2;19.625;12.9913778305;6;26.6929937601;3;21.1930408478;12.5;5;42.261295557;
21;2;20.0059242249;12.5;6;26.7489811182;3;22.2675819397;13.5;5;43.1862905025;
22;3;20.0185203552;12.5;5;26.8058408499;3;25.3463306427;14.5;5;44.0399389267;
