Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;2;11.3000001907;10.0;3;21.0;
2;1;7.0;11.0;4;20.0;2;11.3000001907;10.0;3;21.0599999428;
3;1;8.0;10.0;4;21.0;2;11.3179998398;10.0;3;21.1229639053;
4;1;8.14999961853;10.5;4;21.8400001526;2;11.336889267;10.0;3;21.1889609098;
5;1;8.27600002289;10.9200000763;3;22.5301437378;2;12.5350322723;10.0;3;21.2580518723;
6;2;9.27600002289;11.4650716782;2;24.086605072;2;13.5661230087;10.0;3;21.3302885294;
7;2;10.4194869995;11.543302536;1;24.5583431721;2;14.5986299515;10.0;3;21.8190145493;
8;2;10.5256261826;11.7641716003;1;25.1807733774;2;14.8185567856;10.1999998093;3;22.2388005257;
9;2;10.6656742096;12.0549411774;1;25.6785554886;2;15.0074596405;10.3632001877;3;23.4753180742;
10;2;10.777674675;12.2827939987;1;26.0741881132;2;15.5638933182;10.9097137451;3;24.5422223806;
11;2;10.866692543;12.4589796066;1;26.2006716728;2;17.5638942719;11.3658018112;3;25.4515651464;
12;2;12.866692543;12.5;1;26.246289134;2;19.5638942719;11.7372808456;3;26.2227864265;
13;2;14.8666915894;12.5;1;26.29307127;2;20.7886676788;12.0336990356;3;26.8785500526;
14;2;15.8974819183;12.5;2;26.3410044909;2;21.8744544983;12.2662630081;3;27.4415826797;
15;3;16.9082660675;12.5;1;26.3900717497;2;22.9658145905;12.446267128;3;27.7644672394;
16;3;17.6065406799;12.5;1;26.4402523041;2;24.0627536774;12.5;4;27.9921357632;
17;3;18.9305973053;12.5;1;26.4915215969;3;25.1652030945;12.5;3;28.2317419052;
18;3;19.9421329498;12.5;1;26.5438512564;3;24.8187427521;13.5;3;28.4827919006;
19;3;19.972366333;12.5;1;26.597209096;3;26.25;12.5;4;28.7446005344;
20;3;19.9843711853;12.5;1;26.6515587568;3;26.9350700378;12.5;4;29.0162863731;
21;3;19.9966011047;12.5;1;26.7068601847;3;27.0573291779;12.5;4;29.29677248;
22;3;20.0090446472;12.5;1;26.7630695105;3;25.25;13.5;4;29.5847949982;
23;3;20.0216903687;12.5;1;26.8201388121;3;26.25;12.5;5;29.8789191246;
24;3;20.0345306396;12.5;1;26.8780167103;3;27.25;12.5;5;30.1775617599;
